( 2023/02/09 17:11:46.344) #left_data: ,L_FSR1,L_FSR2,L_FSR3,L_FSR4,L_FSR5,L_FSR6,L_FSR7,L_FSR8
( 2023/02/09 17:13:39.951) #left_data: ,5.66,2.79,1.63,0.1,0,0.74,1.08,0.37
( 2023/02/09 17:13:40.017) #left_data: ,5.66,2.79,1.63,0.1,0,0.74,1.08,0.37
( 2023/02/09 17:13:40.087) #left_data: ,5.66,2.79,1.63,0.1,0,0.74,1.08,0.37
( 2023/02/09 17:13:40.145) #left_data: ,5.66,2.79,1.63,0.1,0,0.74,1.08,0.37
( 2023/02/09 17:13:40.202) #left_data: ,7.67,5.79,3.82,0.05,0,0.13,0,0
( 2023/02/09 17:13:40.263) #left_data: ,1.27,0,0,0,0,0,0,0
( 2023/02/09 17:13:40.328) #left_data: ,0.16,0,0,0,0,0,0,0
( 2023/02/09 17:13:40.391) #left_data: ,0.11,0,0,0,0,0,0,0
( 2023/02/09 17:13:40.450) #left_data: ,0.09,0,0,0,0,0,0,0
( 2023/02/09 17:13:40.510) #left_data: ,0.07,0,0,0,0,0,0,0
( 2023/02/09 17:13:40.569) #left_data: ,0.09,0,0.02,0,0,0,0,0
( 2023/02/09 17:13:40.636) #left_data: ,0.09,0,0.02,0,0,0,0,0
( 2023/02/09 17:13:40.701) #left_data: ,0.13,0,0,0,0,0.17,4.64,4.45
( 2023/02/09 17:13:40.763) #left_data: ,1.07,0,0,0.83,0,1.25,6.27,6.2
( 2023/02/09 17:13:40.823) #left_data: ,1.92,0,0.52,0.21,0,0.7,6.06,5.86
( 2023/02/09 17:13:40.883) #left_data: ,2.42,0.48,1.06,0.85,0,0.82,5.24,4.54
( 2023/02/09 17:13:40.949) #left_data: ,2.67,1.05,0.3,1.09,0,0.42,3.25,1.72
( 2023/02/09 17:13:41.021) #left_data: ,3.18,1.06,1.19,1.26,0,1.26,0.58,1.11
( 2023/02/09 17:13:41.083) #left_data: ,3.99,2.31,2.03,1.47,0,1.2,1.06,0.52
( 2023/02/09 17:13:41.141) #left_data: ,3.99,2.31,2.03,1.47,0,1.2,1.06,0.52
( 2023/02/09 17:13:41.201) #left_data: ,7.22,5.18,4.21,1.36,0,0.47,0,0
( 2023/02/09 17:13:41.260) #left_data: ,8.05,4.49,2.36,0.73,0,0,0,0
( 2023/02/09 17:13:41.321) #left_data: ,8.05,4.49,2.36,0.73,0,0,0,0
( 2023/02/09 17:13:41.384) #left_data: ,0.2,0,0,0,0,0,0,0
( 2023/02/09 17:13:41.442) #left_data: ,0.15,0,0,0,0,0,0,0
( 2023/02/09 17:13:41.500) #left_data: ,0.1,0,0,0,0,0,0,0
( 2023/02/09 17:13:41.562) #left_data: ,0.09,0,0,0,0,0,0,0
( 2023/02/09 17:13:41.627) #left_data: ,0.09,0,0,0,0,0,0,0
( 2023/02/09 17:13:41.693) #left_data: ,0.06,0,0.01,0,0,0,0,0
( 2023/02/09 17:13:41.756) #left_data: ,0.07,0,0.05,0,0,0,0,0
( 2023/02/09 17:13:41.813) #left_data: ,0,0,0,0,0,0.06,4.45,4.08
( 2023/02/09 17:13:41.873) #left_data: ,0.55,0,0,0.75,0,1.15,6.8,6.97
( 2023/02/09 17:13:41.938) #left_data: ,0.45,0,0.35,0.06,0,0.51,6.57,6.34
( 2023/02/09 17:13:42.003) #left_data: ,1.12,0.18,0.94,1.07,0,0.87,5.73,5.07
( 2023/02/09 17:13:42.068) #left_data: ,0.96,0.28,1.15,1.45,0,0.98,4.49,3.32
( 2023/02/09 17:13:42.125) #left_data: ,0.94,0.54,0.72,2.01,0,1.34,2.21,0.98
( 2023/02/09 17:13:42.184) #left_data: ,0.87,1.03,1.72,2.56,0,1.63,0.94,1.2
( 2023/02/09 17:13:42.248) #left_data: ,0.87,1.03,1.72,2.56,0,1.63,0.94,1.2
( 2023/02/09 17:13:42.312) #left_data: ,1.19,0.73,2.79,3.08,0,1.72,1.09,0.57
( 2023/02/09 17:13:42.376) #left_data: ,3.47,3.25,4.35,3.86,0,1.34,0.01,0
( 2023/02/09 17:13:42.433) #left_data: ,5.6,4.03,5.07,3.36,0,0.49,0,0
( 2023/02/09 17:13:42.500) #left_data: ,6.06,0.96,2.21,1.24,0,0,0,0
( 2023/02/09 17:13:42.563) #left_data: ,0.06,0,0,0,0,0,0,0
( 2023/02/09 17:13:42.626) #left_data: ,0.04,0,0,0,0,0,0,0
( 2023/02/09 17:13:42.690) #left_data: ,0.04,0,0,0,0,0,0,0
( 2023/02/09 17:13:42.750) #left_data: ,0.1,0,0,0,0,0,0,0
( 2023/02/09 17:13:42.807) #left_data: ,0.1,0,0,0,0,0,0,0
( 2023/02/09 17:13:42.865) #left_data: ,0.13,0,0,0,0,0,0,0
( 2023/02/09 17:13:42.929) #left_data: ,0.09,0,0,0,0,0,0,0
( 2023/02/09 17:13:42.993) #left_data: ,0.09,0,0,0,0,0,0,0
( 2023/02/09 17:13:43.057) #left_data: ,0.19,0,0,0.81,0,1.03,6.49,6.13
( 2023/02/09 17:13:43.113) #left_data: ,1.01,0,0.45,0.55,0,0.53,6.49,6.06
( 2023/02/09 17:13:43.172) #left_data: ,1.01,0,0.45,0.55,0,0.53,6.49,6.06
( 2023/02/09 17:13:43.237) #left_data: ,1.01,0,0.45,0.55,0,0.53,6.49,6.06
( 2023/02/09 17:13:43.301) #left_data: ,1.34,0.16,2.01,1.89,0,0.45,0.79,0.69
( 2023/02/09 17:13:43.362) #left_data: ,1.34,0.16,2.01,1.89,0,0.45,0.79,0.69
( 2023/02/09 17:13:43.420) #left_data: ,2.21,1.61,2.79,2.31,0,0.16,0.83,0.22
( 2023/02/09 17:13:43.479) #left_data: ,3.82,3.55,3.95,2.79,0,1.13,0.13,0
( 2023/02/09 17:13:43.542) #left_data: ,5.66,5.07,4.85,2.82,0,0.63,0,0
( 2023/02/09 17:13:43.607) #left_data: ,6.8,4.4,3.91,0.99,0,0,0,0
( 2023/02/09 17:13:43.675) #left_data: ,5.79,1.15,0.16,0.49,0,0,0,0
( 2023/02/09 17:13:43.737) #left_data: ,0.44,0,0,0,0,0,0,0
( 2023/02/09 17:13:43.796) #left_data: ,0.1,0,0,0,0,0,0,0
( 2023/02/09 17:13:43.859) #left_data: ,0.07,0,0,0,0,0,0,0
( 2023/02/09 17:13:43.923) #left_data: ,0.09,0,0,0,0,0,0,0
( 2023/02/09 17:13:43.987) #left_data: ,0.08,0,0,0,0,0,0,0
( 2023/02/09 17:13:44.049) #left_data: ,0.08,0,0,0,0,0,0,0
( 2023/02/09 17:13:44.108) #left_data: ,0.09,0,0,0,0,0,0,0
( 2023/02/09 17:13:44.169) #left_data: ,0.03,0,0,0,0,0.03,3.95,3.66
( 2023/02/09 17:13:44.236) #left_data: ,0.03,0,0,0,0,0.03,3.95,3.66
( 2023/02/09 17:13:44.302) #left_data: ,0.48,0,0,0.75,0,1.27,6.27,6.57
( 2023/02/09 17:13:44.363) #left_data: ,2.39,0.01,0.72,0.73,0,1.18,5.18,4.4
( 2023/02/09 17:13:44.422) #left_data: ,2.73,0.29,1.13,1.07,0,1.02,2.82,1.37
( 2023/02/09 17:13:44.480) #left_data: ,2.73,0.29,1.13,1.07,0,1.02,2.82,1.37
( 2023/02/09 17:13:44.540) #left_data: ,2.79,0.55,0.63,1.43,0,1.02,0.57,0.98
( 2023/02/09 17:13:44.606) #left_data: ,3.29,1.1,1.59,1.8,0,0.99,1.03,0.45
( 2023/02/09 17:13:44.670) #left_data: ,4.03,1.21,2.31,2.13,0,1.04,0.75,0.29
( 2023/02/09 17:13:44.731) #left_data: ,5.18,2.95,3.4,2.67,0,0.62,0.05,0
( 2023/02/09 17:13:44.789) #left_data: ,5.79,2.89,3.91,2.79,0,0.62,0,0
( 2023/02/09 17:13:44.849) #left_data: ,5.12,0.72,1.3,1.12,0,0,0,0
( 2023/02/09 17:13:44.913) #left_data: ,0.89,0,0.02,0.15,0,0,0,0
( 2023/02/09 17:13:44.979) #left_data: ,0.09,0,0,0,0,0,0,0
( 2023/02/09 17:13:45.043) #left_data: ,0.07,0,0,0,0,0,0,0
( 2023/02/09 17:13:45.101) #left_data: ,0.07,0,0,0,0,0,0,0
( 2023/02/09 17:13:45.160) #left_data: ,0.06,0,0,0,0,0,0,0
( 2023/02/09 17:13:45.224) #left_data: ,0.04,0,0,0,0,0,0,0
( 2023/02/09 17:13:45.289) #left_data: ,0.03,0,0,0,0,0,0,0
( 2023/02/09 17:13:45.349) #left_data: ,0.03,0,0,0,0,0,0,0
( 2023/02/09 17:13:45.407) #left_data: ,0.09,0,0,0.01,0,0.16,4.8,4.8
( 2023/02/09 17:13:45.467) #left_data: ,2.06,0,0.1,1.21,0,0.42,6.06,5.99
( 2023/02/09 17:13:45.537) #left_data: ,5.36,0.94,1.14,0.75,0,0.44,5.01,4.3
( 2023/02/09 17:13:45.600) #left_data: ,6.13,0.96,0.59,0.72,0,1.16,3.43,1.92
( 2023/02/09 17:13:45.658) #left_data: ,5.99,1.43,0.76,0.33,0,0.77,1.16,0.69
( 2023/02/09 17:13:45.716) #left_data: ,6.13,1.55,0.9,0.25,0,0.66,0.41,0.21
( 2023/02/09 17:13:45.774) #left_data: ,6.34,2.11,1.49,0.72,0,0.82,0.26,0.12
( 2023/02/09 17:13:45.836) #left_data: ,6.72,3.18,2.36,1.53,0,1.2,0.51,0.2
( 2023/02/09 17:13:45.898) #left_data: ,7.31,4.12,3.29,1.87,0,0.64,0,0
( 2023/02/09 17:13:45.965) #left_data: ,7.31,4.12,3.29,1.87,0,0.64,0,0
( 2023/02/09 17:13:46.027) #left_data: ,4.9,0.65,0.51,0.24,0,0,0,0
( 2023/02/09 17:13:46.085) #left_data: ,0.15,0,0,0,0,0,0,0
( 2023/02/09 17:13:46.146) #left_data: ,0.15,0,0,0,0,0,0,0
( 2023/02/09 17:13:46.211) #left_data: ,0.07,0,0,0,0,0,0,0
( 2023/02/09 17:13:46.276) #left_data: ,0.08,0,0,0,0,0,0,0
( 2023/02/09 17:13:46.336) #left_data: ,0.05,0,0,0,0,0,0,0
( 2023/02/09 17:13:46.394) #left_data: ,0.05,0,0,0,0,0,0,0
( 2023/02/09 17:13:46.453) #left_data: ,0.05,0,0,0,0,0,0,0
( 2023/02/09 17:13:46.517) #left_data: ,0.07,0,0,0,0,0.04,3.95,3.7
( 2023/02/09 17:13:46.583) #left_data: ,0.2,0,0,0.91,0,0.73,6.34,6.42
( 2023/02/09 17:13:46.645) #left_data: ,3.51,0.77,1.12,0.33,0.04,1.01,5.54,5.12
( 2023/02/09 17:13:46.703) #left_data: ,4.75,0.96,0.88,0.55,0.02,0.5,3.25,1.69
( 2023/02/09 17:13:46.760) #left_data: ,4.75,0.96,0.88,0.55,0.02,0.5,3.25,1.69
( 2023/02/09 17:13:46.819) #left_data: ,5.12,1.94,1.41,0.47,0,1,0.66,0.33
( 2023/02/09 17:13:46.882) #left_data: ,5.42,2.23,1.76,0.46,0,0.84,0.25,0.08
( 2023/02/09 17:13:46.949) #left_data: ,6.49,3.82,3.18,1.53,0,0.79,0,0
( 2023/02/09 17:13:47.011) #left_data: ,6.49,3.82,3.18,1.53,0,0.79,0,0
( 2023/02/09 17:13:47.068) #left_data: ,7.39,4.9,3.58,0.93,0,0.35,0,0
( 2023/02/09 17:13:47.129) #left_data: ,7.48,3.55,1.34,0.85,0,0,0,0
( 2023/02/09 17:13:47.197) #left_data: ,0.24,0,0,0,0,0,0,0
( 2023/02/09 17:13:47.258) #left_data: ,0.24,0,0,0,0,0,0,0
( 2023/02/09 17:13:47.319) #left_data: ,0.14,0,0,0,0,0,0,0
( 2023/02/09 17:13:47.376) #left_data: ,0.12,0,0,0,0,0,0,0
( 2023/02/09 17:13:47.436) #left_data: ,0.08,0,0,0,0,0,0,0
( 2023/02/09 17:13:47.511) #left_data: ,0.06,0,0,0,0,0,0,0
( 2023/02/09 17:13:47.575) #left_data: ,0.06,0,0,0,0,0,0,0
( 2023/02/09 17:13:47.637) #left_data: ,0.07,0,0,0,0,0.07,3.32,2.95
( 2023/02/09 17:13:47.694) #left_data: ,0.66,0,0,0.35,0,1.25,6.57,6.8
( 2023/02/09 17:13:47.753) #left_data: ,0.66,0,0,0.35,0,1.25,6.57,6.8
( 2023/02/09 17:13:47.814) #left_data: ,1.87,0,0.1,0.88,0,0.63,6.49,6.42
( 2023/02/09 17:13:47.877) #left_data: ,3.01,0.58,0.98,1.23,0.01,0.65,4.21,2.53
( 2023/02/09 17:13:47.944) #left_data: ,3.01,0.58,0.98,1.23,0.01,0.65,4.21,2.53
( 2023/02/09 17:13:48.010) #left_data: ,3.15,0.32,0.99,1.07,0,0.76,0.78,0.39
( 2023/02/09 17:13:48.068) #left_data: ,3.15,0.32,0.99,1.07,0,0.76,0.78,0.39
( 2023/02/09 17:13:48.128) #left_data: ,4.08,1.78,2.03,2.03,0,1.47,0.56,0.23
( 2023/02/09 17:13:48.191) #left_data: ,5.92,3.95,3.43,2.44,0,1.1,0,0
( 2023/02/09 17:13:48.257) #left_data: ,7.05,3.58,2.64,0.47,0,0.09,0,0
( 2023/02/09 17:13:48.320) #left_data: ,6.34,0.77,0.74,0.04,0,0,0,0
( 2023/02/09 17:13:48.378) #left_data: ,0.27,0,0,0,0,0,0,0
( 2023/02/09 17:13:48.435) #left_data: ,0.14,0,0,0,0,0,0,0
( 2023/02/09 17:13:48.500) #left_data: ,0.11,0,0,0,0,0,0,0
( 2023/02/09 17:13:48.565) #left_data: ,0.11,0,0,0,0,0,0,0
( 2023/02/09 17:13:48.629) #left_data: ,0.11,0,0,0,0,0,0,0
( 2023/02/09 17:13:48.690) #left_data: ,0.07,0,0,0,0,0,0,0
( 2023/02/09 17:13:48.751) #left_data: ,0.04,0,0,0,0,0.08,3.29,3.58
( 2023/02/09 17:13:48.812) #left_data: ,0.04,0,0,0,0,0.08,3.29,3.58
( 2023/02/09 17:13:48.877) #left_data: ,0.63,0,0,0.73,0,0.38,6.06,6.72
( 2023/02/09 17:13:48.948) #left_data: ,2.21,0.28,1.12,1.51,0,1.89,4.45,4.03
( 2023/02/09 17:13:49.009) #left_data: ,2.21,0.28,1.12,1.51,0,1.89,4.45,4.03
( 2023/02/09 17:13:49.068) #left_data: ,2.16,0.55,0.53,1.94,0,1.78,0.69,0.55
( 2023/02/09 17:13:49.128) #left_data: ,2.13,0.73,1.16,2.36,0,1.65,0.78,0.59
( 2023/02/09 17:13:49.192) #left_data: ,2.64,0.96,1.78,2.64,0,1.74,0.53,0.28
( 2023/02/09 17:13:49.258) #left_data: ,3.7,0.41,2.61,3.08,0,1.83,0.15,0.04
( 2023/02/09 17:13:49.321) #left_data: ,5.36,1.96,3.55,3.29,0,0.1,0,0
( 2023/02/09 17:13:49.378) #left_data: ,5.79,0.26,3.43,2.82,0,0.33,0,0
( 2023/02/09 17:13:49.437) #left_data: ,4.45,0.03,0.7,0.6,0,0,0,0
( 2023/02/09 17:13:49.501) #left_data: ,0.19,0,0,0,0,0,0,0
( 2023/02/09 17:13:49.569) #left_data: ,0.19,0,0,0,0,0,0,0
( 2023/02/09 17:13:49.631) #left_data: ,0.11,0,0,0,0,0,0,0
( 2023/02/09 17:13:49.691) #left_data: ,0.07,0,0,0,0,0,0,0
( 2023/02/09 17:13:49.752) #left_data: ,0.06,0,0,0,0,0,0,0
( 2023/02/09 17:13:49.817) #left_data: ,0.02,0,0,0,0,0,0,0
( 2023/02/09 17:13:49.882) #left_data: ,0.11,0,0,0,0,0,0,0
( 2023/02/09 17:13:49.944) #left_data: ,0.11,0,0,0,0,0,0,0
( 2023/02/09 17:13:50.002) #left_data: ,1.08,0,0,0.92,0,0.72,6.49,6.65
( 2023/02/09 17:13:50.059) #left_data: ,5.07,0.84,1.17,0.41,0,0.54,4.45,3.08
( 2023/02/09 17:13:50.118) #left_data: ,5.07,0.84,1.17,0.41,0,0.54,4.45,3.08
( 2023/02/09 17:13:50.182) #left_data: ,5.6,0.25,0.45,0.3,0,1.12,1.43,1.07
( 2023/02/09 17:13:50.247) #left_data: ,5.42,1.28,1.02,0.26,0,0.99,1.04,0.47
( 2023/02/09 17:13:50.311) #left_data: ,5.54,2.34,1.85,0.79,0,0.85,0.27,0.08
( 2023/02/09 17:13:50.370) #left_data: ,6.49,3.82,3.15,1.8,0,0.85,0,0
( 2023/02/09 17:13:50.429) #left_data: ,7.31,5.01,3.74,1.28,0,0.3,0,0
( 2023/02/09 17:13:50.494) #left_data: ,7.31,2.67,0.85,0.89,0,0,0,0
( 2023/02/09 17:13:50.561) #left_data: ,0.16,0,0.01,0,0,0,0,0
( 2023/02/09 17:13:50.622) #left_data: ,0.19,0,0,0,0,0,0,0
( 2023/02/09 17:13:50.682) #left_data: ,0.09,0,0,0,0,0,0,0
( 2023/02/09 17:13:50.740) #left_data: ,0.08,0,0,0,0,0,0,0
( 2023/02/09 17:13:50.801) #left_data: ,0.1,0,0,0,0,0,0,0
( 2023/02/09 17:13:50.866) #left_data: ,0.1,0,0,0,0,0,0,0
( 2023/02/09 17:13:50.930) #left_data: ,0.1,0,0,0,0,0,0,0
( 2023/02/09 17:13:50.991) #left_data: ,0.04,0,0,0,0,0.04,2.76,2.21
( 2023/02/09 17:13:51.050) #left_data: ,0.04,0,0,0,0,0.04,2.76,2.21
( 2023/02/09 17:13:51.109) #left_data: ,0.34,0,0,0.45,0,1.12,6.65,7.22
( 2023/02/09 17:13:51.177) #left_data: ,0.99,0,0.16,0.63,0,1.57,6.2,6.2
( 2023/02/09 17:13:51.243) #left_data: ,2.82,0.04,1.02,1.63,0,1.89,4.96,4.3
( 2023/02/09 17:13:51.306) #left_data: ,3.05,0.38,0.53,1.87,0,1.41,1.09,0.29
( 2023/02/09 17:13:51.364) #left_data: ,3.11,0.64,1.25,2.08,0,1.02,0.63,0.37
( 2023/02/09 17:13:51.424) #left_data: ,3.11,0.64,1.25,2.08,0,1.02,0.63,0.37
( 2023/02/09 17:13:51.489) #left_data: ,3.99,0.29,2.67,3.05,0,1.53,0.33,0.11
( 2023/02/09 17:13:51.555) #left_data: ,3.99,0.29,2.67,3.05,0,1.53,0.33,0.11
( 2023/02/09 17:13:51.616) #left_data: ,5.07,2.58,3.95,3.58,0,0.66,0,0
( 2023/02/09 17:13:51.674) #left_data: ,4.64,0.39,0.59,0.08,0,0,0,0
( 2023/02/09 17:13:51.731) #left_data: ,0.62,0,0,0,0,0,0,0
( 2023/02/09 17:13:51.792) #left_data: ,0.13,0,0,0,0,0,0,0
( 2023/02/09 17:13:51.858) #left_data: ,0.08,0,0,0,0,0,0,0
( 2023/02/09 17:13:51.923) #left_data: ,0.08,0,0,0,0,0,0,0
( 2023/02/09 17:13:51.984) #left_data: ,0.06,0,0,0,0,0,0,0
( 2023/02/09 17:13:52.043) #left_data: ,0.05,0,0,0,0,0,0,0
( 2023/02/09 17:13:52.103) #left_data: ,0.05,0,0,0,0,0,0,0
( 2023/02/09 17:13:52.167) #left_data: ,0.05,0,0,0,0,0,0,0
( 2023/02/09 17:13:52.233) #left_data: ,0.04,0,0,0,0,0.12,4.26,3.95
( 2023/02/09 17:13:52.296) #left_data: ,1.03,0,0,1.24,0,1.07,6.49,6.97
( 2023/02/09 17:13:52.353) #left_data: ,2.98,0,0.49,0.99,0,1.23,6.06,6.06
( 2023/02/09 17:13:52.413) #left_data: ,4.35,0.5,1.01,0.87,0,0.54,4.96,4.08
( 2023/02/09 17:13:52.477) #left_data: ,4.75,1.08,1.23,0.35,0,1.05,2.92,0.76
( 2023/02/09 17:13:52.545) #left_data: ,4.75,1.08,1.23,0.35,0,1.05,2.92,0.76
( 2023/02/09 17:13:52.606) #left_data: ,5.6,1.69,1.18,0.33,0,0.87,1.27,0.52
( 2023/02/09 17:13:52.662) #left_data: ,6.13,3.36,2.31,1.04,0,0.87,0.86,0.24
( 2023/02/09 17:13:52.722) #left_data: ,6.13,3.36,2.31,1.04,0,0.87,0.86,0.24
( 2023/02/09 17:13:52.788) #left_data: ,6.65,4.35,3.55,1.76,0,0.6,0,0
( 2023/02/09 17:13:52.852) #left_data: ,4.85,0.36,0.76,0.23,0,0,0,0
( 2023/02/09 17:13:52.915) #left_data: ,0.28,0,0,0,0,0,0,0
( 2023/02/09 17:13:52.973) #left_data: ,0.28,0,0,0,0,0,0,0
( 2023/02/09 17:13:53.032) #left_data: ,0.08,0,0,0,0,0,0,0
( 2023/02/09 17:13:53.093) #left_data: ,0.07,0,0,0,0,0,0,0
( 2023/02/09 17:13:53.158) #left_data: ,0.06,0,0,0,0,0,0,0
( 2023/02/09 17:13:53.223) #left_data: ,0.04,0,0,0,0,0,0,0
( 2023/02/09 17:13:53.287) #left_data: ,0,0,0.03,0,0,0,0,0
( 2023/02/09 17:13:53.345) #left_data: ,0,0,0,0,0,0.02,0.66,0.53
( 2023/02/09 17:13:53.405) #left_data: ,0.01,0,0,0.02,0,0.22,5.01,5.3
( 2023/02/09 17:13:53.471) #left_data: ,0.01,0,0,0.02,0,0.22,5.01,5.3
( 2023/02/09 17:13:53.535) #left_data: ,2.5,0.65,1.24,0.93,0.02,1.11,5.12,4.49
( 2023/02/09 17:13:53.597) #left_data: ,3.15,0.3,1.36,1.45,0,0.81,2.53,0.88
( 2023/02/09 17:13:53.656) #left_data: ,3.15,0.3,1.36,1.45,0,0.81,2.53,0.88
( 2023/02/09 17:13:53.713) #left_data: ,3.51,1.83,2.85,2.11,0,1.26,0.08,0.04
( 2023/02/09 17:13:53.776) #left_data: ,3.7,2.85,3.62,2.42,0,1.01,0,0
( 2023/02/09 17:13:53.842) #left_data: ,3.7,2.85,3.62,2.42,0,1.01,0,0
( 2023/02/09 17:13:53.908) #left_data: ,5.07,3.95,4.21,2.61,0,0.82,0,0
( 2023/02/09 17:13:53.969) #left_data: ,5.36,1.04,2.89,1.09,0,0,0,0
( 2023/02/09 17:13:54.027) #left_data: ,5.36,1.04,2.89,1.09,0,0,0,0
( 2023/02/09 17:13:54.088) #left_data: ,0.84,0,0.05,0.09,0,0,0,0
( 2023/02/09 17:13:54.155) #left_data: ,0.09,0,0,0,0,0,0,0
( 2023/02/09 17:13:54.223) #left_data: ,0.06,0,0,0,0,0,0,0
( 2023/02/09 17:13:54.287) #left_data: ,0.06,0,0,0,0,0,0,0
( 2023/02/09 17:13:54.347) #left_data: ,0.06,0,0,0,0,0,0,0
( 2023/02/09 17:13:54.405) #left_data: ,0.03,0,0.04,0,0,0,0,0
( 2023/02/09 17:13:54.469) #left_data: ,0.06,0,0,0,0,0.05,0.71,0.52
( 2023/02/09 17:13:54.534) #left_data: ,0.33,0,0,0.26,0,0.85,6.49,6.57
( 2023/02/09 17:13:54.597) #left_data: ,1.51,0,0.33,0.68,0,1.47,6.27,5.79
( 2023/02/09 17:13:54.656) #left_data: ,3.47,0.66,0.35,1.85,0.01,1.92,4.54,3.32
( 2023/02/09 17:13:54.714) #left_data: ,3.47,0.66,0.35,1.85,0.01,1.92,4.54,3.32
( 2023/02/09 17:13:54.779) #left_data: ,4.26,1.16,1.23,1.99,0,1.21,1.27,1.04
( 2023/02/09 17:13:54.844) #left_data: ,5.01,1.12,1.83,1.47,0,0.8,0.07,0.05
( 2023/02/09 17:13:54.905) #left_data: ,5.01,1.12,1.83,1.47,0,0.8,0.07,0.05
( 2023/02/09 17:13:54.962) #left_data: ,6.06,2.36,2.39,1.51,0,0.61,0,0
( 2023/02/09 17:13:55.019) #left_data: ,6.8,3.82,3.43,1.89,0,0.49,0,0
( 2023/02/09 17:13:55.077) #left_data: ,6.72,2.44,3.08,1.34,0,0.04,0,0
( 2023/02/09 17:13:55.143) #left_data: ,2.89,0.01,0.46,0.55,0,0,0,0
( 2023/02/09 17:13:55.212) #left_data: ,0.11,0,0,0,0,0,0,0
( 2023/02/09 17:13:55.274) #left_data: ,0.06,0,0,0,0,0,0,0
( 2023/02/09 17:13:55.332) #left_data: ,0.09,0,0,0,0,0,0,0
( 2023/02/09 17:13:55.391) #left_data: ,0.09,0,0,0,0,0,0,0
( 2023/02/09 17:13:55.455) #left_data: ,0.09,0,0,0,0,0,0,0
( 2023/02/09 17:13:55.527) #left_data: ,0.06,0,0,0,0,0,0,0
( 2023/02/09 17:13:55.595) #left_data: ,0.04,0,0,0,0,0.07,3.78,3.47
( 2023/02/09 17:13:55.652) #left_data: ,0.04,0,0,0,0,0.07,3.78,3.47
( 2023/02/09 17:13:55.713) #left_data: ,0.76,0,0,1.1,0,0.88,6.65,6.72
( 2023/02/09 17:13:55.776) #left_data: ,3.86,0.88,1.25,1.07,0,0.66,4.9,3.78
( 2023/02/09 17:13:55.842) #left_data: ,3.86,0.88,1.25,1.07,0,0.66,4.9,3.78
( 2023/02/09 17:13:55.904) #left_data: ,4.12,0.19,0.41,0.79,0,1.13,2.31,0.9
( 2023/02/09 17:13:55.961) #left_data: ,4.03,1.63,1.28,1.04,0,1.06,1.23,0.82
( 2023/02/09 17:13:56.021) #left_data: ,4.03,1.63,1.28,1.04,0,1.06,1.23,0.82
( 2023/02/09 17:13:56.085) #left_data: ,4.75,2.85,2.26,1.74,0,0.13,0,0.79
( 2023/02/09 17:13:56.150) #left_data: ,5.66,4.49,3.95,2.7,0,0.99,0,0
( 2023/02/09 17:13:56.213) #left_data: ,5.79,3.91,3.91,2.31,0,0.14,0,0
( 2023/02/09 17:13:56.272) #left_data: ,3.36,1.15,0.99,0.56,0,0,0,0
( 2023/02/09 17:13:56.331) #left_data: ,0.17,0,0,0,0,0,0,0
( 2023/02/09 17:13:56.390) #left_data: ,0.09,0,0,0,0,0,0,0
( 2023/02/09 17:13:56.454) #left_data: ,0.06,0,0,0,0,0,0,0
( 2023/02/09 17:13:56.520) #left_data: ,0.06,0,0,0,0,0,0,0
( 2023/02/09 17:13:56.582) #left_data: ,0.06,0,0,0,0,0,0,0
( 2023/02/09 17:13:56.643) #left_data: ,0.06,0,0.03,0,0,0,0,0
( 2023/02/09 17:13:56.704) #left_data: ,0.01,0,0,0,0,0,0.2,0.23
( 2023/02/09 17:13:56.768) #left_data: ,0.01,0,0,0,0,0,0.2,0.23
( 2023/02/09 17:13:56.831) #left_data: ,0.2,0,0,0.09,0,0.47,5.79,6.2
( 2023/02/09 17:13:56.894) #left_data: ,0.66,0,0.09,0.39,0,1.47,6.13,6.13
( 2023/02/09 17:13:56.951) #left_data: ,2.92,0.21,1.14,1.74,0,2.13,4.85,3.95
( 2023/02/09 17:13:57.011) #left_data: ,3.7,0.77,0.79,1.87,0,1.59,2.39,1.07
( 2023/02/09 17:13:57.074) #left_data: ,3.66,1.04,1.21,1.87,0,0.81,1.21,0.69
( 2023/02/09 17:13:57.145) #left_data: ,3.78,0.16,1.45,1.67,0,0.41,0.69,0.3
( 2023/02/09 17:13:57.209) #left_data: ,3.78,0.16,1.45,1.67,0,0.41,0.69,0.3
( 2023/02/09 17:13:57.270) #left_data: ,4.85,2.85,3.62,3.36,0,1.16,0.04,0.01
( 2023/02/09 17:13:57.328) #left_data: ,5.42,3.82,4.49,3.43,0,0.69,0,0
( 2023/02/09 17:13:57.388) #left_data: ,4.49,1.69,3.18,1.83,0,0,0,0
( 2023/02/09 17:13:57.453) #left_data: ,0.89,0,0.11,0.11,0,0,0,0
( 2023/02/09 17:13:57.518) #left_data: ,0.11,0,0,0,0,0,0,0
( 2023/02/09 17:13:57.635) #left_data: ,0.13,0,0,0,0,0,0,0
( 2023/02/09 17:13:57.693) #left_data: ,0.1,0,0,0,0,0,0,0
( 2023/02/09 17:13:57.755) #left_data: ,0.06,0,0,0,0,0,0,0
( 2023/02/09 17:13:57.820) #left_data: ,0.07,0,0,0,0,0,0,0
( 2023/02/09 17:13:57.881) #left_data: ,0.07,0,0.02,0,0,0,0,0
