( 2023/02/09 14:30:00.432) #left_data: ,L_FSR1,L_FSR2,L_FSR3,L_FSR4,L_FSR5,L_FSR6,L_FSR7,L_FSR8
( 2023/02/09 14:30:47.494) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.15
( 2023/02/09 14:30:47.554) #left_data: ,0,0,0.1,0.08,0,0.07,0.3,0.14
( 2023/02/09 14:30:47.622) #left_data: ,0,0,0.1,0.08,0,0.07,0.3,0.14
( 2023/02/09 14:30:47.695) #left_data: ,0,0,0.1,0.08,0,0.07,0.29,0.14
( 2023/02/09 14:30:47.758) #left_data: ,0,0,0.1,0.08,0,0.07,0.3,0.14
( 2023/02/09 14:30:47.818) #left_data: ,0,0,0.1,0.08,0,0.07,0.3,0.14
( 2023/02/09 14:30:47.882) #left_data: ,0,0,0.1,0.08,0,0.07,0.3,0.14
( 2023/02/09 14:30:47.951) #left_data: ,0,0,0.1,0.09,0,0.07,0.3,0.14
( 2023/02/09 14:30:48.019) #left_data: ,0,0,0.1,0.09,0,0.07,0.3,0.14
( 2023/02/09 14:30:48.084) #left_data: ,0,0,0.1,0.09,0,0.07,0.3,0.14
( 2023/02/09 14:30:48.144) #left_data: ,0,0,0.1,0.09,0,0.07,0.3,0.14
( 2023/02/09 14:30:48.205) #left_data: ,0,0,0.1,0.09,0,0.07,0.3,0.14
( 2023/02/09 14:30:48.270) #left_data: ,0,0,0.1,0.09,0,0.07,0.3,0.14
( 2023/02/09 14:30:48.332) #left_data: ,0,0,0.1,0.09,0,0.07,0.3,0.14
( 2023/02/09 14:30:48.393) #left_data: ,0,0,0.1,0.09,0,0.07,0.3,0.14
( 2023/02/09 14:30:48.453) #left_data: ,0,0,0.1,0.09,0,0.07,0.3,0.14
( 2023/02/09 14:30:48.513) #left_data: ,0,0,0.1,0.09,0,0.07,0.3,0.14
( 2023/02/09 14:30:48.576) #left_data: ,0,0,0.1,0.09,0,0.07,0.3,0.14
( 2023/02/09 14:30:48.644) #left_data: ,0,0,0.1,0.09,0,0.07,0.3,0.14
( 2023/02/09 14:30:48.708) #left_data: ,0,0,0.1,0.09,0,0.07,0.3,0.14
( 2023/02/09 14:30:48.767) #left_data: ,0,0,0.1,0.09,0,0.07,0.3,0.14
( 2023/02/09 14:30:48.826) #left_data: ,0,0,0.1,0.09,0,0.07,0.3,0.14
( 2023/02/09 14:30:48.886) #left_data: ,0,0,0.1,0.09,0,0.07,0.3,0.14
( 2023/02/09 14:30:48.953) #left_data: ,0,0,0.1,0.09,0,0.07,0.3,0.14
( 2023/02/09 14:30:49.016) #left_data: ,0,0,0.1,0.09,0,0.07,0.3,0.14
( 2023/02/09 14:30:49.078) #left_data: ,0,0,0.1,0.09,0,0.07,0.3,0.14
( 2023/02/09 14:30:49.140) #left_data: ,0,0,0.1,0.09,0,0.07,0.3,0.14
( 2023/02/09 14:30:49.203) #left_data: ,0,0,0.1,0.09,0,0.07,0.3,0.14
( 2023/02/09 14:30:49.272) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.14
( 2023/02/09 14:30:49.339) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.14
( 2023/02/09 14:30:49.404) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.14
( 2023/02/09 14:30:49.464) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.14
( 2023/02/09 14:30:49.524) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.14
( 2023/02/09 14:30:49.593) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.14
( 2023/02/09 14:30:49.662) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.15
( 2023/02/09 14:30:49.726) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.15
( 2023/02/09 14:30:49.785) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.15
( 2023/02/09 14:30:49.847) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.15
( 2023/02/09 14:30:49.914) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.15
( 2023/02/09 14:30:49.987) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.15
( 2023/02/09 14:30:50.053) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.15
( 2023/02/09 14:30:50.113) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.15
( 2023/02/09 14:30:50.174) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.15
( 2023/02/09 14:30:50.240) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.15
( 2023/02/09 14:30:50.308) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.15
( 2023/02/09 14:30:50.375) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.15
( 2023/02/09 14:30:50.434) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.15
( 2023/02/09 14:30:50.491) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.15
( 2023/02/09 14:30:50.552) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.15
( 2023/02/09 14:30:50.621) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.15
( 2023/02/09 14:30:50.689) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.15
( 2023/02/09 14:30:50.754) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.15
( 2023/02/09 14:30:50.813) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.15
( 2023/02/09 14:30:50.874) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.15
( 2023/02/09 14:30:50.940) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.15
( 2023/02/09 14:30:51.013) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.15
( 2023/02/09 14:30:51.077) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.15
( 2023/02/09 14:30:51.137) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.15
( 2023/02/09 14:30:51.199) #left_data: ,0,0,0.1,0.09,0,0.07,0.31,0.15
( 2023/02/09 14:30:51.266) #left_data: ,0,0,0.1,0.09,0,0.07,0.3,0.15
( 2023/02/09 14:30:51.334) #left_data: ,0,0,0.1,0.09,0,0.07,0.3,0.15
