( 2023/02/09 15:59:18.379) #right_data: ,R_FSR1,R_FSR2,R_FSR3,R_FSR4,R_FSR5,R_FSR6,R_FSR7,R_FSR8
( 2023/02/09 16:01:39.837) #right_data: ,0.14,0.36,0.54,0.75,0,0.55,0.58,1.04
( 2023/02/09 16:01:39.894) #right_data: ,0.14,0.36,0.54,0.75,0,0.55,0.63,1.04
( 2023/02/09 16:01:39.957) #right_data: ,0.14,0.36,0.54,0.75,0,0.55,0.61,1.05
( 2023/02/09 16:01:40.022) #right_data: ,0.14,0.36,0.54,0.75,0,0.55,0.59,1.04
( 2023/02/09 16:01:40.084) #right_data: ,0.14,0.36,0.54,0.75,0,0.55,0.61,1.04
( 2023/02/09 16:01:40.143) #right_data: ,0.15,0.38,0.56,0.77,0,0.56,0.61,1.03
( 2023/02/09 16:01:40.203) #right_data: ,0.15,0.4,0.56,0.78,0,0.56,0.59,1.04
( 2023/02/09 16:01:40.267) #right_data: ,0.16,0.44,0.59,0.8,0,0.57,0.58,1.03
( 2023/02/09 16:01:40.331) #right_data: ,0.16,0.45,0.59,0.8,0,0.57,0.57,1.03
( 2023/02/09 16:01:40.396) #right_data: ,0.16,0.45,0.59,0.8,0,0.57,0.57,1.03
( 2023/02/09 16:01:40.455) #right_data: ,0.16,0.45,0.59,0.8,0,0.58,0.59,1.03
( 2023/02/09 16:01:40.512) #right_data: ,0.16,0.45,0.59,0.8,0,0.58,0.61,1.03
( 2023/02/09 16:01:40.574) #right_data: ,0.16,0.45,0.59,0.8,0,0.58,0.61,1.03
( 2023/02/09 16:01:40.640) #right_data: ,0.16,0.45,0.6,0.81,0,0.58,0.59,1.03
( 2023/02/09 16:01:40.704) #right_data: ,0.16,0.46,0.61,0.82,0,0.59,0.57,1.03
( 2023/02/09 16:01:40.762) #right_data: ,0.15,0.46,0.62,0.83,0,0.59,0.55,1.02
( 2023/02/09 16:01:40.819) #right_data: ,0.16,0.46,0.62,0.84,0,0.59,0.55,1.03
( 2023/02/09 16:01:40.882) #right_data: ,0.16,0.46,0.62,0.84,0,0.59,0.55,1.02
( 2023/02/09 16:01:40.949) #right_data: ,0.16,0.47,0.63,0.84,0,0.6,0.51,1.02
( 2023/02/09 16:01:41.014) #right_data: ,0.16,0.48,0.63,0.85,0,0.6,0.53,1.01
( 2023/02/09 16:01:41.073) #right_data: ,0.16,0.49,0.63,0.85,0,0.6,0.51,1
( 2023/02/09 16:01:41.134) #right_data: ,0.16,0.49,0.64,0.85,0,0.6,0.47,0.99
( 2023/02/09 16:01:41.190) #right_data: ,0.16,0.52,0.65,0.86,0,0.6,0.4,0.96
( 2023/02/09 16:01:41.253) #right_data: ,0.16,0.53,0.65,0.86,0,0.6,0.38,0.96
( 2023/02/09 16:01:41.318) #right_data: ,0.16,0.53,0.65,0.86,0,0.6,0.36,0.95
( 2023/02/09 16:01:41.387) #right_data: ,0.17,0.57,0.67,0.88,0,0.6,0.23,0.92
( 2023/02/09 16:01:41.447) #right_data: ,0.17,0.57,0.67,0.88,0,0.6,0.23,0.92
( 2023/02/09 16:01:41.504) #right_data: ,0.17,0.58,0.68,0.89,0,0.6,0.2,0.9
( 2023/02/09 16:01:41.569) #right_data: ,0.17,0.58,0.69,0.9,0,0.6,0.19,0.9
( 2023/02/09 16:01:41.637) #right_data: ,0.17,0.59,0.69,0.9,0,0.6,0.19,0.91
( 2023/02/09 16:01:41.702) #right_data: ,0.17,0.59,0.7,0.9,0,0.6,0.19,0.91
( 2023/02/09 16:01:41.766) #right_data: ,0.17,0.59,0.69,0.9,0,0.6,0.21,0.91
( 2023/02/09 16:01:41.824) #right_data: ,0.17,0.59,0.69,0.9,0,0.6,0.2,0.91
( 2023/02/09 16:01:41.889) #right_data: ,0.18,0.59,0.69,0.9,0,0.6,0.2,0.91
( 2023/02/09 16:01:41.951) #right_data: ,0.18,0.59,0.69,0.9,0,0.6,0.23,0.91
( 2023/02/09 16:01:42.015) #right_data: ,0.18,0.59,0.69,0.9,0,0.6,0.22,0.92
( 2023/02/09 16:01:42.073) #right_data: ,0.18,0.6,0.7,0.9,0,0.61,0.2,0.91
( 2023/02/09 16:01:42.131) #right_data: ,0.18,0.6,0.7,0.9,0,0.61,0.2,0.91
( 2023/02/09 16:01:42.189) #right_data: ,0.18,0.6,0.7,0.9,0,0.61,0.2,0.91
( 2023/02/09 16:01:42.252) #right_data: ,0.18,0.61,0.7,0.91,0,0.61,0.23,0.92
( 2023/02/09 16:01:42.315) #right_data: ,0.18,0.6,0.7,0.91,0,0.61,0.22,0.92
( 2023/02/09 16:01:42.381) #right_data: ,0.18,0.6,0.7,0.91,0,0.61,0.22,0.91
( 2023/02/09 16:01:42.442) #right_data: ,0.18,0.61,0.71,0.91,0,0.61,0.2,0.92
( 2023/02/09 16:01:42.500) #right_data: ,0.18,0.61,0.71,0.92,0,0.61,0.2,0.91
( 2023/02/09 16:01:42.563) #right_data: ,0.18,0.61,0.72,0.92,0,0.61,0.2,0.91
( 2023/02/09 16:01:42.627) #right_data: ,0.18,0.61,0.72,0.92,0,0.61,0.18,0.91
( 2023/02/09 16:01:42.691) #right_data: ,0.18,0.61,0.72,0.92,0,0.61,0.18,0.91
( 2023/02/09 16:01:42.750) #right_data: ,0.18,0.61,0.72,0.92,0,0.62,0.11,0.9
( 2023/02/09 16:01:42.806) #right_data: ,0.18,0.61,0.72,0.92,0,0.62,0.11,0.9
( 2023/02/09 16:01:42.864) #right_data: ,0.18,0.62,0.72,0.93,0,0.62,0.13,0.9
( 2023/02/09 16:01:42.927) #right_data: ,0.18,0.62,0.72,0.92,0,0.62,0.12,0.9
( 2023/02/09 16:01:42.995) #right_data: ,0.18,0.62,0.72,0.92,0,0.62,0.11,0.9
( 2023/02/09 16:01:43.053) #right_data: ,0.18,0.62,0.72,0.92,0,0.62,0.15,0.91
( 2023/02/09 16:01:43.112) #right_data: ,0.18,0.62,0.72,0.92,0,0.62,0.16,0.91
( 2023/02/09 16:01:43.169) #right_data: ,0.18,0.62,0.72,0.92,0,0.62,0.16,0.91
( 2023/02/09 16:01:43.232) #right_data: ,0.18,0.62,0.71,0.91,0,0.61,0.18,0.91
( 2023/02/09 16:01:43.299) #right_data: ,0.19,0.62,0.71,0.92,0,0.61,0.2,0.91
( 2023/02/09 16:01:43.363) #right_data: ,0.19,0.62,0.72,0.92,0,0.61,0.19,0.91
( 2023/02/09 16:01:43.420) #right_data: ,0.19,0.62,0.71,0.92,0,0.61,0.19,0.91
( 2023/02/09 16:01:43.478) #right_data: ,0.19,0.62,0.72,0.92,0,0.61,0.18,0.91
( 2023/02/09 16:01:43.539) #right_data: ,0.19,0.62,0.72,0.92,0,0.61,0.17,0.91
( 2023/02/09 16:01:43.604) #right_data: ,0.19,0.62,0.71,0.92,0,0.61,0.18,0.91
( 2023/02/09 16:01:43.667) #right_data: ,0.18,0.62,0.71,0.91,0,0.61,0.18,0.92
( 2023/02/09 16:01:43.726) #right_data: ,0.19,0.61,0.71,0.91,0,0.61,0.19,0.92
( 2023/02/09 16:01:43.784) #right_data: ,0.19,0.61,0.71,0.91,0,0.61,0.19,0.92
( 2023/02/09 16:01:43.845) #right_data: ,0.19,0.62,0.71,0.91,0,0.61,0.2,0.92
( 2023/02/09 16:01:43.912) #right_data: ,0.19,0.61,0.71,0.92,0,0.61,0.21,0.92
( 2023/02/09 16:01:43.976) #right_data: ,0.17,0.58,0.68,0.89,0,0.61,0.32,0.95
( 2023/02/09 16:01:44.039) #right_data: ,0.17,0.59,0.67,0.89,0,0.61,0.36,0.95
( 2023/02/09 16:01:44.100) #right_data: ,0.17,0.58,0.67,0.89,0,0.6,0.36,0.96
( 2023/02/09 16:01:44.159) #right_data: ,0.17,0.57,0.67,0.88,0,0.61,0.39,0.97
( 2023/02/09 16:01:44.221) #right_data: ,0.17,0.57,0.67,0.88,0,0.6,0.4,0.97
( 2023/02/09 16:01:44.285) #right_data: ,0.17,0.57,0.67,0.88,0,0.61,0.39,0.97
( 2023/02/09 16:01:44.412) #right_data: ,0.17,0.57,0.67,0.89,0,0.61,0.4,0.98
( 2023/02/09 16:01:44.469) #right_data: ,0.16,0.53,0.65,0.87,0,0.6,0.4,0.98
( 2023/02/09 16:01:44.531) #right_data: ,0.16,0.54,0.65,0.87,0,0.6,0.42,0.99
( 2023/02/09 16:01:44.596) #right_data: ,0.16,0.53,0.65,0.87,0,0.6,0.44,0.99
( 2023/02/09 16:01:44.662) #right_data: ,0.16,0.51,0.62,0.85,0,0.6,0.46,1
( 2023/02/09 16:01:44.720) #right_data: ,0.15,0.51,0.62,0.84,0,0.59,0.5,1.01
( 2023/02/09 16:01:44.780) #right_data: ,0.14,0.48,0.6,0.82,0,0.58,0.57,1.03
( 2023/02/09 16:01:44.843) #right_data: ,0.14,0.45,0.57,0.78,0,0.56,0.63,1.05
( 2023/02/09 16:01:44.909) #right_data: ,0.15,0.47,0.58,0.78,0,0.56,0.63,1.04
( 2023/02/09 16:01:44.971) #right_data: ,0.15,0.47,0.58,0.78,0,0.56,0.61,1.04
( 2023/02/09 16:01:45.030) #right_data: ,0.15,0.47,0.59,0.78,0,0.56,0.62,1.04
( 2023/02/09 16:01:45.089) #right_data: ,0.15,0.47,0.59,0.79,0,0.56,0.62,1.04
( 2023/02/09 16:01:45.148) #right_data: ,0.15,0.47,0.59,0.79,0,0.56,0.63,1.04
( 2023/02/09 16:01:45.210) #right_data: ,0.15,0.47,0.59,0.79,0,0.56,0.61,1.04
( 2023/02/09 16:01:45.276) #right_data: ,0.15,0.46,0.59,0.79,0,0.57,0.61,1.03
( 2023/02/09 16:01:45.340) #right_data: ,0.15,0.46,0.58,0.79,0,0.57,0.61,1.04
( 2023/02/09 16:01:45.398) #right_data: ,0.15,0.46,0.59,0.79,0,0.57,0.59,1.03
( 2023/02/09 16:01:45.457) #right_data: ,0.15,0.47,0.59,0.79,0,0.57,0.59,1.03
( 2023/02/09 16:01:45.523) #right_data: ,0.16,0.48,0.6,0.81,0,0.57,0.57,1.02
( 2023/02/09 16:01:45.592) #right_data: ,0.16,0.5,0.62,0.83,0,0.58,0.47,0.99
( 2023/02/09 16:01:45.656) #right_data: ,0.16,0.51,0.62,0.84,0,0.59,0.49,0.99
( 2023/02/09 16:01:45.713) #right_data: ,0.16,0.52,0.63,0.85,0,0.59,0.47,0.98
( 2023/02/09 16:01:45.771) #right_data: ,0.17,0.55,0.65,0.86,0,0.6,0.47,0.98
( 2023/02/09 16:01:45.832) #right_data: ,0.17,0.55,0.65,0.87,0,0.6,0.5,0.98
( 2023/02/09 16:01:45.896) #right_data: ,0.17,0.56,0.65,0.87,0,0.6,0.45,0.98
( 2023/02/09 16:01:45.963) #right_data: ,0.17,0.56,0.66,0.87,0,0.6,0.44,0.97
( 2023/02/09 16:01:46.024) #right_data: ,0.17,0.58,0.67,0.89,0,0.6,0.39,0.96
( 2023/02/09 16:01:46.081) #right_data: ,0.17,0.59,0.68,0.89,0,0.61,0.34,0.94
( 2023/02/09 16:01:46.138) #right_data: ,0.17,0.59,0.68,0.9,0,0.61,0.32,0.94
( 2023/02/09 16:01:46.202) #right_data: ,0.17,0.59,0.68,0.9,0,0.61,0.32,0.94
( 2023/02/09 16:01:46.267) #right_data: ,0.18,0.61,0.7,0.91,0,0.61,0.22,0.92
( 2023/02/09 16:01:46.332) #right_data: ,0.18,0.63,0.71,0.91,0,0.61,0.2,0.92
( 2023/02/09 16:01:46.391) #right_data: ,0.19,0.62,0.72,0.92,0,0.61,0.17,0.91
( 2023/02/09 16:01:46.448) #right_data: ,0.18,0.62,0.72,0.92,0,0.62,0.11,0.9
( 2023/02/09 16:01:46.510) #right_data: ,0.18,0.63,0.74,0.94,0,0.61,1.26,0.87
( 2023/02/09 16:01:46.575) #right_data: ,0.18,0.63,0.74,0.94,0,0.61,1.26,0.87
( 2023/02/09 16:01:46.640) #right_data: ,0.18,0.64,0.74,0.94,0,0.61,1.24,0.83
( 2023/02/09 16:01:46.698) #right_data: ,0.19,0.65,0.75,0.94,0,0.61,1.2,0.81
( 2023/02/09 16:01:46.756) #right_data: ,0.19,0.65,0.76,0.95,0,0.62,1.18,0.8
( 2023/02/09 16:01:46.814) #right_data: ,0.2,0.66,0.76,0.95,0,0.61,1.19,0.81
( 2023/02/09 16:01:46.876) #right_data: ,0.2,0.66,0.76,0.95,0,0.61,1.19,0.81
( 2023/02/09 16:01:46.949) #right_data: ,0.2,0.67,0.77,0.96,0,0.62,1.19,0.81
( 2023/02/09 16:01:47.013) #right_data: ,0.2,0.67,0.77,0.95,0,0.63,1.2,0.83
( 2023/02/09 16:01:47.070) #right_data: ,0.2,0.66,0.77,0.96,0,0.63,1.2,0.83
( 2023/02/09 16:01:47.130) #right_data: ,0.21,0.67,0.77,0.96,0,0.63,1.2,0.82
( 2023/02/09 16:01:47.194) #right_data: ,0.21,0.67,0.77,0.96,0,0.63,1.2,0.82
( 2023/02/09 16:01:47.258) #right_data: ,0.2,0.67,0.77,0.95,0,0.63,1.2,0.82
( 2023/02/09 16:01:47.322) #right_data: ,0.2,0.67,0.76,0.95,0,0.63,1.21,0.83
( 2023/02/09 16:01:47.380) #right_data: ,0.19,0.66,0.75,0.94,0,0.62,1.21,0.83
( 2023/02/09 16:01:47.437) #right_data: ,0.18,0.62,0.71,0.92,0,0.61,0.03,0.89
( 2023/02/09 16:01:47.498) #right_data: ,0.18,0.62,0.71,0.91,0,0.61,0.06,0.9
( 2023/02/09 16:01:47.562) #right_data: ,0.18,0.61,0.7,0.91,0,0.61,0.17,0.92
( 2023/02/09 16:01:47.627) #right_data: ,0.18,0.6,0.69,0.89,0,0.61,0.23,0.93
( 2023/02/09 16:01:47.684) #right_data: ,0.17,0.58,0.68,0.88,0,0.61,0.25,0.93
( 2023/02/09 16:01:47.743) #right_data: ,0.16,0.58,0.67,0.87,0,0.6,0.29,0.95
( 2023/02/09 16:01:47.800) #right_data: ,0.16,0.54,0.66,0.86,0,0.6,0.35,0.96
( 2023/02/09 16:01:47.864) #right_data: ,0.16,0.53,0.66,0.86,0,0.6,0.38,0.97
( 2023/02/09 16:01:47.927) #right_data: ,0.15,0.5,0.63,0.85,0,0.6,0.49,1
( 2023/02/09 16:01:47.990) #right_data: ,0.15,0.5,0.62,0.83,0,0.6,0.49,1
( 2023/02/09 16:01:48.050) #right_data: ,0.15,0.49,0.61,0.83,0,0.6,0.53,1.02
( 2023/02/09 16:01:48.107) #right_data: ,0.15,0.5,0.62,0.83,0,0.6,0.55,1.02
( 2023/02/09 16:01:48.169) #right_data: ,0.15,0.5,0.62,0.83,0,0.6,0.55,1.02
( 2023/02/09 16:01:48.233) #right_data: ,0.15,0.5,0.62,0.83,0,0.6,0.55,1.02
( 2023/02/09 16:01:48.297) #right_data: ,0.15,0.5,0.62,0.83,0,0.6,0.55,1.03
( 2023/02/09 16:01:48.354) #right_data: ,0.15,0.49,0.62,0.83,0,0.6,0.58,1.03
( 2023/02/09 16:01:48.414) #right_data: ,0.15,0.5,0.62,0.83,0,0.6,0.57,1.03
( 2023/02/09 16:01:48.471) #right_data: ,0.16,0.53,0.65,0.86,0,0.61,0.51,1.01
( 2023/02/09 16:01:48.533) #right_data: ,0.16,0.54,0.66,0.86,0,0.61,0.47,1
( 2023/02/09 16:01:48.599) #right_data: ,0.16,0.55,0.66,0.87,0,0.61,0.49,1
( 2023/02/09 16:01:48.664) #right_data: ,0.17,0.54,0.66,0.86,0,0.61,0.46,1
( 2023/02/09 16:01:48.721) #right_data: ,0.17,0.54,0.66,0.86,0,0.61,0.47,1
( 2023/02/09 16:01:48.780) #right_data: ,0.17,0.54,0.66,0.86,0,0.61,0.47,1
( 2023/02/09 16:01:48.842) #right_data: ,0.16,0.52,0.63,0.85,0,0.6,0.5,1.02
( 2023/02/09 16:01:48.906) #right_data: ,0.16,0.51,0.63,0.84,0,0.6,0.55,1.03
( 2023/02/09 16:01:48.975) #right_data: ,0.16,0.51,0.62,0.84,0,0.6,0.55,1.03
( 2023/02/09 16:01:49.034) #right_data: ,0.16,0.5,0.61,0.83,0,0.6,0.59,1.03
( 2023/02/09 16:01:49.093) #right_data: ,0.16,0.5,0.61,0.84,0,0.6,0.57,1.04
( 2023/02/09 16:01:49.155) #right_data: ,0.15,0.5,0.61,0.83,0,0.6,0.59,1.04
( 2023/02/09 16:01:49.220) #right_data: ,0.15,0.5,0.61,0.83,0,0.6,0.59,1.04
( 2023/02/09 16:01:49.284) #right_data: ,0.15,0.5,0.62,0.83,0,0.6,0.59,1.04
( 2023/02/09 16:01:49.342) #right_data: ,0.15,0.5,0.61,0.83,0,0.6,0.61,1.04
( 2023/02/09 16:01:49.400) #right_data: ,0.15,0.49,0.61,0.82,0,0.6,0.59,1.04
( 2023/02/09 16:01:49.512) #right_data: ,0.14,0.46,0.6,0.81,0,0.6,0.65,1.06
( 2023/02/09 16:01:49.576) #right_data: ,0.14,0.47,0.6,0.8,0,0.59,0.63,1.07
( 2023/02/09 16:01:49.639) #right_data: ,0.14,0.47,0.6,0.8,0,0.59,0.68,1.07
( 2023/02/09 16:01:49.698) #right_data: ,0.14,0.46,0.59,0.8,0,0.59,0.68,1.07
( 2023/02/09 16:01:49.758) #right_data: ,0.13,0.45,0.59,0.8,0,0.59,0.68,1.07
( 2023/02/09 16:01:49.820) #right_data: ,0.14,0.43,0.59,0.79,0,0.59,0.69,1.08
( 2023/02/09 16:01:49.885) #right_data: ,0.14,0.44,0.59,0.79,0,0.59,0.69,1.08
( 2023/02/09 16:01:49.954) #right_data: ,0.14,0.43,0.59,0.79,0,0.59,0.72,1.08
( 2023/02/09 16:01:50.012) #right_data: ,0.14,0.44,0.59,0.79,0,0.59,0.7,1.09
( 2023/02/09 16:01:50.070) #right_data: ,0.14,0.44,0.59,0.79,0,0.59,0.73,1.09
( 2023/02/09 16:01:50.132) #right_data: ,0.14,0.44,0.59,0.78,0,0.58,0.7,1.08
( 2023/02/09 16:01:50.197) #right_data: ,0.14,0.45,0.59,0.78,0,0.58,0.7,1.08
( 2023/02/09 16:01:50.261) #right_data: ,0.14,0.45,0.59,0.78,0,0.58,0.68,1.07
( 2023/02/09 16:01:50.319) #right_data: ,0.14,0.45,0.59,0.78,0,0.58,0.65,1.07
( 2023/02/09 16:01:50.376) #right_data: ,0.14,0.44,0.59,0.78,0,0.57,0.7,1.07
( 2023/02/09 16:01:50.439) #right_data: ,0.14,0.44,0.58,0.78,0,0.57,0.69,1.07
( 2023/02/09 16:01:50.502) #right_data: ,0.14,0.43,0.57,0.77,0,0.57,0.66,1.08
( 2023/02/09 16:01:50.568) #right_data: ,0.14,0.42,0.56,0.76,0,0.57,0.68,1.09
( 2023/02/09 16:01:50.632) #right_data: ,0.14,0.41,0.55,0.75,0,0.57,0.7,1.08
( 2023/02/09 16:01:50.692) #right_data: ,0.14,0.41,0.55,0.75,0,0.56,0.72,1.09
( 2023/02/09 16:01:50.749) #right_data: ,0.14,0.41,0.55,0.75,0,0.56,0.69,1.09
( 2023/02/09 16:01:50.811) #right_data: ,0.14,0.4,0.55,0.75,0,0.56,0.75,1.09
( 2023/02/09 16:01:50.876) #right_data: ,0.13,0.4,0.54,0.74,0,0.55,0.73,1.1
( 2023/02/09 16:01:50.940) #right_data: ,0.12,0.35,0.5,0.67,0,0.53,0.81,1.1
( 2023/02/09 16:01:50.998) #right_data: ,0.12,0.33,0.49,0.65,0,0.52,0.85,1.12
( 2023/02/09 16:01:51.055) #right_data: ,0.12,0.33,0.48,0.64,0,0.52,0.87,1.11
( 2023/02/09 16:01:51.114) #right_data: ,0.12,0.33,0.48,0.64,0,0.52,0.87,1.11
( 2023/02/09 16:01:51.181) #right_data: ,0.12,0.34,0.49,0.64,0,0.52,0.87,1.12
( 2023/02/09 16:01:51.244) #right_data: ,0.12,0.35,0.49,0.66,0,0.52,0.87,1.11
( 2023/02/09 16:01:51.304) #right_data: ,0.12,0.35,0.5,0.65,0,0.52,0.85,1.11
( 2023/02/09 16:01:51.363) #right_data: ,0.12,0.35,0.49,0.66,0,0.52,0.87,1.11
( 2023/02/09 16:01:51.420) #right_data: ,0.12,0.35,0.5,0.66,0,0.52,0.82,1.11
( 2023/02/09 16:01:51.482) #right_data: ,0.12,0.35,0.49,0.66,0,0.53,0.87,1.12
( 2023/02/09 16:01:51.546) #right_data: ,0.12,0.35,0.49,0.66,0,0.53,0.88,1.13
( 2023/02/09 16:01:51.618) #right_data: ,0.12,0.34,0.49,0.65,0,0.53,0.87,1.12
( 2023/02/09 16:01:51.677) #right_data: ,0.12,0.34,0.49,0.65,0,0.53,0.9,1.13
( 2023/02/09 16:01:51.735) #right_data: ,0.12,0.35,0.49,0.65,0,0.52,0.93,1.13
( 2023/02/09 16:01:51.800) #right_data: ,0.12,0.34,0.49,0.65,0,0.53,0.91,1.13
( 2023/02/09 16:01:51.864) #right_data: ,0.12,0.34,0.49,0.65,0,0.53,0.93,1.13
( 2023/02/09 16:01:51.930) #right_data: ,0.09,0.31,0.47,0.63,0,0.52,0.98,1.14
( 2023/02/09 16:01:51.989) #right_data: ,0.1,0.29,0.46,0.62,0,0.52,1.01,1.16
( 2023/02/09 16:01:52.049) #right_data: ,0.1,0.29,0.46,0.6,0,0.51,1.02,1.16
( 2023/02/09 16:01:52.110) #right_data: ,0.09,0.28,0.44,0.57,0,0.5,1.09,1.18
( 2023/02/09 16:01:52.174) #right_data: ,0.09,0.27,0.44,0.57,0,0.5,1.09,1.18
( 2023/02/09 16:01:52.238) #right_data: ,0.09,0.28,0.44,0.58,0,0.49,1.07,1.18
( 2023/02/09 16:01:52.297) #right_data: ,0.09,0.29,0.45,0.59,0,0.5,1.07,1.19
( 2023/02/09 16:01:52.354) #right_data: ,0.1,0.3,0.46,0.6,0,0.5,1.06,1.18
( 2023/02/09 16:01:52.412) #right_data: ,0.11,0.32,0.47,0.62,0,0.51,1.06,1.18
( 2023/02/09 16:01:52.474) #right_data: ,0.11,0.32,0.47,0.63,0,0.51,1.06,1.17
( 2023/02/09 16:01:52.539) #right_data: ,0.11,0.32,0.47,0.63,0,0.51,1.04,1.17
( 2023/02/09 16:01:52.605) #right_data: ,0.12,0.33,0.48,0.65,0,0.52,0.99,1.16
( 2023/02/09 16:01:52.663) #right_data: ,0.12,0.33,0.48,0.65,0,0.52,0.99,1.16
( 2023/02/09 16:01:52.720) #right_data: ,0.12,0.33,0.48,0.65,0,0.52,0.99,1.16
( 2023/02/09 16:01:52.783) #right_data: ,0.12,0.33,0.48,0.66,0,0.52,0.98,1.15
( 2023/02/09 16:01:52.848) #right_data: ,0.12,0.33,0.48,0.66,0,0.52,0.98,1.15
( 2023/02/09 16:01:52.913) #right_data: ,0.12,0.33,0.49,0.67,0,0.53,0.91,1.13
( 2023/02/09 16:01:52.972) #right_data: ,0.13,0.34,0.5,0.68,0,0.53,0.9,1.13
( 2023/02/09 16:01:53.031) #right_data: ,0.13,0.34,0.5,0.69,0,0.53,0.9,1.13
( 2023/02/09 16:01:53.093) #right_data: ,0.14,0.36,0.51,0.7,0,0.54,0.88,1.12
( 2023/02/09 16:01:53.157) #right_data: ,0.14,0.36,0.52,0.7,0,0.54,0.9,1.12
( 2023/02/09 16:01:53.222) #right_data: ,0.14,0.37,0.52,0.71,0,0.54,0.87,1.11
( 2023/02/09 16:01:53.281) #right_data: ,0.14,0.39,0.53,0.72,0,0.54,0.87,1.1
( 2023/02/09 16:01:53.338) #right_data: ,0.14,0.39,0.53,0.72,0,0.54,0.87,1.11
( 2023/02/09 16:01:53.395) #right_data: ,0.14,0.39,0.53,0.72,0,0.54,0.87,1.11
( 2023/02/09 16:01:53.457) #right_data: ,0.14,0.39,0.53,0.72,0,0.54,0.9,1.11
( 2023/02/09 16:01:53.520) #right_data: ,0.15,0.39,0.53,0.72,0,0.54,0.87,1.11
( 2023/02/09 16:01:53.584) #right_data: ,0.15,0.41,0.54,0.74,0,0.56,0.79,1.1
( 2023/02/09 16:01:53.641) #right_data: ,0.14,0.42,0.56,0.77,0,0.57,0.73,1.08
( 2023/02/09 16:01:53.698) #right_data: ,0.15,0.42,0.57,0.78,0,0.58,0.75,1.08
( 2023/02/09 16:01:53.760) #right_data: ,0.15,0.42,0.57,0.78,0,0.58,0.72,1.07
( 2023/02/09 16:01:53.826) #right_data: ,0.15,0.43,0.57,0.79,0,0.58,0.7,1.07
( 2023/02/09 16:01:53.889) #right_data: ,0.15,0.43,0.57,0.79,0,0.58,0.7,1.07
( 2023/02/09 16:01:53.951) #right_data: ,0.15,0.42,0.56,0.78,0,0.57,0.73,1.08
( 2023/02/09 16:01:54.009) #right_data: ,0.15,0.41,0.54,0.76,0,0.56,0.78,1.1
( 2023/02/09 16:01:54.066) #right_data: ,0.15,0.41,0.53,0.74,0,0.55,0.82,1.11
( 2023/02/09 16:01:54.127) #right_data: ,0.15,0.41,0.53,0.74,0,0.55,0.82,1.11
( 2023/02/09 16:01:54.191) #right_data: ,0.14,0.4,0.53,0.73,0,0.54,0.87,1.12
( 2023/02/09 16:01:54.254) #right_data: ,0.14,0.4,0.53,0.73,0,0.54,0.87,1.12
( 2023/02/09 16:01:54.312) #right_data: ,0.14,0.41,0.53,0.73,0,0.54,0.87,1.13
( 2023/02/09 16:01:54.369) #right_data: ,0.15,0.42,0.53,0.74,0,0.55,0.87,1.11
( 2023/02/09 16:01:54.431) #right_data: ,0.15,0.42,0.54,0.74,0,0.55,0.87,1.12
( 2023/02/09 16:01:54.546) #right_data: ,0.15,0.42,0.54,0.75,0,0.56,0.88,1.11
( 2023/02/09 16:01:54.607) #right_data: ,0.15,0.42,0.54,0.76,0,0.57,0.85,1.13
( 2023/02/09 16:01:54.665) #right_data: ,0.15,0.42,0.54,0.76,0,0.57,0.9,1.13
( 2023/02/09 16:01:54.722) #right_data: ,0.15,0.4,0.54,0.76,0,0.57,0.94,1.14
( 2023/02/09 16:01:54.785) #right_data: ,0.14,0.37,0.53,0.75,0,0.56,0.99,1.17
( 2023/02/09 16:01:54.851) #right_data: ,0.12,0.36,0.51,0.72,0,0.56,1.14,1.22
( 2023/02/09 16:01:54.917) #right_data: ,0.12,0.36,0.52,0.74,0,0.57,1.12,1.23
( 2023/02/09 16:01:54.977) #right_data: ,0.12,0.36,0.51,0.74,0,0.57,1.12,1.23
( 2023/02/09 16:01:55.034) #right_data: ,0.1,0.28,0.47,0.68,0,0.54,1.16,1.23
( 2023/02/09 16:01:55.096) #right_data: ,0.09,0.26,0.45,0.66,0,0.52,1.12,1.22
( 2023/02/09 16:01:55.159) #right_data: ,0.08,0.24,0.43,0.62,0,0.5,1.11,1.2
( 2023/02/09 16:01:55.225) #right_data: ,0.07,0.22,0.37,0.53,0,0.44,1.04,1.18
( 2023/02/09 16:01:55.284) #right_data: ,0.07,0.21,0.34,0.48,0,0.41,1.04,1.16
( 2023/02/09 16:01:55.341) #right_data: ,0.09,0.23,0.36,0.52,0,0.42,0.82,1.08
( 2023/02/09 16:01:55.399) #right_data: ,0.1,0.24,0.36,0.52,0,0.42,0.75,1.07
( 2023/02/09 16:01:55.462) #right_data: ,0.1,0.23,0.36,0.53,0,0.41,0.7,1.05
( 2023/02/09 16:01:55.526) #right_data: ,0.09,0.24,0.39,0.57,0,0.42,0.55,0.99
( 2023/02/09 16:01:55.588) #right_data: ,0.11,0.27,0.41,0.59,0,0.44,0.46,0.97
( 2023/02/09 16:01:55.647) #right_data: ,0.11,0.27,0.42,0.63,0,0.44,0.49,0.97
( 2023/02/09 16:01:55.707) #right_data: ,0.11,0.27,0.42,0.63,0,0.45,0.55,0.99
( 2023/02/09 16:01:55.770) #right_data: ,0.12,0.28,0.42,0.64,0,0.44,0.61,1.01
( 2023/02/09 16:01:55.835) #right_data: ,0.12,0.3,0.43,0.64,0,0.45,0.68,1.02
