( 2023/02/09 17:05:27.977) #right_data: ,R_FSR1,R_FSR2,R_FSR3,R_FSR4,R_FSR5,R_FSR6,R_FSR7,R_FSR8
( 2023/02/09 17:07:08.907) #right_data: ,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:08.974) #right_data: ,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:09.044) #right_data: ,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:09.104) #right_data: ,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:09.163) #right_data: ,0.0,0.0,0.0,0.0,0.0,0.0,5.73,5.66
( 2023/02/09 17:07:09.228) #right_data: ,0.06,0.0,0.0,0.08,0.0,0.2,6.49,6.2
( 2023/02/09 17:07:09.300) #right_data: ,0.17,0.0,0.0,0.24,0.0,0.53,6.57,6.2
( 2023/02/09 17:07:09.366) #right_data: ,0.4,0.0,0.23,0.86,0.0,0.59,5.54,5.36
( 2023/02/09 17:07:09.423) #right_data: ,0.47,0.0,0.41,1.06,0.0,1.01,4.45,4.54
( 2023/02/09 17:07:09.483) #right_data: ,0.47,0.0,0.41,1.06,0.0,1.01,4.45,4.54
( 2023/02/09 17:07:09.543) #right_data: ,0.42,0.13,0.94,0.53,0.0,1.74,2.5,2.7
( 2023/02/09 17:07:09.609) #right_data: ,0.39,0.31,0.07,1.11,0.02,2.01,0.88,1.74
( 2023/02/09 17:07:09.675) #right_data: ,0.4,0.41,0.33,1.26,0.02,1.99,0.58,1.39
( 2023/02/09 17:07:09.738) #right_data: ,0.9,0.7,1.69,1.65,0.04,1.72,0.74,0.9
( 2023/02/09 17:07:09.796) #right_data: ,1.45,3.66,2.61,1.87,0.03,0.29,0.01,0.0
( 2023/02/09 17:07:09.859) #right_data: ,2.82,4.54,2.95,1.89,0.0,1.0,0.0,0.0
( 2023/02/09 17:07:09.924) #right_data: ,5.07,4.8,2.61,0.21,0.0,0.18,0.0,0.0
( 2023/02/09 17:07:09.988) #right_data: ,5.6,3.51,1.19,0.86,0.0,0.02,0.0,0.0
( 2023/02/09 17:07:10.050) #right_data: ,2.64,0.0,0.03,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:10.107) #right_data: ,2.64,0.0,0.03,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:10.165) #right_data: ,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:10.226) #right_data: ,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:10.292) #right_data: ,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:10.358) #right_data: ,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:10.416) #right_data: ,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:10.474) #right_data: ,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:10.538) #right_data: ,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:10.663) #right_data: ,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:10.722) #right_data: ,0.09,0.0,0.01,0.0,0.0,0.0,5.01,4.75
( 2023/02/09 17:07:10.780) #right_data: ,0.35,0.0,0.0,0.11,0.0,0.31,6.8,6.72
( 2023/02/09 17:07:10.836) #right_data: ,0.46,0.0,0.0,0.22,0.0,0.55,7.22,6.72
( 2023/02/09 17:07:10.900) #right_data: ,0.46,0.0,0.0,0.31,0.0,0.72,7.22,6.8
( 2023/02/09 17:07:10.967) #right_data: ,0.31,0.02,0.19,0.53,0.0,0.94,6.88,6.06
( 2023/02/09 17:07:11.035) #right_data: ,0.22,0.24,0.41,0.6,0.0,0.95,6.2,5.48
( 2023/02/09 17:07:11.095) #right_data: ,0.29,0.69,0.8,0.87,0.0,1.15,4.9,4.26
( 2023/02/09 17:07:11.152) #right_data: ,0.35,0.89,0.94,0.98,0.01,1.23,4.17,3.66
( 2023/02/09 17:07:11.215) #right_data: ,0.45,1.14,1.1,1.11,0.02,0.08,3.43,3.01
( 2023/02/09 17:07:11.283) #right_data: ,0.78,0.57,0.4,1.26,0.04,0.33,2.13,1.57
( 2023/02/09 17:07:11.348) #right_data: ,1.61,3.78,2.01,0.73,0.05,1.18,0.25,0.2
( 2023/02/09 17:07:11.406) #right_data: ,5.24,5.99,2.21,1.1,0.0,0.13,0.0,0.0
( 2023/02/09 17:07:11.465) #right_data: ,5.86,5.54,0.87,0.46,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:11.531) #right_data: ,6.06,4.17,0.91,0.04,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:11.596) #right_data: ,0.13,0.01,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:11.661) #right_data: ,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:11.721) #right_data: ,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:11.779) #right_data: ,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:11.838) #right_data: ,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:11.904) #right_data: ,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:11.971) #right_data: ,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:12.035) #right_data: ,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:12.093) #right_data: ,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:12.150) #right_data: ,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:12.210) #right_data: ,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:12.273) #right_data: ,0.04,0.0,0.0,0.0,0.0,0.0,1.09,0.13
( 2023/02/09 17:07:12.339) #right_data: ,0.84,0.0,0.01,0.31,0.0,0.52,6.13,5.6
( 2023/02/09 17:07:12.401) #right_data: ,0.84,0.0,0.01,0.31,0.0,0.52,6.13,5.6
( 2023/02/09 17:07:12.461) #right_data: ,1.01,0.02,0.14,0.41,0.0,0.59,6.72,5.92
( 2023/02/09 17:07:12.517) #right_data: ,0.88,0.4,0.31,0.41,0.0,0.59,6.2,5.54
( 2023/02/09 17:07:12.579) #right_data: ,0.88,0.4,0.31,0.41,0.0,0.59,6.2,5.54
( 2023/02/09 17:07:12.646) #right_data: ,0.74,0.0,0.55,0.62,0.0,0.63,4.75,4.08
( 2023/02/09 17:07:12.705) #right_data: ,0.8,0.45,0.69,0.7,0.0,0.69,4.3,3.47
( 2023/02/09 17:07:12.762) #right_data: ,0.87,3.08,0.19,0.96,0.03,0.8,1.63,0.04
( 2023/02/09 17:07:12.822) #right_data: ,2.61,4.17,1.19,1.15,0.01,0.71,0.59,0.37
( 2023/02/09 17:07:12.890) #right_data: ,4.08,5.36,1.85,1.18,0.0,0.21,0.0,0.0
( 2023/02/09 17:07:12.958) #right_data: ,5.79,5.18,1.2,0.21,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:13.023) #right_data: ,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:13.083) #right_data: ,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:13.143) #right_data: ,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:13.205) #right_data: ,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:13.270) #right_data: ,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:13.336) #right_data: ,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:13.400) #right_data: ,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:13.460) #right_data: ,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:13.525) #right_data: ,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:13.591) #right_data: ,0.08,0.0,0.01,0.0,0.0,0.0,1.99,1.43
( 2023/02/09 17:07:13.658) #right_data: ,0.2,0.0,0.0,0.06,0.0,0.14,6.88,7.05
( 2023/02/09 17:07:13.716) #right_data: ,0.2,0.0,0.0,0.06,0.0,0.14,6.88,7.05
( 2023/02/09 17:07:13.781) #right_data: ,0.2,0.0,0.0,0.06,0.0,0.14,6.88,7.05
( 2023/02/09 17:07:13.843) #right_data: ,0.43,0.0,0.0,0.64,0.0,1.24,5.6,5.36
( 2023/02/09 17:07:13.909) #right_data: ,0.48,0.0,0.0,0.77,0.0,0.19,4.85,4.75
( 2023/02/09 17:07:13.971) #right_data: ,0.31,0.0,0.0,0.91,0.0,0.34,4.64,4.69
( 2023/02/09 17:07:14.033) #right_data: ,0.48,0.15,0.46,0.97,0.02,0.1,4.9,4.49
( 2023/02/09 17:07:14.092) #right_data: ,0.48,0.15,0.46,0.97,0.02,0.1,4.9,4.49
( 2023/02/09 17:07:14.150) #right_data: ,0.88,0.73,0.59,0.91,0.03,1.13,4.59,3.95
( 2023/02/09 17:07:14.214) #right_data: ,0.88,0.73,0.59,0.91,0.03,1.13,4.59,3.95
( 2023/02/09 17:07:14.278) #right_data: ,1.16,0.13,0.96,1.09,0.06,1.25,2.58,2.01
( 2023/02/09 17:07:14.345) #right_data: ,5.66,2.7,1.02,0.44,0.0,0.02,0.0,0.0
( 2023/02/09 17:07:14.405) #right_data: ,5.79,1.22,0.36,0.06,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:14.465) #right_data: ,1.26,0.0,0.01,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:14.527) #right_data: ,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:14.593) #right_data: ,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:14.660) #right_data: ,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:14.719) #right_data: ,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:14.779) #right_data: ,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:14.840) #right_data: ,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:14.908) #right_data: ,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:14.975) #right_data: ,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:15.037) #right_data: ,0.16,0.0,0.0,0.0,0.0,0.0,0.17,0.23
( 2023/02/09 17:07:15.094) #right_data: ,0.07,0.0,0.0,0.0,0.0,0.0,2.64,2.82
( 2023/02/09 17:07:15.152) #right_data: ,0.35,0.0,0.0,0.04,0.0,0.15,5.42,4.85
( 2023/02/09 17:07:15.215) #right_data: ,0.44,0.0,0.0,0.09,0.0,0.34,5.79,5.24
( 2023/02/09 17:07:15.281) #right_data: ,0.42,0.0,0.0,0.17,0.0,0.5,6.2,5.48
( 2023/02/09 17:07:15.350) #right_data: ,0.29,0.0,0.0,0.29,0.0,0.65,5.73,5.07
( 2023/02/09 17:07:15.412) #right_data: ,0.26,0.0,0.02,0.43,0.0,0.77,5.36,4.75
( 2023/02/09 17:07:15.472) #right_data: ,0.36,0.09,0.37,0.62,0.0,0.97,4.21,3.86
( 2023/02/09 17:07:15.534) #right_data: ,0.36,0.09,0.37,0.62,0.0,0.97,4.21,3.86
( 2023/02/09 17:07:15.598) #right_data: ,0.47,0.0,1.23,1.18,0.06,1.21,0.99,0.01
( 2023/02/09 17:07:15.665) #right_data: ,1.87,1.61,0.49,1.23,0.06,1.1,1.08,0.79
( 2023/02/09 17:07:15.724) #right_data: ,1.87,1.61,0.49,1.23,0.06,1.1,1.08,0.79
( 2023/02/09 17:07:15.782) #right_data: ,5.79,4.49,0.23,0.53,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:15.844) #right_data: ,5.79,4.49,0.23,0.53,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:15.911) #right_data: ,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:15.976) #right_data: ,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:16.038) #right_data: ,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:16.096) #right_data: ,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:16.156) #right_data: ,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:16.218) #right_data: ,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:16.284) #right_data: ,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:16.355) #right_data: ,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:16.413) #right_data: ,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:16.472) #right_data: ,0.05,0.0,0.0,0.0,0.0,0.0,3.43,2.34
( 2023/02/09 17:07:16.535) #right_data: ,0.13,0.0,0.0,0.0,0.0,0.0,6.2,5.18
( 2023/02/09 17:07:16.603) #right_data: ,0.5,0.0,0.0,0.05,0.0,0.13,7.31,6.57
( 2023/02/09 17:07:16.678) #right_data: ,0.6,0.0,0.0,0.11,0.0,0.38,7.58,6.65
( 2023/02/09 17:07:16.738) #right_data: ,0.38,0.0,0.0,0.16,0.0,0.41,7.39,6.34
( 2023/02/09 17:07:16.795) #right_data: ,0.28,0.0,0.0,0.19,0.0,0.42,7.13,6.13
( 2023/02/09 17:07:16.860) #right_data: ,0.25,0.0,0.0,0.3,0.0,0.62,6.65,5.66
( 2023/02/09 17:07:16.928) #right_data: ,0.44,0.19,0.54,0.68,0.0,1.04,4.59,4.08
( 2023/02/09 17:07:16.994) #right_data: ,0.44,0.19,0.54,0.68,0.0,1.04,4.59,4.08
( 2023/02/09 17:07:17.053) #right_data: ,0.44,0.19,0.54,0.68,0.0,1.04,4.59,4.08
( 2023/02/09 17:07:17.115) #right_data: ,4.45,4.4,2.34,0.72,0.0,0.79,0.0,0.0
( 2023/02/09 17:07:17.172) #right_data: ,5.6,5.12,2.31,0.21,0.0,0.26,0.0,0.0
( 2023/02/09 17:07:17.238) #right_data: ,6.49,3.78,1.01,0.19,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:17.304) #right_data: ,5.79,1.26,0.25,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:17.364) #right_data: ,5.79,1.26,0.25,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:17.423) #right_data: ,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:17.479) #right_data: ,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:17.538) #right_data: ,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:17.603) #right_data: ,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:17.671) #right_data: ,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:17.731) #right_data: ,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:17.789) #right_data: ,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:17.852) #right_data: ,0.14,0.0,0.0,0.0,0.0,0.0,0.11,0.16
( 2023/02/09 17:07:17.920) #right_data: ,0.2,0.0,0.0,0.0,0.0,0.0,5.66,5.36
( 2023/02/09 17:07:17.987) #right_data: ,0.91,0.0,0.0,0.27,0.0,0.47,6.97,6.2
( 2023/02/09 17:07:18.046) #right_data: ,0.91,0.0,0.0,0.27,0.0,0.47,6.97,6.2
( 2023/02/09 17:07:18.103) #right_data: ,0.9,0.0,0.0,0.35,0.0,0.53,6.97,5.99
( 2023/02/09 17:07:18.167) #right_data: ,0.69,0.06,0.1,0.39,0.0,0.51,6.57,5.54
( 2023/02/09 17:07:18.234) #right_data: ,0.56,0.25,0.21,0.48,0.0,0.56,6.27,5.36
( 2023/02/09 17:07:18.302) #right_data: ,0.6,0.52,0.4,0.59,0.0,0.68,5.48,4.59
( 2023/02/09 17:07:18.366) #right_data: ,0.6,0.52,0.4,0.59,0.0,0.68,5.48,4.59
( 2023/02/09 17:07:18.431) #right_data: ,1.25,2.11,0.55,0.25,0.05,1.12,0.94,1.16
( 2023/02/09 17:07:18.490) #right_data: ,2.89,5.92,2.89,1.63,0.0,0.68,0.0,0.0
( 2023/02/09 17:07:18.553) #right_data: ,4.45,6.88,3.36,1.32,0.0,0.22,0.0,0.0
( 2023/02/09 17:07:18.618) #right_data: ,5.54,3.78,0.55,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:18.685) #right_data: ,1.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:18.745) #right_data: ,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:18.801) #right_data: ,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:18.865) #right_data: ,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:18.930) #right_data: ,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:18.997) #right_data: ,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:19.060) #right_data: ,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:19.118) #right_data: ,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:19.182) #right_data: ,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:19.247) #right_data: ,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:19.313) #right_data: ,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.9
( 2023/02/09 17:07:19.372) #right_data: ,0.0,0.0,0.0,0.0,0.0,0.0,3.36,4.17
( 2023/02/09 17:07:19.432) #right_data: ,0.04,0.0,0.0,0.19,0.0,0.32,5.79,6.34
( 2023/02/09 17:07:19.492) #right_data: ,0.17,0.0,0.03,0.57,0.0,1.07,5.92,5.99
( 2023/02/09 17:07:19.558) #right_data: ,0.13,0.0,0.07,0.65,0.0,1.12,5.6,5.6
( 2023/02/09 17:07:19.629) #right_data: ,0.13,0.0,0.07,0.65,0.0,1.12,5.6,5.6
( 2023/02/09 17:07:19.694) #right_data: ,0.18,0.27,0.66,0.95,0.0,0.05,4.69,4.45
( 2023/02/09 17:07:19.754) #right_data: ,0.34,0.72,0.91,1.05,0.01,0.02,3.82,3.51
( 2023/02/09 17:07:19.812) #right_data: ,0.7,0.81,0.29,0.13,0.04,0.23,2.01,1.04
( 2023/02/09 17:07:19.875) #right_data: ,0.97,2.13,1.16,0.75,0.07,0.47,0.08,0.85
( 2023/02/09 17:07:19.943) #right_data: ,2.36,5.18,2.89,1.83,0.01,0.91,0.0,0.0
( 2023/02/09 17:07:20.018) #right_data: ,5.24,6.42,2.44,1.16,0.0,0.03,0.0,0.0
( 2023/02/09 17:07:20.078) #right_data: ,3.36,0.94,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:20.137) #right_data: ,3.36,0.94,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:20.203) #right_data: ,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:20.268) #right_data: ,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:20.334) #right_data: ,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:20.395) #right_data: ,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:20.454) #right_data: ,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:20.517) #right_data: ,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:20.582) #right_data: ,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:20.649) #right_data: ,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:20.709) #right_data: ,0.0,0.0,0.0,0.25,0.0,0.34,7.13,6.13
( 2023/02/09 17:07:20.766) #right_data: ,0.12,0.0,0.02,0.25,0.0,0.3,6.49,5.54
( 2023/02/09 17:07:20.823) #right_data: ,0.29,0.0,0.19,0.38,0.0,0.51,7.13,5.99
( 2023/02/09 17:07:20.884) #right_data: ,0.34,0.64,0.94,0.83,0.0,0.86,6.34,5.24
( 2023/02/09 17:07:20.950) #right_data: ,0.34,0.64,0.94,0.83,0.0,0.86,6.34,5.24
( 2023/02/09 17:07:21.016) #right_data: ,0.3,1.07,1.17,1.09,0.0,0.92,4.8,3.51
( 2023/02/09 17:07:21.082) #right_data: ,0.3,1.07,1.17,1.09,0.0,0.92,4.8,3.51
( 2023/02/09 17:07:21.142) #right_data: ,0.78,2.79,1.99,1.02,0.02,1.11,1.12,0.84
( 2023/02/09 17:07:21.206) #right_data: ,1.2,4.96,3.22,1.74,0.0,0.82,0.01,0.0
( 2023/02/09 17:07:21.272) #right_data: ,0.45,5.99,3.62,1.83,0.0,0.5,0.0,0.0
( 2023/02/09 17:07:21.339) #right_data: ,1.37,6.72,3.91,1.61,0.0,0.25,0.0,0.0
( 2023/02/09 17:07:21.400) #right_data: ,4.85,6.72,1.74,0.38,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:21.458) #right_data: ,3.36,0.81,0.27,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:21.526) #right_data: ,1.12,0.08,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:21.592) #right_data: ,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:21.658) #right_data: ,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:21.716) #right_data: ,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:21.776) #right_data: ,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:21.833) #right_data: ,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:21.898) #right_data: ,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:21.965) #right_data: ,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:22.029) #right_data: ,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:22.089) #right_data: ,0.04,0.0,0.0,0.0,0.0,0.0,2.58,2.42
( 2023/02/09 17:07:22.146) #right_data: ,0.28,0.0,0.0,0.12,0.0,0.31,6.34,5.66
( 2023/02/09 17:07:22.211) #right_data: ,0.43,0.0,0.0,0.24,0.0,0.51,6.65,5.73
( 2023/02/09 17:07:22.277) #right_data: ,0.36,0.14,0.16,0.38,0.0,0.65,6.57,5.73
( 2023/02/09 17:07:22.344) #right_data: ,0.36,0.14,0.16,0.38,0.0,0.65,6.57,5.73
( 2023/02/09 17:07:22.404) #right_data: ,0.24,0.35,0.31,0.44,0.0,0.69,6.34,5.54
( 2023/02/09 17:07:22.462) #right_data: ,0.24,0.35,0.31,0.44,0.0,0.69,6.34,5.54
( 2023/02/09 17:07:22.523) #right_data: ,0.41,1.2,0.91,0.83,0.02,1.07,4.21,3.32
( 2023/02/09 17:07:22.590) #right_data: ,0.62,1.16,0.15,1.13,0.04,1.21,2.7,1.16
( 2023/02/09 17:07:22.657) #right_data: ,0.9,2.73,1.18,0.55,0.06,1.26,0.1,0.87
( 2023/02/09 17:07:22.715) #right_data: ,1.63,5.54,2.92,1.74,0.0,0.96,0.0,0.0
( 2023/02/09 17:07:22.777) #right_data: ,4.26,6.97,3.36,0.76,0.0,0.16,0.0,0.0
( 2023/02/09 17:07:22.834) #right_data: ,5.66,5.92,1.14,0.26,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:22.902) #right_data: ,5.42,3.95,0.87,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:22.968) #right_data: ,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:23.035) #right_data: ,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:23.094) #right_data: ,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:23.152) #right_data: ,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:23.215) #right_data: ,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:23.282) #right_data: ,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:23.350) #right_data: ,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:23.409) #right_data: ,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:23.468) #right_data: ,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:23.530) #right_data: ,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:23.595) #right_data: ,0.04,0.0,0.0,0.01,0.0,0.04,4.75,4.3
( 2023/02/09 17:07:23.662) #right_data: ,0.29,0.0,0.05,0.33,0.0,0.6,6.65,5.66
( 2023/02/09 17:07:23.722) #right_data: ,0.26,0.03,0.18,0.39,0.0,0.72,6.88,5.99
( 2023/02/09 17:07:23.779) #right_data: ,0.24,0.13,0.27,0.39,0.0,0.74,7.13,6.06
( 2023/02/09 17:07:23.842) #right_data: ,0.21,0.56,0.57,0.45,0.0,0.77,6.13,5.42
( 2023/02/09 17:07:23.902) #right_data: ,0.21,0.56,0.57,0.45,0.0,0.77,6.13,5.42
( 2023/02/09 17:07:23.966) #right_data: ,0.2,0.83,0.75,0.62,0.0,0.92,5.36,4.75
( 2023/02/09 17:07:24.030) #right_data: ,0.33,1.23,1.0,0.81,0.0,1.08,4.54,3.74
( 2023/02/09 17:07:24.090) #right_data: ,0.97,2.61,0.75,1.12,0.04,1.16,2.21,0.65
( 2023/02/09 17:07:24.152) #right_data: ,0.57,3.86,1.72,0.17,0.05,1.15,1.03,0.61
( 2023/02/09 17:07:24.217) #right_data: ,3.55,6.06,3.05,0.49,0.0,0.33,0.0,0.0
( 2023/02/09 17:07:24.284) #right_data: ,5.36,5.6,1.61,0.58,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:24.353) #right_data: ,3.99,0.58,0.57,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:24.413) #right_data: ,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:24.472) #right_data: ,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
