( 2023/02/09 17:05:27.977) #right_data: ,R_FSR1,R_FSR2,R_FSR3,R_FSR4,R_FSR5,R_FSR6,R_FSR7,R_FSR8
( 2023/02/09 17:08:11.076) #right_data: ,0.23,0.0,0.0,0.36,0.0,0.42,7.05,6.72
( 2023/02/09 17:08:11.145) #right_data: ,0.32,0.0,0.0,0.53,0.0,0.71,7.39,6.97
( 2023/02/09 17:08:11.210) #right_data: ,0.27,0.0,0.0,0.59,0.0,0.89,7.22,6.72
( 2023/02/09 17:08:11.270) #right_data: ,0.18,0.0,0.01,0.65,0.0,0.97,6.65,6.2
( 2023/02/09 17:08:11.328) #right_data: ,0.25,0.0,0.24,0.89,0.0,1.23,5.99,5.48
( 2023/02/09 17:08:11.390) #right_data: ,0.35,0.12,0.45,1.08,0.0,0.32,5.73,5.24
( 2023/02/09 17:08:11.454) #right_data: ,0.48,0.26,0.73,1.26,0.0,0.63,5.01,4.59
( 2023/02/09 17:08:11.514) #right_data: ,0.63,0.54,0.66,0.73,0.07,0.85,1.37,0.57
( 2023/02/09 17:08:11.572) #right_data: ,2.31,2.13,1.32,0.87,0.07,0.36,1.12,0.75
( 2023/02/09 17:08:11.630) #right_data: ,3.99,3.74,2.08,1.02,0.04,1.09,0.06,0.01
( 2023/02/09 17:08:11.693) #right_data: ,6.42,5.3,2.11,0.05,0.0,0.21,0.0,0.0
( 2023/02/09 17:08:11.759) #right_data: ,7.22,3.58,0.87,0.11,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:11.826) #right_data: ,5.73,0.54,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:11.884) #right_data: ,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:11.947) #right_data: ,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:12.006) #right_data: ,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:12.070) #right_data: ,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:12.135) #right_data: ,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:12.198) #right_data: ,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:12.257) #right_data: ,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:12.316) #right_data: ,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:12.380) #right_data: ,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:12.445) #right_data: ,0.08,0.0,0.0,0.0,0.0,0.0,1.32,1.45
( 2023/02/09 17:08:12.514) #right_data: ,0.0,0.0,0.0,0.01,0.0,0.0,5.6,5.92
( 2023/02/09 17:08:12.572) #right_data: ,0.32,0.0,0.0,0.4,0.0,0.7,6.88,6.97
( 2023/02/09 17:08:12.629) #right_data: ,0.35,0.0,0.0,0.53,0.0,0.91,6.97,6.88
( 2023/02/09 17:08:12.693) #right_data: ,0.35,0.0,0.0,0.53,0.0,0.91,6.97,6.88
( 2023/02/09 17:08:12.762) #right_data: ,0.35,0.0,0.0,0.53,0.0,0.91,6.97,6.88
( 2023/02/09 17:08:12.829) #right_data: ,0.39,0.0,0.01,0.66,0.0,1.04,6.72,6.49
( 2023/02/09 17:08:12.888) #right_data: ,0.84,0.76,1.01,1.26,0.03,0.5,3.95,3.36
( 2023/02/09 17:08:12.948) #right_data: ,1.01,1.1,1.12,0.0,0.05,0.36,3.55,2.64
( 2023/02/09 17:08:13.009) #right_data: ,0.34,0.69,0.33,0.35,0.06,0.45,2.34,1.63
( 2023/02/09 17:08:13.075) #right_data: ,5.48,5.3,2.73,1.23,0.0,0.63,0.0,0.0
( 2023/02/09 17:08:13.140) #right_data: ,6.27,5.48,2.28,0.16,0.0,0.14,0.0,0.0
( 2023/02/09 17:08:13.200) #right_data: ,6.65,1.87,0.68,0.1,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:13.259) #right_data: ,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:13.318) #right_data: ,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:13.383) #right_data: ,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:13.448) #right_data: ,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:13.510) #right_data: ,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:13.570) #right_data: ,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:13.628) #right_data: ,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:13.692) #right_data: ,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:13.758) #right_data: ,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:13.820) #right_data: ,0.23,0.0,0.0,0.0,0.0,0.0,0.39,0.15
( 2023/02/09 17:08:13.881) #right_data: ,0.1,0.0,0.0,0.0,0.0,0.0,5.24,4.85
( 2023/02/09 17:08:13.940) #right_data: ,0.8,0.0,0.0,0.29,0.0,0.54,7.48,7.13
( 2023/02/09 17:08:14.004) #right_data: ,0.79,0.0,0.0,0.31,0.0,0.6,7.48,7.13
( 2023/02/09 17:08:14.071) #right_data: ,0.79,0.0,0.0,0.31,0.0,0.6,7.48,7.13
( 2023/02/09 17:08:14.138) #right_data: ,0.79,0.0,0.0,0.31,0.0,0.6,7.48,7.13
( 2023/02/09 17:08:14.198) #right_data: ,0.69,0.4,0.85,1.09,0.01,0.27,4.3,3.91
( 2023/02/09 17:08:14.255) #right_data: ,0.69,0.4,0.85,1.09,0.01,0.27,4.3,3.91
( 2023/02/09 17:08:14.320) #right_data: ,0.69,0.4,0.85,1.09,0.01,0.27,4.3,3.91
( 2023/02/09 17:08:14.384) #right_data: ,0.55,1.63,0.33,1.22,0.04,1.14,1.67,1.04
( 2023/02/09 17:08:14.450) #right_data: ,4.17,5.12,2.5,0.62,0.0,0.8,0.01,0.0
( 2023/02/09 17:08:14.509) #right_data: ,5.01,5.92,2.53,0.23,0.0,0.33,0.0,0.0
( 2023/02/09 17:08:14.567) #right_data: ,5.01,5.92,2.53,0.23,0.0,0.33,0.0,0.0
( 2023/02/09 17:08:14.625) #right_data: ,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:14.689) #right_data: ,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:14.756) #right_data: ,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:14.816) #right_data: ,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:14.876) #right_data: ,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:14.936) #right_data: ,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:14.998) #right_data: ,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:15.061) #right_data: ,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:15.129) #right_data: ,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:15.188) #right_data: ,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:15.246) #right_data: ,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:15.309) #right_data: ,0.0,0.0,0.0,0.0,0.0,0.0,3.62,3.22
( 2023/02/09 17:08:15.377) #right_data: ,0.14,0.0,0.0,0.05,0.0,0.08,6.49,6.27
( 2023/02/09 17:08:15.445) #right_data: ,0.32,0.0,0.0,0.12,0.0,0.32,6.88,6.34
( 2023/02/09 17:08:15.505) #right_data: ,0.28,0.0,0.0,0.2,0.0,0.57,7.22,6.57
( 2023/02/09 17:08:15.565) #right_data: ,0.28,0.0,0.0,0.2,0.0,0.57,7.22,6.57
( 2023/02/09 17:08:15.624) #right_data: ,0.28,0.0,0.0,0.2,0.0,0.57,7.22,6.57
( 2023/02/09 17:08:15.692) #right_data: ,0.3,0.0,0.0,0.34,0.0,0.82,6.8,6.42
( 2023/02/09 17:08:15.760) #right_data: ,0.73,0.67,0.76,0.9,0.03,1.26,5.07,4.35
( 2023/02/09 17:08:15.824) #right_data: ,0.88,0.99,0.91,0.93,0.05,1.24,4.4,3.55
( 2023/02/09 17:08:15.886) #right_data: ,0.93,0.88,1.21,1.1,0.07,0.03,2.18,1.76
( 2023/02/09 17:08:15.943) #right_data: ,3.82,3.91,1.78,0.38,0.07,1.21,0.23,0.24
( 2023/02/09 17:08:16.006) #right_data: ,5.92,5.3,2.34,0.0,0.0,0.19,0.0,0.0
( 2023/02/09 17:08:16.072) #right_data: ,6.49,4.4,0.69,0.68,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:16.138) #right_data: ,4.54,0.61,0.14,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:16.196) #right_data: ,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:16.254) #right_data: ,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:16.317) #right_data: ,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:16.383) #right_data: ,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:16.449) #right_data: ,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:16.508) #right_data: ,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:16.620) #right_data: ,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:16.682) #right_data: ,0.05,0.0,0.0,0.0,0.0,0.0,3.32,2.26
( 2023/02/09 17:08:16.747) #right_data: ,0.07,0.0,0.0,0.0,0.0,0.0,7.05,6.27
( 2023/02/09 17:08:16.813) #right_data: ,0.53,0.0,0.0,0.28,0.0,0.55,7.76,6.97
( 2023/02/09 17:08:16.872) #right_data: ,0.62,0.0,0.0,0.48,0.0,0.84,8.05,6.88
( 2023/02/09 17:08:16.930) #right_data: ,0.37,0.0,0.06,0.72,0.0,1.12,6.57,5.99
( 2023/02/09 17:08:16.993) #right_data: ,0.37,0.0,0.06,0.72,0.0,1.12,6.57,5.99
( 2023/02/09 17:08:17.059) #right_data: ,0.32,0.01,0.32,0.95,0.0,0.12,5.24,4.85
( 2023/02/09 17:08:17.126) #right_data: ,0.26,0.26,0.56,1.02,0.0,1.23,5.48,4.75
( 2023/02/09 17:08:17.185) #right_data: ,0.43,0.55,0.69,1.09,0.0,1.25,5.3,4.49
( 2023/02/09 17:08:17.251) #right_data: ,0.86,0.94,0.92,1.19,0.03,0.25,4.03,3.66
( 2023/02/09 17:08:17.311) #right_data: ,0.86,0.94,0.92,1.19,0.03,0.25,4.03,3.66
( 2023/02/09 17:08:17.367) #right_data: ,0.86,0.94,0.92,1.19,0.03,0.25,4.03,3.66
( 2023/02/09 17:08:17.430) #right_data: ,6.65,5.07,0.49,0.53,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:17.493) #right_data: ,5.3,0.78,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:17.552) #right_data: ,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:17.611) #right_data: ,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:17.676) #right_data: ,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:17.741) #right_data: ,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:17.814) #right_data: ,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:17.875) #right_data: ,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:17.934) #right_data: ,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:17.996) #right_data: ,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:18.063) #right_data: ,0.03,0.0,0.0,0.0,0.0,0.0,1.04,1.2
( 2023/02/09 17:08:18.130) #right_data: ,0.0,0.0,0.0,0.0,0.0,0.0,4.17,3.86
( 2023/02/09 17:08:18.190) #right_data: ,0.7,0.0,0.0,0.36,0.0,0.43,7.58,7.13
( 2023/02/09 17:08:18.250) #right_data: ,0.7,0.0,0.0,0.36,0.0,0.43,7.58,7.13
( 2023/02/09 17:08:18.315) #right_data: ,0.7,0.0,0.0,0.36,0.0,0.43,7.58,7.13
( 2023/02/09 17:08:18.381) #right_data: ,0.7,0.0,0.0,0.36,0.0,0.43,7.58,7.13
( 2023/02/09 17:08:18.442) #right_data: ,0.6,0.04,0.08,0.52,0.0,0.69,6.88,5.99
( 2023/02/09 17:08:18.501) #right_data: ,1.04,1.04,1.13,0.11,0.03,0.58,2.23,2.28
( 2023/02/09 17:08:18.560) #right_data: ,1.04,1.04,1.13,0.11,0.03,0.58,2.23,2.28
( 2023/02/09 17:08:18.618) #right_data: ,2.76,3.47,1.39,0.78,0.05,1.2,0.62,0.37
( 2023/02/09 17:08:18.680) #right_data: ,5.54,5.66,2.39,0.68,0.0,0.46,0.0,0.0
( 2023/02/09 17:08:18.747) #right_data: ,6.88,5.66,0.96,0.5,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:18.813) #right_data: ,7.13,3.91,1.0,0.07,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:18.872) #right_data: ,3.95,0.1,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:18.930) #right_data: ,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:18.993) #right_data: ,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:19.059) #right_data: ,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:19.126) #right_data: ,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:19.184) #right_data: ,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:19.241) #right_data: ,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:19.299) #right_data: ,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:19.365) #right_data: ,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:19.435) #right_data: ,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:19.496) #right_data: ,0.19,0.0,0.0,0.61,0.0,0.65,7.13,6.34
( 2023/02/09 17:08:19.556) #right_data: ,0.31,0.0,0.0,0.68,0.0,0.78,7.48,6.42
( 2023/02/09 17:08:19.615) #right_data: ,0.39,0.0,0.0,0.68,0.0,0.84,7.48,6.34
( 2023/02/09 17:08:19.676) #right_data: ,0.37,0.08,0.15,0.68,0.0,0.84,6.97,5.66
( 2023/02/09 17:08:19.741) #right_data: ,0.37,0.08,0.15,0.68,0.0,0.84,6.97,5.66
( 2023/02/09 17:08:19.807) #right_data: ,0.31,0.88,0.43,0.7,0.0,0.69,6.2,5.12
( 2023/02/09 17:08:19.867) #right_data: ,0.38,1.11,0.49,0.76,0.0,0.72,5.79,5.12
( 2023/02/09 17:08:19.925) #right_data: ,0.5,0.33,0.68,0.93,0.0,0.88,5.12,4.35
( 2023/02/09 17:08:19.987) #right_data: ,0.61,3.36,0.79,0.36,0.04,1.13,1.37,1.13
( 2023/02/09 17:08:20.052) #right_data: ,3.82,6.65,2.79,0.84,0.0,0.35,0.0,0.0
( 2023/02/09 17:08:20.120) #right_data: ,5.01,7.13,2.76,1.26,0.0,0.05,0.0,0.0
( 2023/02/09 17:08:20.180) #right_data: ,6.13,4.75,1.0,0.09,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:20.238) #right_data: ,5.18,2.18,0.32,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:20.301) #right_data: ,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:20.369) #right_data: ,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:20.436) #right_data: ,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:20.497) #right_data: ,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:20.556) #right_data: ,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:20.614) #right_data: ,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:20.678) #right_data: ,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:20.743) #right_data: ,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:20.807) #right_data: ,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:20.868) #right_data: ,0.0,0.0,0.0,0.08,0.0,0.01,6.06,5.86
( 2023/02/09 17:08:20.926) #right_data: ,0.07,0.0,0.0,0.24,0.0,0.33,6.65,5.99
( 2023/02/09 17:08:20.988) #right_data: ,0.16,0.0,0.0,0.49,0.0,0.65,6.65,6.13
( 2023/02/09 17:08:21.053) #right_data: ,0.21,0.0,0.05,0.67,0.0,1.02,6.88,6.06
( 2023/02/09 17:08:21.118) #right_data: ,0.21,0.15,0.3,0.72,0.0,1.1,6.57,5.99
( 2023/02/09 17:08:21.180) #right_data: ,0.21,0.15,0.3,0.72,0.0,1.1,6.57,5.99
( 2023/02/09 17:08:21.237) #right_data: ,0.21,0.15,0.3,0.72,0.0,1.1,6.57,5.99
( 2023/02/09 17:08:21.295) #right_data: ,0.24,0.8,0.38,0.72,0.0,0.86,6.2,5.73
( 2023/02/09 17:08:21.361) #right_data: ,0.47,1.2,0.46,0.66,0.0,0.83,5.54,5.42
( 2023/02/09 17:08:21.429) #right_data: ,0.47,1.2,0.46,0.66,0.0,0.83,5.54,5.42
( 2023/02/09 17:08:21.492) #right_data: ,0.85,0.12,0.6,0.79,0.03,1.0,4.45,4.49
( 2023/02/09 17:08:21.551) #right_data: ,2.28,3.74,1.11,0.11,0.09,1.08,0.79,0.55
( 2023/02/09 17:08:21.608) #right_data: ,2.28,3.74,1.11,0.11,0.09,1.08,0.79,0.55
( 2023/02/09 17:08:21.755) #right_data: ,2.28,3.74,1.11,0.11,0.09,1.08,0.79,0.55
( 2023/02/09 17:08:21.813) #right_data: ,2.28,3.74,1.11,0.11,0.09,1.08,0.79,0.55
( 2023/02/09 17:08:21.879) #right_data: ,4.4,2.73,0.72,0.06,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:21.935) #right_data: ,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:22.000) #right_data: ,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:22.069) #right_data: ,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:22.141) #right_data: ,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:22.201) #right_data: ,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:22.278) #right_data: ,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:22.338) #right_data: ,0.09,0.0,0.0,0.02,0.0,0.01,6.8,6.8
( 2023/02/09 17:08:22.399) #right_data: ,0.28,0.0,0.0,0.15,0.0,0.15,6.8,6.8
( 2023/02/09 17:08:22.456) #right_data: ,0.28,0.0,0.0,0.15,0.0,0.15,6.8,6.8
( 2023/02/09 17:08:22.516) #right_data: ,0.46,0.0,0.0,0.33,0.0,0.45,7.48,7.22
( 2023/02/09 17:08:22.599) #right_data: ,0.23,0.0,0.02,0.41,0.0,0.51,7.05,6.65
( 2023/02/09 17:08:22.661) #right_data: ,0.21,0.17,0.2,0.56,0.0,0.7,6.8,6.2
( 2023/02/09 17:08:22.723) #right_data: ,0.29,0.46,0.4,0.64,0.0,0.81,6.2,5.66
( 2023/02/09 17:08:22.781) #right_data: ,1.03,0.98,0.97,0.98,0.0,1.04,3.58,3.32
( 2023/02/09 17:08:22.839) #right_data: ,0.78,2.89,0.12,1.19,0.03,1.04,1.78,1.3
( 2023/02/09 17:08:22.903) #right_data: ,0.78,2.89,0.12,1.19,0.03,1.04,1.78,1.3
( 2023/02/09 17:08:22.972) #right_data: ,5.92,6.49,1.85,0.91,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:23.039) #right_data: ,5.79,2.76,0.78,0.06,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:23.102) #right_data: ,3.25,0.83,0.16,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:23.166) #right_data: ,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:23.226) #right_data: ,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:23.291) #right_data: ,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:23.356) #right_data: ,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:23.424) #right_data: ,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:23.483) #right_data: ,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:23.541) #right_data: ,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:23.601) #right_data: ,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:23.662) #right_data: ,0.15,0.0,0.0,0.0,0.0,0.0,0.05,0.01
( 2023/02/09 17:08:23.727) #right_data: ,0.01,0.0,0.0,0.0,0.0,0.0,2.16,2.61
( 2023/02/09 17:08:23.789) #right_data: ,0.43,0.0,0.0,0.15,0.0,0.37,6.42,6.72
( 2023/02/09 17:08:23.849) #right_data: ,0.69,0.0,0.0,0.34,0.0,0.69,6.65,6.8
( 2023/02/09 17:08:23.907) #right_data: ,0.75,0.0,0.07,0.51,0.0,0.91,6.72,6.57
( 2023/02/09 17:08:23.972) #right_data: ,0.83,0.1,0.29,0.52,0.0,0.83,6.57,6.42
( 2023/02/09 17:08:24.039) #right_data: ,0.72,0.3,0.45,0.52,0.0,0.73,6.49,6.2
( 2023/02/09 17:08:24.103) #right_data: ,0.45,0.98,0.51,0.5,0.0,0.56,6.2,5.86
( 2023/02/09 17:08:24.164) #right_data: ,0.4,0.98,0.63,0.58,0.0,0.56,5.86,5.48
( 2023/02/09 17:08:24.222) #right_data: ,0.48,1.87,0.77,0.63,0.0,0.59,5.42,5.01
( 2023/02/09 17:08:24.287) #right_data: ,0.15,4.64,0.88,1.13,0.0,0.95,2.21,1.47
( 2023/02/09 17:08:24.353) #right_data: ,4.17,7.58,2.95,0.36,0.0,0.18,0.0,0.0
( 2023/02/09 17:08:24.419) #right_data: ,5.42,7.86,2.44,0.88,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:24.480) #right_data: ,2.61,1.05,0.02,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:24.539) #right_data: ,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:24.602) #right_data: ,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:24.672) #right_data: ,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:24.739) #right_data: ,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:24.799) #right_data: ,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:24.861) #right_data: ,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:24.921) #right_data: ,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:24.983) #right_data: ,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:25.049) #right_data: ,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:25.113) #right_data: ,0.0,0.0,0.0,0.0,0.0,0.0,3.51,3.32
( 2023/02/09 17:08:25.174) #right_data: ,0.14,0.0,0.0,0.21,0.0,0.44,6.57,5.99
( 2023/02/09 17:08:25.234) #right_data: ,0.19,0.0,0.03,0.46,0.0,0.87,6.97,6.27
( 2023/02/09 17:08:25.298) #right_data: ,0.18,0.0,0.04,0.49,0.0,0.98,6.8,6.2
( 2023/02/09 17:08:25.365) #right_data: ,0.22,0.09,0.32,0.68,0.0,1.16,6.2,5.6
( 2023/02/09 17:08:25.436) #right_data: ,0.26,0.22,0.54,0.89,0.0,1.27,5.86,5.18
( 2023/02/09 17:08:25.494) #right_data: ,0.55,1.06,1.05,1.21,0.02,0.49,4.49,3.74
( 2023/02/09 17:08:25.552) #right_data: ,0.79,1.07,0.25,0.25,0.03,0.61,3.22,2.36
( 2023/02/09 17:08:25.615) #right_data: ,1.1,2.98,1.19,0.54,0.05,0.34,1.25,0.06
( 2023/02/09 17:08:25.682) #right_data: ,2.03,5.66,2.85,1.02,0.01,0.98,0.04,0.0
( 2023/02/09 17:08:25.752) #right_data: ,5.54,7.31,2.53,0.78,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:25.811) #right_data: ,6.34,5.99,0.91,0.27,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:25.870) #right_data: ,4.35,0.01,0.28,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:25.928) #right_data: ,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:25.993) #right_data: ,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:26.060) #right_data: ,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:26.120) #right_data: ,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:26.182) #right_data: ,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:26.242) #right_data: ,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:26.307) #right_data: ,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:26.374) #right_data: ,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:26.441) #right_data: ,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:08:26.502) #right_data: ,0.0,0.0,0.0,0.0,0.0,0.0,3.86,3.32
( 2023/02/09 17:08:26.561) #right_data: ,0.05,0.0,0.0,0.05,0.0,0.02,5.66,5.18
( 2023/02/09 17:08:26.626) #right_data: ,0.22,0.0,0.17,0.8,0.0,0.99,6.88,5.92
( 2023/02/09 17:08:26.693) #right_data: ,0.17,0.0,0.34,0.77,0.0,1.02,6.88,5.79
