( 2023/02/09 17:05:27.969) #left_data: ,L_FSR1,L_FSR2,L_FSR3,L_FSR4,L_FSR5,L_FSR6,L_FSR7,L_FSR8
( 2023/02/09 17:07:23.026) #left_data: ,0.1,0.19,0.62,1.03,0.0,0.11,5.24,5.24
( 2023/02/09 17:07:23.090) #left_data: ,0.14,0.42,0.88,1.15,0.0,0.3,4.3,3.91
( 2023/02/09 17:07:23.149) #left_data: ,0.14,0.42,0.88,1.15,0.0,0.3,4.3,3.91
( 2023/02/09 17:07:23.209) #left_data: ,0.15,0.51,0.96,0.07,0.0,0.63,3.95,3.66
( 2023/02/09 17:07:23.275) #left_data: ,0.33,0.9,0.27,0.69,0.0,1.12,2.85,2.42
( 2023/02/09 17:07:23.341) #left_data: ,0.95,0.51,1.12,0.99,0.0,0.88,1.45,1.26
( 2023/02/09 17:07:23.405) #left_data: ,1.12,2.18,1.83,1.32,0.0,0.22,0.78,0.24
( 2023/02/09 17:07:23.464) #left_data: ,3.66,3.78,2.79,1.39,0.0,0.8,0.0,0.0
( 2023/02/09 17:07:23.524) #left_data: ,3.66,3.78,2.79,1.39,0.0,0.8,0.0,0.0
( 2023/02/09 17:07:23.588) #left_data: ,6.34,3.15,0.39,0.41,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:23.654) #left_data: ,4.45,0.9,0.2,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:23.718) #left_data: ,0.08,0.0,0.04,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:23.776) #left_data: ,0.08,0.0,0.04,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:23.835) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:23.898) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:23.960) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:24.024) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:24.086) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:24.146) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:24.210) #left_data: ,0.0,0.0,0.0,0.01,0.0,0.0,0.44,0.37
( 2023/02/09 17:07:24.278) #left_data: ,0.0,0.0,0.0,0.17,0.0,0.16,5.86,5.99
( 2023/02/09 17:07:24.345) #left_data: ,0.0,0.0,0.0,0.17,0.0,0.16,5.86,5.99
( 2023/02/09 17:07:24.409) #left_data: ,0.28,0.15,0.27,0.58,0.0,0.69,6.65,6.27
( 2023/02/09 17:07:24.468) #left_data: ,0.26,0.32,0.41,0.61,0.0,0.68,6.57,5.99
( 2023/02/09 17:07:24.528) #left_data: ,0.26,0.32,0.41,0.61,0.0,0.68,6.57,5.99
( 2023/02/09 17:07:24.593) #left_data: ,0.29,0.58,0.51,0.65,0.0,0.66,6.06,5.36
( 2023/02/09 17:07:24.658) #left_data: ,0.37,0.84,0.64,0.79,0.0,0.73,5.42,4.64
( 2023/02/09 17:07:24.720) #left_data: ,0.64,1.24,0.99,1.0,0.0,0.93,3.99,3.25
( 2023/02/09 17:07:24.778) #left_data: ,1.25,1.59,0.73,0.29,0.0,1.14,1.43,1.21
( 2023/02/09 17:07:24.837) #left_data: ,2.23,3.43,2.26,0.87,0.0,1.0,0.17,0.0
( 2023/02/09 17:07:24.899) #left_data: ,4.54,4.96,3.25,0.4,0.0,0.31,0.0,0.0
( 2023/02/09 17:07:24.966) #left_data: ,5.92,4.75,2.26,0.86,0.0,0.01,0.0,0.0
( 2023/02/09 17:07:25.031) #left_data: ,5.79,3.11,1.11,0.19,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:25.091) #left_data: ,1.11,0.0,0.04,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:25.149) #left_data: ,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:25.208) #left_data: ,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:25.350) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:25.413) #left_data: ,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:25.476) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:25.536) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:25.602) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:25.669) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:25.735) #left_data: ,0.0,0.0,0.0,0.01,0.0,0.0,1.83,1.65
( 2023/02/09 17:07:25.793) #left_data: ,0.04,0.01,0.28,0.8,0.0,0.92,5.42,5.6
( 2023/02/09 17:07:25.854) #left_data: ,0.04,0.01,0.28,0.8,0.0,0.92,5.42,5.6
( 2023/02/09 17:07:25.918) #left_data: ,0.08,0.18,0.66,1.15,0.0,0.16,4.96,5.18
( 2023/02/09 17:07:25.982) #left_data: ,0.16,0.43,1.16,0.53,0.0,0.88,3.11,3.25
( 2023/02/09 17:07:26.044) #left_data: ,0.16,0.43,1.16,0.53,0.0,0.88,3.11,3.25
( 2023/02/09 17:07:26.102) #left_data: ,0.16,0.43,1.16,0.53,0.0,0.88,3.11,3.25
( 2023/02/09 17:07:26.160) #left_data: ,0.16,0.43,1.16,0.53,0.0,0.88,3.11,3.25
( 2023/02/09 17:07:26.224) #left_data: ,0.16,0.43,1.16,0.53,0.0,0.88,3.11,3.25
( 2023/02/09 17:07:26.289) #left_data: ,0.16,0.43,1.16,0.53,0.0,0.88,3.11,3.25
( 2023/02/09 17:07:26.350) #left_data: ,2.95,3.29,2.73,1.87,0.0,1.19,0.01,0.0
( 2023/02/09 17:07:26.408) #left_data: ,5.42,4.54,3.11,0.62,0.0,0.32,0.0,0.0
( 2023/02/09 17:07:26.467) #left_data: ,6.49,3.66,0.81,0.55,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:26.532) #left_data: ,4.85,0.15,0.31,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:26.599) #left_data: ,0.22,0.0,0.02,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:26.661) #left_data: ,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:26.721) #left_data: ,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:26.781) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:26.845) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:26.912) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:26.978) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:27.042) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:27.102) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:27.163) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:27.236) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:27.299) #left_data: ,0.07,0.01,0.13,0.49,0.0,0.67,6.57,7.05
( 2023/02/09 17:07:27.363) #left_data: ,0.07,0.01,0.13,0.49,0.0,0.67,6.57,7.05
( 2023/02/09 17:07:27.424) #left_data: ,0.29,0.74,0.88,0.84,0.0,0.88,4.21,3.82
( 2023/02/09 17:07:27.485) #left_data: ,0.55,0.15,0.29,1.13,0.0,1.09,2.95,2.31
( 2023/02/09 17:07:27.550) #left_data: ,0.55,0.15,0.29,1.13,0.0,1.09,2.95,2.31
( 2023/02/09 17:07:27.615) #left_data: ,1.0,1.59,1.37,0.42,0.01,1.24,0.98,1.1
( 2023/02/09 17:07:27.680) #left_data: ,2.95,3.91,3.25,1.57,0.0,0.97,0.0,0.0
( 2023/02/09 17:07:27.740) #left_data: ,2.95,3.91,3.25,1.57,0.0,0.97,0.0,0.0
( 2023/02/09 17:07:27.802) #left_data: ,5.42,4.85,3.51,0.39,0.0,0.3,0.0,0.0
( 2023/02/09 17:07:27.867) #left_data: ,6.8,4.17,1.37,0.48,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:27.936) #left_data: ,6.49,2.13,0.8,0.03,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:27.999) #left_data: ,0.22,0.0,0.04,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:28.058) #left_data: ,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:28.118) #left_data: ,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:28.179) #left_data: ,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:28.246) #left_data: ,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:28.318) #left_data: ,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:28.381) #left_data: ,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:28.440) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:28.500) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.02,1.39,0.69
( 2023/02/09 17:07:28.566) #left_data: ,0.0,0.0,0.0,0.17,0.0,0.21,6.49,6.34
( 2023/02/09 17:07:28.632) #left_data: ,0.27,0.09,0.27,0.62,0.0,0.67,6.72,6.34
( 2023/02/09 17:07:28.701) #left_data: ,0.45,0.61,0.81,0.9,0.0,0.88,6.27,5.18
( 2023/02/09 17:07:28.760) #left_data: ,0.54,1.05,1.04,1.02,0.01,0.9,4.96,3.58
( 2023/02/09 17:07:28.820) #left_data: ,0.52,1.08,1.18,1.11,0.0,0.97,3.22,2.26
( 2023/02/09 17:07:28.887) #left_data: ,0.52,1.08,1.18,1.11,0.0,0.97,3.22,2.26
( 2023/02/09 17:07:28.955) #left_data: ,0.99,0.79,1.06,0.81,0.01,0.18,0.4,0.83
( 2023/02/09 17:07:29.018) #left_data: ,0.87,2.06,1.74,0.98,0.01,1.15,0.62,0.1
( 2023/02/09 17:07:29.079) #left_data: ,0.87,2.06,1.74,0.98,0.01,1.15,0.62,0.1
( 2023/02/09 17:07:29.142) #left_data: ,5.36,4.96,3.22,0.04,0.0,0.27,0.0,0.0
( 2023/02/09 17:07:29.210) #left_data: ,6.97,4.9,1.65,0.61,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:29.277) #left_data: ,6.97,4.9,1.65,0.61,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:29.342) #left_data: ,1.19,0.0,0.01,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:29.402) #left_data: ,0.12,0.0,0.01,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:29.461) #left_data: ,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:29.524) #left_data: ,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:29.590) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:29.656) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:29.720) #left_data: ,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:29.781) #left_data: ,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:29.841) #left_data: ,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:29.903) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:29.971) #left_data: ,0.07,0.0,0.06,0.56,0.0,0.68,6.27,5.73
( 2023/02/09 17:07:30.032) #left_data: ,0.07,0.0,0.06,0.56,0.0,0.68,6.27,5.73
( 2023/02/09 17:07:30.097) #left_data: ,0.13,0.21,0.62,0.79,0.0,0.92,6.49,6.06
( 2023/02/09 17:07:30.158) #left_data: ,0.27,0.78,1.15,1.11,0.0,1.21,4.9,3.91
( 2023/02/09 17:07:30.225) #left_data: ,0.27,0.78,1.15,1.11,0.0,1.21,4.9,3.91
( 2023/02/09 17:07:30.291) #left_data: ,0.3,0.95,0.09,1.25,0.0,0.03,4.12,3.08
( 2023/02/09 17:07:30.357) #left_data: ,0.56,0.18,1.06,0.63,0.0,0.65,3.08,2.18
( 2023/02/09 17:07:30.415) #left_data: ,1.14,1.59,1.65,0.99,0.0,0.42,0.82,1.14
( 2023/02/09 17:07:30.476) #left_data: ,1.78,2.82,2.08,0.93,0.0,1.13,0.43,0.1
( 2023/02/09 17:07:30.541) #left_data: ,3.91,4.26,2.92,0.66,0.0,0.65,0.0,0.0
( 2023/02/09 17:07:30.611) #left_data: ,6.06,5.36,2.7,0.83,0.0,0.18,0.0,0.0
( 2023/02/09 17:07:30.675) #left_data: ,6.88,4.85,0.98,0.33,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:30.732) #left_data: ,5.92,2.08,0.69,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:30.790) #left_data: ,1.15,0.0,0.02,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:30.852) #left_data: ,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:30.913) #left_data: ,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:30.974) #left_data: ,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:31.040) #left_data: ,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:31.101) #left_data: ,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:31.162) #left_data: ,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:31.226) #left_data: ,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:31.294) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34
( 2023/02/09 17:07:31.357) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34
( 2023/02/09 17:07:31.414) #left_data: ,0.0,0.0,0.0,0.05,0.0,0.12,5.79,5.18
( 2023/02/09 17:07:31.470) #left_data: ,0.1,0.11,0.42,0.87,0.0,0.87,6.42,6.2
( 2023/02/09 17:07:31.530) #left_data: ,0.1,0.11,0.42,0.87,0.0,0.87,6.42,6.2
( 2023/02/09 17:07:31.595) #left_data: ,0.1,0.11,0.42,0.87,0.0,0.87,6.42,6.2
( 2023/02/09 17:07:31.659) #left_data: ,0.18,0.48,0.92,1.0,0.0,0.92,5.12,4.45
( 2023/02/09 17:07:31.725) #left_data: ,0.2,0.54,0.99,1.09,0.0,1.03,4.35,3.74
( 2023/02/09 17:07:31.784) #left_data: ,0.34,0.75,1.2,0.09,0.0,1.17,3.78,3.18
( 2023/02/09 17:07:31.843) #left_data: ,0.81,0.27,0.65,0.32,0.0,1.1,2.7,1.87
( 2023/02/09 17:07:31.904) #left_data: ,0.65,2.03,1.89,0.78,0.0,1.07,1.26,0.62
( 2023/02/09 17:07:31.969) #left_data: ,3.43,4.3,3.32,1.04,0.0,0.59,0.0,0.0
( 2023/02/09 17:07:32.032) #left_data: ,5.86,5.42,3.62,0.1,0.0,0.15,0.0,0.0
( 2023/02/09 17:07:32.091) #left_data: ,6.65,4.96,1.83,0.66,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:32.152) #left_data: ,6.65,4.96,1.83,0.66,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:32.220) #left_data: ,1.23,0.0,0.03,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:32.288) #left_data: ,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:32.352) #left_data: ,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:32.411) #left_data: ,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:32.470) #left_data: ,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:32.533) #left_data: ,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:32.600) #left_data: ,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:32.662) #left_data: ,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:32.720) #left_data: ,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:32.779) #left_data: ,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:32.840) #left_data: ,0.02,0.0,0.0,0.39,0.0,0.55,6.27,6.88
( 2023/02/09 17:07:32.906) #left_data: ,0.02,0.0,0.0,0.39,0.0,0.55,6.27,6.88
( 2023/02/09 17:07:32.973) #left_data: ,0.24,0.0,0.04,0.66,0.0,0.83,6.34,6.97
( 2023/02/09 17:07:33.037) #left_data: ,0.33,0.33,0.44,0.6,0.0,0.79,5.6,5.54
( 2023/02/09 17:07:33.097) #left_data: ,0.33,0.33,0.44,0.6,0.0,0.79,5.6,5.54
( 2023/02/09 17:07:33.157) #left_data: ,0.45,0.69,0.66,0.79,0.0,0.86,4.64,4.3
( 2023/02/09 17:07:33.221) #left_data: ,0.59,1.12,0.94,1.04,0.0,0.96,3.55,3.18
( 2023/02/09 17:07:33.287) #left_data: ,0.59,1.12,0.94,1.04,0.0,0.96,3.55,3.18
( 2023/02/09 17:07:33.350) #left_data: ,1.16,3.08,2.03,0.96,0.01,1.16,0.63,0.15
( 2023/02/09 17:07:33.408) #left_data: ,4.08,4.96,3.43,0.93,0.0,0.43,0.0,0.0
( 2023/02/09 17:07:33.469) #left_data: ,4.08,4.96,3.43,0.93,0.0,0.43,0.0,0.0
( 2023/02/09 17:07:33.535) #left_data: ,6.27,2.98,1.08,0.16,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:33.603) #left_data: ,0.66,0.0,0.04,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:33.668) #left_data: ,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:33.730) #left_data: ,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:33.790) #left_data: ,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:33.851) #left_data: ,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:33.916) #left_data: ,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:33.983) #left_data: ,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:34.046) #left_data: ,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:34.105) #left_data: ,0.03,0.0,0.0,0.01,0.0,0.02,0.45,0.38
( 2023/02/09 17:07:34.164) #left_data: ,0.0,0.0,0.0,0.05,0.0,0.11,6.27,6.88
( 2023/02/09 17:07:34.231) #left_data: ,0.0,0.0,0.0,0.05,0.0,0.11,6.27,6.88
( 2023/02/09 17:07:34.297) #left_data: ,0.06,0.0,0.0,0.34,0.0,0.42,6.8,6.72
( 2023/02/09 17:07:34.360) #left_data: ,0.23,0.03,0.18,0.63,0.0,0.57,6.65,6.57
( 2023/02/09 17:07:34.419) #left_data: ,0.23,0.03,0.18,0.63,0.0,0.57,6.65,6.57
( 2023/02/09 17:07:34.479) #left_data: ,0.22,0.16,0.5,0.78,0.0,0.81,5.86,5.36
( 2023/02/09 17:07:34.551) #left_data: ,0.28,0.22,0.91,1.08,0.0,1.24,4.64,3.82
( 2023/02/09 17:07:34.618) #left_data: ,0.52,0.48,0.53,0.32,0.0,0.81,2.85,2.08
( 2023/02/09 17:07:34.681) #left_data: ,0.86,0.73,1.34,0.81,0.0,1.07,1.49,0.5
( 2023/02/09 17:07:34.740) #left_data: ,0.17,1.03,1.69,1.02,0.0,0.55,1.04,0.61
( 2023/02/09 17:07:34.801) #left_data: ,3.15,1.57,2.47,0.91,0.0,0.96,0.09,0.0
( 2023/02/09 17:07:34.862) #left_data: ,5.66,3.47,3.36,0.27,0.0,0.37,0.0,0.0
( 2023/02/09 17:07:34.929) #left_data: ,7.39,4.12,2.7,0.76,0.0,0.05,0.0,0.0
( 2023/02/09 17:07:34.995) #left_data: ,7.76,3.43,0.94,0.24,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:35.053) #left_data: ,2.89,0.33,0.08,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:35.168) #left_data: ,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:35.233) #left_data: ,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:35.299) #left_data: ,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:35.363) #left_data: ,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:35.420) #left_data: ,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:35.480) #left_data: ,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:35.547) #left_data: ,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:35.616) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.02,0.54,0.4
( 2023/02/09 17:07:35.679) #left_data: ,0.13,0.0,0.0,0.53,0.0,0.6,6.97,6.57
( 2023/02/09 17:07:35.737) #left_data: ,0.13,0.0,0.0,0.53,0.0,0.6,6.97,6.57
( 2023/02/09 17:07:35.796) #left_data: ,0.16,0.0,0.14,0.68,0.0,0.83,7.13,6.97
( 2023/02/09 17:07:35.856) #left_data: ,0.11,0.14,0.44,0.85,0.0,0.94,6.49,6.06
( 2023/02/09 17:07:35.921) #left_data: ,0.12,0.26,0.64,0.87,0.0,0.96,4.85,5.01
( 2023/02/09 17:07:35.985) #left_data: ,0.12,0.27,0.63,0.95,0.0,1.03,4.59,4.64
( 2023/02/09 17:07:36.044) #left_data: ,0.15,0.34,0.77,1.11,0.0,1.14,4.54,4.64
( 2023/02/09 17:07:36.103) #left_data: ,0.21,0.51,1.03,0.26,0.0,0.34,3.86,4.12
( 2023/02/09 17:07:36.162) #left_data: ,0.5,0.9,1.25,0.75,0.0,0.42,2.76,2.53
( 2023/02/09 17:07:36.228) #left_data: ,0.27,1.21,1.25,1.47,0.01,0.61,0.09,0.79
( 2023/02/09 17:07:36.294) #left_data: ,0.27,1.21,1.25,1.47,0.01,0.61,0.09,0.79
( 2023/02/09 17:07:36.361) #left_data: ,4.96,4.12,2.85,0.21,0.0,0.35,0.0,0.0
( 2023/02/09 17:07:36.420) #left_data: ,5.54,3.11,0.55,0.42,0.0,0.02,0.0,0.0
( 2023/02/09 17:07:36.479) #left_data: ,5.54,3.11,0.55,0.42,0.0,0.02,0.0,0.0
( 2023/02/09 17:07:36.545) #left_data: ,2.61,0.75,0.28,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:36.614) #left_data: ,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:36.676) #left_data: ,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:36.736) #left_data: ,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:36.796) #left_data: ,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:36.856) #left_data: ,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:36.925) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:36.992) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:37.051) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.01,4.75,4.35
( 2023/02/09 17:07:37.110) #left_data: ,0.03,0.0,0.21,0.79,0.0,0.64,6.34,5.79
( 2023/02/09 17:07:37.171) #left_data: ,0.15,0.45,0.85,1.2,0.0,1.01,6.57,6.2
( 2023/02/09 17:07:37.238) #left_data: ,0.22,0.89,1.13,0.4,0.0,1.09,5.48,4.75
( 2023/02/09 17:07:37.306) #left_data: ,0.29,1.18,1.22,0.53,0.0,1.02,3.82,3.11
( 2023/02/09 17:07:37.368) #left_data: ,0.48,0.26,1.15,0.5,0.0,0.95,3.55,2.61
( 2023/02/09 17:07:37.425) #left_data: ,0.89,1.69,0.46,0.57,0.0,0.93,2.98,1.34
( 2023/02/09 17:07:37.485) #left_data: ,0.09,3.4,1.41,0.72,0.0,0.86,0.96,0.81
( 2023/02/09 17:07:37.550) #left_data: ,1.61,5.07,2.56,1.04,0.0,0.61,0.16,0.0
( 2023/02/09 17:07:37.619) #left_data: ,3.25,5.99,3.25,1.23,0.0,0.22,0.0,0.0
( 2023/02/09 17:07:37.682) #left_data: ,5.07,6.2,3.22,0.3,0.0,0.03,0.0,0.0
( 2023/02/09 17:07:37.742) #left_data: ,6.88,5.54,1.89,0.76,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:37.802) #left_data: ,6.88,5.54,1.89,0.76,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:37.865) #left_data: ,1.09,0.21,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:37.933) #left_data: ,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:37.996) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:38.059) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:38.118) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:38.178) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:38.242) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:38.313) #left_data: ,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:38.378) #left_data: ,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 17:07:38.436) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,0.81,1.22
( 2023/02/09 17:07:38.496) #left_data: ,0.13,0.29,0.48,0.7,0.0,0.66,6.34,5.42
( 2023/02/09 17:07:38.562) #left_data: ,0.13,0.29,0.48,0.7,0.0,0.66,6.34,5.42
( 2023/02/09 17:07:38.630) #left_data: ,0.27,0.75,0.84,0.96,0.0,0.85,6.42,5.3
( 2023/02/09 17:07:38.693) #left_data: ,0.35,1.12,0.95,0.99,0.0,0.82,4.69,4.35
