( 2023/02/10 13:30:53.246) #left_data: ,L_FSR1,L_FSR2,L_FSR3,L_FSR4,L_FSR5,L_FSR6,L_FSR7,L_FSR8
( 2023/02/10 13:34:46.726) #left_data: ,0.02,0.0,0.03,0.0,0.0,0.0,1.25,0.95
( 2023/02/10 13:34:46.794) #left_data: ,0.03,0.0,0.04,0.0,0.0,0.0,1.24,0.95
( 2023/02/10 13:34:46.858) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.0,1.26,0.98
( 2023/02/10 13:34:46.919) #left_data: ,0.02,0.0,0.03,0.0,0.0,0.0,1.23,0.94
( 2023/02/10 13:34:46.978) #left_data: ,0.02,0.0,0.04,0.0,0.0,0.0,1.24,0.96
( 2023/02/10 13:34:47.038) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.0,1.25,0.98
( 2023/02/10 13:34:47.105) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.0,1.25,0.97
( 2023/02/10 13:34:47.173) #left_data: ,0.03,0.0,0.04,0.0,0.0,0.0,1.24,0.95
( 2023/02/10 13:34:47.237) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.0,1.25,0.97
( 2023/02/10 13:34:47.294) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.01,1.24,0.96
( 2023/02/10 13:34:47.356) #left_data: ,0.03,0.0,0.04,0.0,0.0,0.0,1.23,0.95
( 2023/02/10 13:34:47.424) #left_data: ,0.02,0.0,0.04,0.0,0.0,0.0,1.22,0.93
( 2023/02/10 13:34:47.493) #left_data: ,0.02,0.0,0.04,0.0,0.0,0.0,1.22,0.93
( 2023/02/10 13:34:47.557) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.0,1.25,0.96
( 2023/02/10 13:34:47.616) #left_data: ,0.03,0.0,0.04,0.0,0.0,0.0,1.24,0.95
( 2023/02/10 13:34:47.679) #left_data: ,0.03,0.0,0.04,0.0,0.0,0.0,1.25,0.97
( 2023/02/10 13:34:47.746) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.01,1.25,0.97
( 2023/02/10 13:34:47.814) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.01,1.25,0.98
( 2023/02/10 13:34:47.878) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.01,1.25,0.97
( 2023/02/10 13:34:47.936) #left_data: ,0.02,0.0,0.04,0.0,0.0,0.01,1.25,0.96
( 2023/02/10 13:34:47.997) #left_data: ,0.01,0.0,0.03,0.0,0.0,0.0,1.21,0.91
( 2023/02/10 13:34:48.064) #left_data: ,0.01,0.0,0.03,0.0,0.0,0.0,1.21,0.91
( 2023/02/10 13:34:48.130) #left_data: ,0.01,0.0,0.03,0.01,0.0,0.01,1.21,0.91
( 2023/02/10 13:34:48.195) #left_data: ,0.01,0.0,0.03,0.0,0.0,0.01,1.22,0.94
( 2023/02/10 13:34:48.254) #left_data: ,0.01,0.0,0.03,0.0,0.0,0.0,1.22,0.94
( 2023/02/10 13:34:48.312) #left_data: ,0.01,0.0,0.03,0.0,0.0,0.0,1.22,0.91
( 2023/02/10 13:34:48.374) #left_data: ,0.03,0.0,0.03,0.0,0.0,0.0,1.24,0.95
( 2023/02/10 13:34:48.440) #left_data: ,0.02,0.0,0.04,0.01,0.0,0.01,1.25,0.96
( 2023/02/10 13:34:48.506) #left_data: ,0.01,0.0,0.04,0.01,0.0,0.01,1.22,0.92
( 2023/02/10 13:34:48.576) #left_data: ,0.01,0.0,0.04,0.01,0.0,0.01,1.22,0.94
( 2023/02/10 13:34:48.633) #left_data: ,0.01,0.0,0.04,0.01,0.0,0.01,1.23,0.94
( 2023/02/10 13:34:48.690) #left_data: ,0.01,0.0,0.03,0.0,0.0,0.0,1.22,0.92
( 2023/02/10 13:34:48.759) #left_data: ,0.01,0.0,0.03,0.0,0.0,0.0,1.22,0.92
( 2023/02/10 13:34:48.828) #left_data: ,0.01,0.0,0.03,0.0,0.0,0.0,1.22,0.94
( 2023/02/10 13:34:48.890) #left_data: ,0.01,0.0,0.03,0.0,0.0,0.0,1.2,0.9
( 2023/02/10 13:34:48.947) #left_data: ,0.01,0.0,0.03,0.0,0.0,0.0,1.22,0.94
( 2023/02/10 13:34:49.006) #left_data: ,0.01,0.0,0.04,0.0,0.0,0.0,1.23,0.95
( 2023/02/10 13:34:49.071) #left_data: ,0.02,0.0,0.04,0.0,0.0,0.0,1.22,0.92
( 2023/02/10 13:34:49.138) #left_data: ,0.02,0.0,0.04,0.0,0.0,0.0,1.22,0.92
( 2023/02/10 13:34:49.203) #left_data: ,0.02,0.0,0.04,0.0,0.0,0.01,1.25,0.96
( 2023/02/10 13:34:49.261) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.0,1.25,0.95
( 2023/02/10 13:34:49.321) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.0,1.25,0.95
( 2023/02/10 13:34:49.383) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.0,1.25,0.98
( 2023/02/10 13:34:49.454) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.0,1.24,0.95
( 2023/02/10 13:34:49.518) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.0,1.24,0.95
( 2023/02/10 13:34:49.578) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.0,1.26,0.98
( 2023/02/10 13:34:49.640) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.0,1.26,0.97
( 2023/02/10 13:34:49.699) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.0,1.25,0.96
( 2023/02/10 13:34:49.765) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.0,1.25,0.96
( 2023/02/10 13:34:49.831) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.0,1.25,0.97
( 2023/02/10 13:34:49.893) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.0,1.25,0.97
( 2023/02/10 13:34:49.953) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.0,1.25,0.97
( 2023/02/10 13:34:50.013) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.0,1.25,0.97
( 2023/02/10 13:34:50.079) #left_data: ,0.02,0.0,0.05,0.01,0.0,0.01,1.25,0.96
( 2023/02/10 13:34:50.147) #left_data: ,0.02,0.0,0.05,0.01,0.0,0.01,1.25,0.96
( 2023/02/10 13:34:50.212) #left_data: ,0.02,0.0,0.05,0.0,0.0,0.01,1.24,0.96
( 2023/02/10 13:34:50.270) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.0,1.25,0.96
( 2023/02/10 13:34:50.331) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.0,1.25,0.96
( 2023/02/10 13:34:50.396) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.0,1.26,0.96
( 2023/02/10 13:34:50.462) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.0,1.24,0.96
( 2023/02/10 13:34:50.526) #left_data: ,0.03,0.0,0.05,0.01,0.0,0.01,1.25,0.96
( 2023/02/10 13:34:50.584) #left_data: ,0.03,0.0,0.05,0.01,0.0,0.01,1.25,0.96
( 2023/02/10 13:34:50.645) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.01,1.24,0.95
( 2023/02/10 13:34:50.708) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.0,1.24,0.95
( 2023/02/10 13:34:50.776) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.0,1.24,0.95
( 2023/02/10 13:34:50.843) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.01,1.25,0.96
( 2023/02/10 13:34:50.901) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.01,1.25,0.96
( 2023/02/10 13:34:50.959) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.0,1.25,0.96
( 2023/02/10 13:34:51.094) #left_data: ,0.02,0.0,0.02,0.0,0.0,0.0,1.25,0.95
( 2023/02/10 13:34:51.158) #left_data: ,0.01,0.0,0.02,0.0,0.0,0.0,1.24,0.95
( 2023/02/10 13:34:51.219) #left_data: ,0.01,0.0,0.02,0.0,0.0,0.0,1.25,0.95
( 2023/02/10 13:34:51.278) #left_data: ,0.02,0.0,0.02,0.0,0.0,0.0,1.24,0.95
( 2023/02/10 13:34:51.338) #left_data: ,0.02,0.0,0.05,0.0,0.0,0.0,1.24,0.94
( 2023/02/10 13:34:51.403) #left_data: ,0.02,0.0,0.07,0.0,0.0,0.0,1.21,0.85
( 2023/02/10 13:34:51.471) #left_data: ,0.02,0.0,0.07,0.0,0.0,0.0,1.21,0.82
( 2023/02/10 13:34:51.540) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.0,1.2,0.81
( 2023/02/10 13:34:51.599) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.0,1.2,0.81
( 2023/02/10 13:34:51.659) #left_data: ,0.03,0.0,0.04,0.0,0.0,0.0,1.21,0.83
( 2023/02/10 13:34:51.723) #left_data: ,0.02,0.0,0.04,0.0,0.0,0.0,1.21,0.83
( 2023/02/10 13:34:51.790) #left_data: ,0.02,0.0,0.04,0.0,0.0,0.0,1.22,0.85
( 2023/02/10 13:34:51.854) #left_data: ,0.02,0.0,0.04,0.0,0.0,0.0,1.22,0.86
( 2023/02/10 13:34:51.910) #left_data: ,0.02,0.0,0.04,0.0,0.0,0.0,1.22,0.86
( 2023/02/10 13:34:51.967) #left_data: ,0.03,0.0,0.03,0.0,0.0,0.0,1.22,0.86
( 2023/02/10 13:34:52.030) #left_data: ,0.02,0.0,0.03,0.0,0.0,0.0,1.22,0.85
( 2023/02/10 13:34:52.098) #left_data: ,0.02,0.0,0.03,0.0,0.0,0.0,1.22,0.85
( 2023/02/10 13:34:52.156) #left_data: ,0.02,0.0,0.03,0.0,0.0,0.0,1.21,0.84
( 2023/02/10 13:34:52.214) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.0,1.2,0.79
( 2023/02/10 13:34:52.272) #left_data: ,0.03,0.0,0.06,0.0,0.0,0.0,1.18,0.78
( 2023/02/10 13:34:52.333) #left_data: ,0.03,0.0,0.06,0.0,0.0,0.0,1.18,0.78
( 2023/02/10 13:34:52.399) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.0,1.19,0.78
( 2023/02/10 13:34:52.464) #left_data: ,0.03,0.0,0.05,0.0,0.0,0.0,1.19,0.78
( 2023/02/10 13:34:52.531) #left_data: ,0.02,0.0,0.03,0.0,0.0,0.0,1.19,0.81
( 2023/02/10 13:34:52.590) #left_data: ,0.01,0.0,0.03,0.0,0.0,0.0,1.19,0.8
( 2023/02/10 13:34:52.649) #left_data: ,0.01,0.0,0.02,0.0,0.0,0.0,1.19,0.79
( 2023/02/10 13:34:52.711) #left_data: ,0.01,0.0,0.02,0.0,0.0,0.0,1.19,0.8
( 2023/02/10 13:34:52.777) #left_data: ,0.01,0.0,0.02,0.0,0.0,0.0,1.19,0.8
( 2023/02/10 13:34:52.840) #left_data: ,0.01,0.0,0.02,0.0,0.0,0.0,1.18,0.78
( 2023/02/10 13:34:52.896) #left_data: ,0.01,0.0,0.01,0.0,0.0,0.0,1.17,0.78
( 2023/02/10 13:34:52.953) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.17,0.78
( 2023/02/10 13:34:53.016) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.76
( 2023/02/10 13:34:53.084) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.75
( 2023/02/10 13:34:53.149) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.12,0.75
( 2023/02/10 13:34:53.209) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.12,0.76
( 2023/02/10 13:34:53.269) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.12,0.75
( 2023/02/10 13:34:53.329) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.12,0.76
( 2023/02/10 13:34:53.392) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.12,0.76
( 2023/02/10 13:34:53.459) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.76
( 2023/02/10 13:34:53.523) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.76
( 2023/02/10 13:34:53.582) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.76
( 2023/02/10 13:34:53.641) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.76
( 2023/02/10 13:34:53.706) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.12,0.75
( 2023/02/10 13:34:53.771) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.75
( 2023/02/10 13:34:53.836) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.77
( 2023/02/10 13:34:53.894) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.12,0.76
( 2023/02/10 13:34:53.951) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.12,0.76
( 2023/02/10 13:34:54.014) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.76
( 2023/02/10 13:34:54.081) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.12,0.76
( 2023/02/10 13:34:54.145) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.12,0.76
( 2023/02/10 13:34:54.201) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.76
( 2023/02/10 13:34:54.259) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.12,0.76
( 2023/02/10 13:34:54.318) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.77
( 2023/02/10 13:34:54.382) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.77
( 2023/02/10 13:34:54.449) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.76
( 2023/02/10 13:34:54.513) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.77
( 2023/02/10 13:34:54.571) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.77
( 2023/02/10 13:34:54.631) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.77
( 2023/02/10 13:34:54.695) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.76
( 2023/02/10 13:34:54.763) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.76
( 2023/02/10 13:34:54.827) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.76
( 2023/02/10 13:34:54.883) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.76
( 2023/02/10 13:34:54.944) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.77
( 2023/02/10 13:34:55.010) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.76
( 2023/02/10 13:34:55.076) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.76
( 2023/02/10 13:34:55.141) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.76
( 2023/02/10 13:34:55.200) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.76
( 2023/02/10 13:34:55.260) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.77
( 2023/02/10 13:34:55.320) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.79
( 2023/02/10 13:34:55.383) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.79
( 2023/02/10 13:34:55.451) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.78
( 2023/02/10 13:34:55.512) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.77
( 2023/02/10 13:34:55.572) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.79
( 2023/02/10 13:34:55.632) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.77
( 2023/02/10 13:34:55.693) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.78
( 2023/02/10 13:34:55.762) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.79
( 2023/02/10 13:34:55.825) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.79
( 2023/02/10 13:34:55.884) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.79
( 2023/02/10 13:34:55.944) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.79
( 2023/02/10 13:34:56.010) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.14,0.8
( 2023/02/10 13:34:56.135) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.8
( 2023/02/10 13:34:56.192) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.76
( 2023/02/10 13:34:56.250) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.77
( 2023/02/10 13:34:56.308) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.79
( 2023/02/10 13:34:56.374) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.12,0.78
( 2023/02/10 13:34:56.443) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.12,0.78
( 2023/02/10 13:34:56.505) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.12,0.78
( 2023/02/10 13:34:56.563) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.12,0.78
( 2023/02/10 13:34:56.620) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.12,0.78
( 2023/02/10 13:34:56.683) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.79
( 2023/02/10 13:34:56.748) #left_data: ,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.76
( 2023/02/10 13:34:56.811) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.79
( 2023/02/10 13:34:56.870) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.79
( 2023/02/10 13:34:56.929) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.79
( 2023/02/10 13:34:56.987) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.12,0.78
( 2023/02/10 13:34:57.053) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.14,0.79
( 2023/02/10 13:34:57.117) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.14,0.8
( 2023/02/10 13:34:57.174) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.79
( 2023/02/10 13:34:57.233) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.79
( 2023/02/10 13:34:57.294) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.14,0.8
( 2023/02/10 13:34:57.365) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.78
( 2023/02/10 13:34:57.434) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.79
( 2023/02/10 13:34:57.496) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.78
( 2023/02/10 13:34:57.556) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.79
( 2023/02/10 13:34:57.614) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.15,0.8
( 2023/02/10 13:34:57.679) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.79
( 2023/02/10 13:34:57.746) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.15,0.8
( 2023/02/10 13:34:57.808) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.16,0.81
( 2023/02/10 13:34:57.864) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.78
( 2023/02/10 13:34:57.921) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.18,0.85
( 2023/02/10 13:34:57.983) #left_data: ,0.01,0.0,0.01,0.0,0.0,0.0,1.13,0.78
( 2023/02/10 13:34:58.051) #left_data: ,0.01,0.0,0.01,0.0,0.0,0.0,1.17,0.84
( 2023/02/10 13:34:58.116) #left_data: ,0.01,0.0,0.01,0.0,0.0,0.0,1.16,0.82
( 2023/02/10 13:34:58.175) #left_data: ,0.01,0.0,0.01,0.0,0.0,0.0,1.16,0.82
( 2023/02/10 13:34:58.234) #left_data: ,0.01,0.0,0.01,0.0,0.0,0.0,1.16,0.82
( 2023/02/10 13:34:58.297) #left_data: ,0.01,0.0,0.01,0.0,0.0,0.0,1.14,0.8
( 2023/02/10 13:34:58.363) #left_data: ,0.01,0.0,0.01,0.0,0.0,0.0,1.14,0.81
( 2023/02/10 13:34:58.430) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.8
( 2023/02/10 13:34:58.493) #left_data: ,0.01,0.0,0.01,0.0,0.0,0.0,1.17,0.84
( 2023/02/10 13:34:58.552) #left_data: ,0.01,0.0,0.01,0.0,0.0,0.0,1.15,0.82
( 2023/02/10 13:34:58.613) #left_data: ,0.01,0.0,0.01,0.0,0.0,0.0,1.15,0.82
( 2023/02/10 13:34:58.678) #left_data: ,0.01,0.0,0.02,0.0,0.0,0.0,1.13,0.79
( 2023/02/10 13:34:58.745) #left_data: ,0.01,0.0,0.01,0.0,0.0,0.0,1.18,0.85
( 2023/02/10 13:34:58.808) #left_data: ,0.01,0.0,0.02,0.0,0.0,0.0,1.15,0.82
( 2023/02/10 13:34:58.864) #left_data: ,0.01,0.0,0.02,0.0,0.0,0.0,1.15,0.83
( 2023/02/10 13:34:58.922) #left_data: ,0.01,0.0,0.02,0.0,0.0,0.0,1.17,0.85
( 2023/02/10 13:34:58.981) #left_data: ,0.01,0.0,0.02,0.0,0.0,0.0,1.14,0.8
( 2023/02/10 13:34:59.048) #left_data: ,0.01,0.0,0.02,0.0,0.0,0.0,1.16,0.83
( 2023/02/10 13:34:59.114) #left_data: ,0.01,0.0,0.02,0.0,0.0,0.0,1.17,0.85
( 2023/02/10 13:34:59.177) #left_data: ,0.01,0.0,0.02,0.0,0.0,0.0,1.17,0.85
( 2023/02/10 13:34:59.235) #left_data: ,0.01,0.0,0.02,0.0,0.0,0.0,1.15,0.82
( 2023/02/10 13:34:59.295) #left_data: ,0.01,0.0,0.02,0.0,0.0,0.0,1.13,0.79
( 2023/02/10 13:34:59.361) #left_data: ,0.01,0.0,0.02,0.0,0.0,0.0,1.17,0.85
( 2023/02/10 13:34:59.431) #left_data: ,0.01,0.0,0.02,0.0,0.0,0.0,1.16,0.82
( 2023/02/10 13:34:59.495) #left_data: ,0.01,0.0,0.02,0.0,0.0,0.0,1.15,0.82
( 2023/02/10 13:34:59.557) #left_data: ,0.01,0.0,0.02,0.0,0.0,0.0,1.16,0.83
( 2023/02/10 13:34:59.618) #left_data: ,0.01,0.0,0.02,0.0,0.0,0.0,1.15,0.83
( 2023/02/10 13:34:59.687) #left_data: ,0.01,0.0,0.02,0.0,0.0,0.0,1.16,0.82
( 2023/02/10 13:34:59.756) #left_data: ,0.01,0.0,0.02,0.0,0.0,0.0,1.14,0.8
( 2023/02/10 13:34:59.825) #left_data: ,0.01,0.0,0.01,0.0,0.0,0.0,1.14,0.8
( 2023/02/10 13:34:59.885) #left_data: ,0.01,0.0,0.01,0.0,0.0,0.0,1.14,0.8
( 2023/02/10 13:34:59.947) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.12,0.79
( 2023/02/10 13:35:00.010) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.78
( 2023/02/10 13:35:00.076) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.8
( 2023/02/10 13:35:00.135) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.8
( 2023/02/10 13:35:00.193) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.14,0.8
( 2023/02/10 13:35:00.255) #left_data: ,0.01,0.0,0.01,0.0,0.0,0.0,1.14,0.81
( 2023/02/10 13:35:00.319) #left_data: ,0.01,0.0,0.01,0.0,0.0,0.0,1.14,0.81
( 2023/02/10 13:35:00.389) #left_data: ,0.01,0.0,0.01,0.0,0.0,0.0,1.14,0.8
( 2023/02/10 13:35:00.454) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.12,0.78
( 2023/02/10 13:35:00.513) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.15,0.83
( 2023/02/10 13:35:00.573) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.15,0.83
( 2023/02/10 13:35:00.638) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.8
( 2023/02/10 13:35:00.709) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.16,0.88
( 2023/02/10 13:35:00.774) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.12,0.78
( 2023/02/10 13:35:00.832) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.12,0.78
( 2023/02/10 13:35:00.893) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.2,0.87
( 2023/02/10 13:35:00.959) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.16,0.76
( 2023/02/10 13:35:01.027) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.16,0.76
( 2023/02/10 13:35:01.095) #left_data: ,0.0,0.0,0.01,0.0,0.0,0.0,1.12,0.78
( 2023/02/10 13:35:01.152) #left_data: ,0.0,0.0,0.02,0.0,0.0,0.0,1.17,0.86
( 2023/02/10 13:35:01.211) #left_data: ,0.0,0.0,0.02,0.0,0.0,0.0,1.17,0.86
( 2023/02/10 13:35:01.272) #left_data: ,0.0,0.0,0.02,0.0,0.0,0.0,1.19,0.88
( 2023/02/10 13:35:01.340) #left_data: ,0.01,0.0,0.02,0.0,0.0,0.0,1.25,0.96
( 2023/02/10 13:35:01.407) #left_data: ,0.0,0.0,0.02,0.0,0.0,0.0,1.16,0.84
( 2023/02/10 13:35:01.471) #left_data: ,0.0,0.0,0.02,0.0,0.0,0.0,1.16,0.84
( 2023/02/10 13:35:01.531) #left_data: ,0.0,0.0,0.02,0.0,0.0,0.0,1.19,0.89
( 2023/02/10 13:35:01.592) #left_data: ,0.0,0.0,0.02,0.0,0.0,0.0,1.12,0.8
( 2023/02/10 13:35:01.659) #left_data: ,0.0,0.0,0.02,0.0,0.0,0.0,1.12,0.8
( 2023/02/10 13:35:01.725) #left_data: ,0.0,0.0,0.02,0.0,0.0,0.0,1.14,0.83
( 2023/02/10 13:35:01.787) #left_data: ,0.0,0.0,0.02,0.0,0.0,0.0,1.14,0.82
( 2023/02/10 13:35:01.846) #left_data: ,0.0,0.0,0.02,0.0,0.0,0.0,1.19,0.89
( 2023/02/10 13:35:01.906) #left_data: ,0.0,0.0,0.02,0.0,0.0,0.0,1.19,0.89
( 2023/02/10 13:35:01.972) #left_data: ,0.01,0.0,0.02,0.0,0.0,0.0,1.18,0.88
( 2023/02/10 13:35:02.041) #left_data: ,0.0,0.0,0.02,0.0,0.0,0.0,1.17,0.88
( 2023/02/10 13:35:02.106) #left_data: ,0.0,0.0,0.02,0.0,0.0,0.0,1.17,0.88
( 2023/02/10 13:35:02.168) #left_data: ,0.0,0.0,0.02,0.0,0.0,0.0,1.17,0.87
( 2023/02/10 13:35:02.228) #left_data: ,0.0,0.0,0.02,0.0,0.0,0.0,1.18,0.89
( 2023/02/10 13:35:02.292) #left_data: ,0.0,0.0,0.02,0.0,0.0,0.0,1.18,0.89
( 2023/02/10 13:35:02.357) #left_data: ,0.0,0.0,0.02,0.0,0.0,0.0,1.16,0.84
