( 2023/02/09 17:11:46.352) #right_data: ,R_FSR1,R_FSR2,R_FSR3,R_FSR4,R_FSR5,R_FSR6,R_FSR7,R_FSR8
( 2023/02/09 17:13:13.730) #right_data: ,5.66,3.47,1.41,1.23,0,0.3,0,0
( 2023/02/09 17:13:13.793) #right_data: ,6.57,5.24,2.73,1.01,0,0.39,0,0
( 2023/02/09 17:13:13.862) #right_data: ,4.49,0,0.36,0.78,0,0,0,0
( 2023/02/09 17:13:13.927) #right_data: ,0.49,0,0,0.03,0,0,0,0
( 2023/02/09 17:13:13.990) #right_data: ,0.37,0,0,0,0,0,0,0
( 2023/02/09 17:13:14.049) #right_data: ,0.4,0,0,0,0,0,0,0
( 2023/02/09 17:13:14.111) #right_data: ,0.35,0,0,0,0,0,0,0
( 2023/02/09 17:13:14.176) #right_data: ,0.25,0,0,0,0,0,0,0
( 2023/02/09 17:13:14.244) #right_data: ,0.25,0,0,0,0,0,0,0
( 2023/02/09 17:13:14.302) #right_data: ,0.14,0,0,0,0,0,0,0
( 2023/02/09 17:13:14.360) #right_data: ,0.13,0,0,0,0,0,1.24,1.24
( 2023/02/09 17:13:14.425) #right_data: ,0.14,0,0,0,0,0,3.32,2.56
( 2023/02/09 17:13:14.491) #right_data: ,4.75,1.23,1.06,0.21,0,1.17,2.85,0.5
( 2023/02/09 17:13:14.557) #right_data: ,5.24,1.45,0.55,1.01,0,0.32,0.93,1.22
( 2023/02/09 17:13:14.622) #right_data: ,5.66,2.7,1.51,1.36,0,0,0.12,0.09
( 2023/02/09 17:13:14.682) #right_data: ,5.3,2.67,1.74,1.19,0,0.69,0,0
( 2023/02/09 17:13:14.740) #right_data: ,5.3,3.15,1.99,1.16,0,0.51,0,0
( 2023/02/09 17:13:14.802) #right_data: ,5.48,3.82,2.13,0.9,0,0.46,0,0
( 2023/02/09 17:13:14.878) #right_data: ,6.65,5.66,3.11,1.49,0,0.49,0,0
( 2023/02/09 17:13:14.954) #right_data: ,6.65,4.8,3.4,1.69,0,0.32,0,0
( 2023/02/09 17:13:15.013) #right_data: ,2.26,0,0.1,0.55,0,0,0,0
( 2023/02/09 17:13:15.073) #right_data: ,0.39,0,0,0,0,0,0,0
( 2023/02/09 17:13:15.137) #right_data: ,0.39,0,0,0,0,0,0,0
( 2023/02/09 17:13:15.206) #right_data: ,0.3,0,0,0,0,0,0,0
( 2023/02/09 17:13:15.276) #right_data: ,0.31,0,0,0,0,0,0,0
( 2023/02/09 17:13:15.337) #right_data: ,0.25,0,0,0,0,0,0,0
( 2023/02/09 17:13:15.395) #right_data: ,0.14,0,0,0,0,0,0,0
( 2023/02/09 17:13:15.455) #right_data: ,0.12,0,0,0.05,0,0,0,0
( 2023/02/09 17:13:15.512) #right_data: ,0.18,0,0,0.02,0,0.08,2.28,2.01
( 2023/02/09 17:13:15.574) #right_data: ,0.18,0,0,0.02,0,0.08,2.28,2.01
( 2023/02/09 17:13:15.632) #right_data: ,3.7,0.31,0.45,1.21,0,1.04,4.03,2.13
( 2023/02/09 17:13:15.692) #right_data: ,5.42,2.11,0.39,0.78,0,1.19,2.39,0.65
( 2023/02/09 17:13:15.756) #right_data: ,5.73,3.36,1.14,0.96,0,1.01,0.56,0.31
( 2023/02/09 17:13:15.825) #right_data: ,5.92,3.74,1.41,0.84,0,0.57,0.02,0
( 2023/02/09 17:13:15.892) #right_data: ,5.86,3.51,1.36,0.5,0,0.4,0.01,0
( 2023/02/09 17:13:15.952) #right_data: ,6.34,4.26,2.01,0.93,0,0.44,0,0
( 2023/02/09 17:13:16.011) #right_data: ,6.72,4.75,2.5,1.25,0,0.45,0,0
( 2023/02/09 17:13:16.069) #right_data: ,7.05,5.01,2.67,1.26,0,0.35,0,0
( 2023/02/09 17:13:16.133) #right_data: ,5.18,0.9,0.85,1.51,0,0.01,0,0
( 2023/02/09 17:13:16.202) #right_data: ,0.43,0,0,0.11,0,0,0,0
( 2023/02/09 17:13:16.267) #right_data: ,0.57,0,0,0,0,0,0,0
( 2023/02/09 17:13:16.328) #right_data: ,0.51,0,0,0,0,0,0,0
( 2023/02/09 17:13:16.386) #right_data: ,0.63,0,0,0,0,0,0,0
( 2023/02/09 17:13:16.448) #right_data: ,0.74,0,0,0,0,0,0,0
( 2023/02/09 17:13:16.511) #right_data: ,0.7,0,0,0.01,0,0,0,0
( 2023/02/09 17:13:16.573) #right_data: ,0.48,0,0,0.01,0,0,0,0
( 2023/02/09 17:13:16.631) #right_data: ,0.22,0,0,0,0,0,0,0
( 2023/02/09 17:13:16.692) #right_data: ,0.15,0,0,0,0,0,0.96,1.1
( 2023/02/09 17:13:16.756) #right_data: ,0.21,0,0,0.07,0,0.13,3.66,3.25
( 2023/02/09 17:13:16.823) #right_data: ,3.01,0.11,0.42,1.19,0,1.16,4.12,2.53
( 2023/02/09 17:13:16.891) #right_data: ,5.12,2.73,1.59,1.37,0,0.15,0.78,0.46
( 2023/02/09 17:13:16.950) #right_data: ,5.3,3.22,1.89,1.49,0,1.19,0.11,0.1
( 2023/02/09 17:13:17.010) #right_data: ,5.42,3.29,2.03,1.49,0,0.99,0.02,0.02
( 2023/02/09 17:13:17.068) #right_data: ,5.18,2.36,1.69,0.63,0,0.41,0,0
( 2023/02/09 17:13:17.132) #right_data: ,5.24,2.7,1.72,0.63,0,0.38,0,0
( 2023/02/09 17:13:17.198) #right_data: ,5.48,3.58,2.23,1.16,0,0.55,0,0
( 2023/02/09 17:13:17.259) #right_data: ,6.2,2.95,2.85,2.26,0,0.73,0,0
( 2023/02/09 17:13:17.317) #right_data: ,4.8,0.71,1.59,2.64,0,0.34,0,0
( 2023/02/09 17:13:17.374) #right_data: ,0.45,0,0,0.07,0,0,0,0
( 2023/02/09 17:13:17.436) #right_data: ,0.34,0,0,0,0,0,0,0
( 2023/02/09 17:13:17.502) #right_data: ,0.23,0,0,0,0,0,0,0
( 2023/02/09 17:13:17.569) #right_data: ,0.29,0,0,0,0,0,0,0
( 2023/02/09 17:13:17.628) #right_data: ,0.36,0,0,0,0,0,0,0
( 2023/02/09 17:13:17.685) #right_data: ,0.33,0,0,0,0,0,0,0
( 2023/02/09 17:13:17.747) #right_data: ,0.33,0,0,0,0,0,0,0
( 2023/02/09 17:13:17.822) #right_data: ,0.13,0,0,0,0,0,0.57,0.8
( 2023/02/09 17:13:17.890) #right_data: ,0.13,0,0,0,0,0,0.57,0.8
( 2023/02/09 17:13:17.950) #right_data: ,3.78,0,0,0.99,0,1.11,5.54,3.7
( 2023/02/09 17:13:18.006) #right_data: ,3.78,0,0,0.99,0,1.11,5.54,3.7
( 2023/02/09 17:13:18.068) #right_data: ,4.64,0.34,0.6,0.53,0,0.72,3.32,2.11
( 2023/02/09 17:13:18.135) #right_data: ,4.75,0.55,0.79,0.63,0,0.69,1.65,1.02
( 2023/02/09 17:13:18.204) #right_data: ,4.59,0.67,0.92,0.79,0,0.76,0.57,0.32
( 2023/02/09 17:13:18.263) #right_data: ,3.7,0.76,1.21,1.26,0,1.02,0.42,0.78
( 2023/02/09 17:13:18.322) #right_data: ,3.7,0.76,1.21,1.26,0,1.02,0.42,0.78
( 2023/02/09 17:13:18.385) #right_data: ,5.6,1.74,2.39,3.22,0,0.72,0,0
( 2023/02/09 17:13:18.452) #right_data: ,5.54,1.25,2.36,3.32,0,1,0,0
( 2023/02/09 17:13:18.520) #right_data: ,3.86,0,0.1,0.69,0,0,0,0
( 2023/02/09 17:13:18.579) #right_data: ,0.54,0,0,0,0,0,0,0
( 2023/02/09 17:13:18.639) #right_data: ,0.49,0,0,0,0,0,0,0
( 2023/02/09 17:13:18.697) #right_data: ,0.43,0,0,0,0,0,0,0
( 2023/02/09 17:13:18.760) #right_data: ,0.54,0,0,0,0,0,0,0
( 2023/02/09 17:13:18.827) #right_data: ,0.51,0,0,0,0,0,0,0
( 2023/02/09 17:13:18.894) #right_data: ,0.31,0,0,0,0,0,0,0
( 2023/02/09 17:13:18.954) #right_data: ,0.35,0,0,0.02,0,0,0,0
( 2023/02/09 17:13:19.013) #right_data: ,0.47,0,0,0.06,0,0.08,5.73,4.45
( 2023/02/09 17:13:19.078) #right_data: ,0.61,0,0,0.7,0,1.03,6.13,4.4
( 2023/02/09 17:13:19.141) #right_data: ,0.61,0,0,0.7,0,1.03,6.13,4.4
( 2023/02/09 17:13:19.208) #right_data: ,4.54,0.05,0.71,1.3,0,1.63,3.95,2.31
( 2023/02/09 17:13:19.269) #right_data: ,4.54,0.31,1.05,1.76,0,1.8,0,1.06
( 2023/02/09 17:13:19.327) #right_data: ,4.21,0.45,1.19,1.78,0,1.63,0.48,0.59
( 2023/02/09 17:13:19.390) #right_data: ,3.99,0.57,0.01,1.8,0,1.53,0.31,0.43
( 2023/02/09 17:13:19.457) #right_data: ,3.78,0.79,0.33,1.83,0,1.34,0.23,0.35
( 2023/02/09 17:13:19.521) #right_data: ,4.4,1.11,1.32,1.87,0,0.96,0.5,0.39
( 2023/02/09 17:13:19.580) #right_data: ,5.79,3.74,2.79,2.76,0,0.46,0,0
( 2023/02/09 17:13:19.642) #right_data: ,5.01,2.08,3.29,2.89,0,0.34,0,0
( 2023/02/09 17:13:19.703) #right_data: ,0.82,0,0,0.19,0,0,0,0
( 2023/02/09 17:13:19.768) #right_data: ,0.42,0,0,0.08,0,0,0,0
( 2023/02/09 17:13:19.835) #right_data: ,0.42,0,0,0.08,0,0,0,0
( 2023/02/09 17:13:19.897) #right_data: ,0.14,0,0,0,0,0,0,0
( 2023/02/09 17:13:19.956) #right_data: ,0.06,0,0,0,0,0,0,0
( 2023/02/09 17:13:20.014) #right_data: ,0.01,0,0,0,0,0,0,0
( 2023/02/09 17:13:20.084) #right_data: ,0,0,0,0,0,0,0,0
( 2023/02/09 17:13:20.152) #right_data: ,0,0,0,0.04,0,0,0,0
( 2023/02/09 17:13:20.218) #right_data: ,0.03,0,0,0.04,0,0.01,1.78,1.8
( 2023/02/09 17:13:20.277) #right_data: ,0.03,0,0,0.04,0,0.01,1.78,1.8
( 2023/02/09 17:13:20.333) #right_data: ,4.45,1.14,1.18,1.23,0,1.02,1.67,0.73
( 2023/02/09 17:13:20.397) #right_data: ,4.69,2.13,1.78,1.61,0,1.18,0.09,1.04
( 2023/02/09 17:13:20.463) #right_data: ,4.8,2.92,2.18,1.65,0,0.82,0.42,0.4
( 2023/02/09 17:13:20.527) #right_data: ,4.85,3.47,2.34,1.51,0,0.89,0.03,0
( 2023/02/09 17:13:20.586) #right_data: ,4.85,3.66,2.56,1.39,0,0.66,0,0
( 2023/02/09 17:13:20.643) #right_data: ,4.8,4.12,2.79,1.49,0,0.61,0,0
( 2023/02/09 17:13:20.707) #right_data: ,5.54,5.42,3.43,2.18,0,0.82,0,0
( 2023/02/09 17:13:20.774) #right_data: ,6.2,5.92,3.82,2.36,0,0.67,0,0
( 2023/02/09 17:13:20.839) #right_data: ,4.35,1.07,2.01,2.01,0,0,0,0
( 2023/02/09 17:13:20.901) #right_data: ,0.03,0,0,0.28,0,0,0,0
( 2023/02/09 17:13:20.962) #right_data: ,0.49,0,0,0.09,0,0,0,0
( 2023/02/09 17:13:21.024) #right_data: ,0.37,0,0,0,0,0,0,0
( 2023/02/09 17:13:21.087) #right_data: ,0.46,0,0,0,0,0,0,0
( 2023/02/09 17:13:21.154) #right_data: ,0.46,0,0,0,0,0,0,0
( 2023/02/09 17:13:21.218) #right_data: ,0.34,0,0,0.01,0,0,0,0
( 2023/02/09 17:13:21.277) #right_data: ,0.34,0,0,0.01,0,0,0,0
( 2023/02/09 17:13:21.335) #right_data: ,0.02,0,0,0.01,0,0,0.11,0.22
( 2023/02/09 17:13:21.394) #right_data: ,0.09,0,0,0,0,0,1.72,1.47
( 2023/02/09 17:13:21.457) #right_data: ,2.53,0,0.2,0.97,0,1,3.7,2.18
( 2023/02/09 17:13:21.526) #right_data: ,4.85,1.26,0.55,1.34,0,0.58,2.34,0.39
( 2023/02/09 17:13:21.585) #right_data: ,5.12,1.06,1.19,1.59,0,0.61,1.14,1.11
( 2023/02/09 17:13:21.642) #right_data: ,5.54,2.89,1.72,1.47,0,1.17,0.37,0.17
( 2023/02/09 17:13:21.705) #right_data: ,5.73,3.62,1.87,0.9,0,0.72,0.05,0
( 2023/02/09 17:13:21.771) #right_data: ,5.66,3.91,1.92,0.57,0,0.44,0.01,0
( 2023/02/09 17:13:21.843) #right_data: ,5.73,4.35,2.23,0.66,0,0.46,0.02,0
( 2023/02/09 17:13:21.903) #right_data: ,7.05,5.99,3.36,1.25,0,0.34,0,0
( 2023/02/09 17:13:21.961) #right_data: ,6.57,3.91,3.22,1.72,0,0.21,0,0
( 2023/02/09 17:13:22.026) #right_data: ,5.12,1.16,0.91,0.65,0,0,0,0
( 2023/02/09 17:13:22.092) #right_data: ,0.37,0,0,0.02,0,0,0,0
( 2023/02/09 17:13:22.159) #right_data: ,0.42,0,0,0,0,0,0,0
( 2023/02/09 17:13:22.221) #right_data: ,0.47,0,0,0,0,0,0,0
( 2023/02/09 17:13:22.279) #right_data: ,0.41,0,0,0,0,0,0,0
( 2023/02/09 17:13:22.338) #right_data: ,0.22,0,0,0,0,0,0,0
( 2023/02/09 17:13:22.403) #right_data: ,0.22,0,0,0,0,0,0,0
( 2023/02/09 17:13:22.469) #right_data: ,0.16,0,0,0,0,0,0,0
( 2023/02/09 17:13:22.534) #right_data: ,0.13,0,0,0,0,0,0.53,0.82
( 2023/02/09 17:13:22.594) #right_data: ,0.24,0,0,0.18,0,0.44,2.42,2.76
( 2023/02/09 17:13:22.653) #right_data: ,3.4,0.24,0.81,0.63,0,0.44,2.56,1.51
( 2023/02/09 17:13:22.716) #right_data: ,4.49,1.11,0.35,1.26,0,0.7,1.89,0.53
( 2023/02/09 17:13:22.782) #right_data: ,5.36,2.03,1.47,1.57,0,0.39,1.01,0.61
( 2023/02/09 17:13:22.848) #right_data: ,5.66,2.82,1.87,1.41,0,0.94,0.03,0
( 2023/02/09 17:13:22.958) #right_data: ,5.66,2.85,1.87,0.84,0,0.53,0,0
( 2023/02/09 17:13:23.017) #right_data: ,6.49,4.54,3.11,2.01,0,0.8,0,0
( 2023/02/09 17:13:23.082) #right_data: ,6.97,5.01,3.47,2.08,0,0.54,0,0
( 2023/02/09 17:13:23.147) #right_data: ,6.97,2.67,3.22,2.03,0,0.04,0,0
( 2023/02/09 17:13:23.211) #right_data: ,2.73,0,0.26,1.11,0,0,0,0
( 2023/02/09 17:13:23.270) #right_data: ,0.91,0,0,0.19,0,0,0,0
( 2023/02/09 17:13:23.329) #right_data: ,0.37,0,0,0,0,0,0,0
( 2023/02/09 17:13:23.395) #right_data: ,0.53,0,0,0,0,0,0,0
( 2023/02/09 17:13:23.461) #right_data: ,0.83,0,0,0,0,0,0,0
( 2023/02/09 17:13:23.528) #right_data: ,0.83,0,0,0,0,0,0,0
( 2023/02/09 17:13:23.588) #right_data: ,0.72,0,0,0,0,0,0,0
( 2023/02/09 17:13:23.645) #right_data: ,0.48,0,0,0,0,0,0.04,0.1
( 2023/02/09 17:13:23.708) #right_data: ,1.1,0,0.02,0.36,0,1,5.12,4.35
( 2023/02/09 17:13:23.773) #right_data: ,1.1,0,0.02,0.36,0,1,5.12,4.35
( 2023/02/09 17:13:23.838) #right_data: ,5.18,0.35,0.49,0.41,0,0.68,4.45,2.82
( 2023/02/09 17:13:23.895) #right_data: ,5.86,0.05,0.15,1.06,0,0.68,0.91,1.1
( 2023/02/09 17:13:23.952) #right_data: ,5.73,0.34,0.39,1.11,0,0.4,1.07,0.73
( 2023/02/09 17:13:24.016) #right_data: ,5.79,0.51,0.55,1.12,0,0.1,0.44,0.39
( 2023/02/09 17:13:24.081) #right_data: ,5.42,1.04,0.98,1.26,0,1,0.05,0.01
( 2023/02/09 17:13:24.146) #right_data: ,5.92,2.79,1.8,1.61,0,0.18,0.49,0.19
( 2023/02/09 17:13:24.204) #right_data: ,6.27,3.58,2.5,2.13,0,0.32,0.07,0
( 2023/02/09 17:13:24.263) #right_data: ,5.54,1.99,3.01,3.18,0,0.87,0,0
( 2023/02/09 17:13:24.321) #right_data: ,4.59,0.44,0.5,2.47,0,0.2,0,0
( 2023/02/09 17:13:24.384) #right_data: ,0.34,0,0,0.05,0,0,0,0
( 2023/02/09 17:13:24.450) #right_data: ,0.32,0,0,0,0,0,0,0
( 2023/02/09 17:13:24.517) #right_data: ,0.46,0,0,0,0,0,0,0
( 2023/02/09 17:13:24.576) #right_data: ,0.47,0,0,0,0,0,0,0
( 2023/02/09 17:13:24.633) #right_data: ,0.57,0,0,0,0,0,0,0
( 2023/02/09 17:13:24.696) #right_data: ,0.58,0,0,0,0,0,0,0
( 2023/02/09 17:13:24.763) #right_data: ,0.59,0,0,0,0,0,0,0
( 2023/02/09 17:13:24.828) #right_data: ,0.63,0,0,0.01,0,0,0,0
( 2023/02/09 17:13:24.886) #right_data: ,0.3,0,0.01,0.1,0,0.26,4.64,4.17
( 2023/02/09 17:13:24.944) #right_data: ,3.62,0,0,1.18,0,1.05,5.48,3.18
( 2023/02/09 17:13:25.010) #right_data: ,5.73,0.1,0.26,1.11,0,0.11,2.5,1.26
( 2023/02/09 17:13:25.074) #right_data: ,6.42,2.7,1.59,1.16,0,0.95,0.49,0.16
( 2023/02/09 17:13:25.137) #right_data: ,6.42,3.22,1.74,0.99,0,0.66,0.09,0.03
( 2023/02/09 17:13:25.195) #right_data: ,6.27,3.01,1.78,0.58,0,0.39,0,0
( 2023/02/09 17:13:25.252) #right_data: ,6.27,2.92,1.78,0.35,0,0.33,0,0
( 2023/02/09 17:13:25.314) #right_data: ,7.05,4.75,3.01,1.06,0,0.38,0,0
( 2023/02/09 17:13:25.380) #right_data: ,7.48,5.3,3.29,0.88,0,0.23,0,0
( 2023/02/09 17:13:25.447) #right_data: ,4.96,0.39,1.23,1.11,0,0,0,0
( 2023/02/09 17:13:25.510) #right_data: ,0.74,0,0,0.14,0,0,0,0
( 2023/02/09 17:13:25.570) #right_data: ,0.41,0,0,0,0,0,0,0
( 2023/02/09 17:13:25.626) #right_data: ,0.44,0,0,0,0,0,0,0
( 2023/02/09 17:13:25.689) #right_data: ,0.56,0,0,0,0,0,0,0
( 2023/02/09 17:13:25.756) #right_data: ,0.92,0,0,0,0,0,0,0
( 2023/02/09 17:13:25.822) #right_data: ,0.9,0,0,0,0,0,0,0
( 2023/02/09 17:13:25.882) #right_data: ,0.89,0,0,0,0,0,0,0
( 2023/02/09 17:13:25.940) #right_data: ,0.23,0,0,0,0,0,1.69,1.59
( 2023/02/09 17:13:26.002) #right_data: ,0.23,0,0,0,0,0,1.69,1.59
( 2023/02/09 17:13:26.069) #right_data: ,2.47,0,0.01,1.23,0,1.26,5.07,3.43
( 2023/02/09 17:13:26.134) #right_data: ,3.66,0.09,0.63,1.01,0,0.75,4.35,2.39
( 2023/02/09 17:13:26.191) #right_data: ,4.45,0.4,1.41,2.08,0,0.94,0.85,0.48
( 2023/02/09 17:13:26.255) #right_data: ,4.35,1.21,1.83,2.13,0,0.78,0.26,0.18
( 2023/02/09 17:13:26.312) #right_data: ,3.91,1.45,1.94,2.18,0,0.25,0.1,0.05
( 2023/02/09 17:13:26.377) #right_data: ,3.91,1.45,1.94,2.18,0,0.25,0.1,0.05
( 2023/02/09 17:13:26.442) #right_data: ,4.96,3.25,3.08,2.79,0,0.19,0.02,0
( 2023/02/09 17:13:26.501) #right_data: ,5.73,3.99,3.66,3.25,0,0.03,0,0
( 2023/02/09 17:13:26.563) #right_data: ,5.12,0.81,3.66,3.95,0,0.48,0,0
( 2023/02/09 17:13:26.621) #right_data: ,4.64,0.01,1.09,2.39,0,0,0,0
( 2023/02/09 17:13:26.684) #right_data: ,0.41,0,0,0,0,0,0,0
( 2023/02/09 17:13:26.743) #right_data: ,0.5,0,0,0,0,0,0,0
( 2023/02/09 17:13:26.808) #right_data: ,0.5,0,0,0,0,0,0,0
( 2023/02/09 17:13:26.867) #right_data: ,0.69,0,0,0,0,0,0,0
( 2023/02/09 17:13:26.926) #right_data: ,0.87,0,0,0,0,0,0,0
( 2023/02/09 17:13:26.990) #right_data: ,0.8,0,0,0,0,0,0,0
( 2023/02/09 17:13:27.058) #right_data: ,0.83,0,0,0,0,0,0,0
( 2023/02/09 17:13:27.121) #right_data: ,0.86,0,0,0,0,0,0,0
( 2023/02/09 17:13:27.184) #right_data: ,2.5,0,0,1.01,0,0.32,5.66,3.99
( 2023/02/09 17:13:27.244) #right_data: ,2.5,0,0,1.01,0,0.32,5.66,3.99
( 2023/02/09 17:13:27.308) #right_data: ,2.5,0,0,1.01,0,0.32,5.66,3.99
( 2023/02/09 17:13:27.376) #right_data: ,2.5,0,0,1.01,0,0.32,5.66,3.99
( 2023/02/09 17:13:27.436) #right_data: ,5.48,0.74,0.3,2.23,0,1.74,0.62,0.47
( 2023/02/09 17:13:27.493) #right_data: ,5.24,0.67,0.02,1.8,0,0.22,0.02,0
( 2023/02/09 17:13:27.553) #right_data: ,5.66,0.33,0.91,1.87,0,1.24,0.01,0
( 2023/02/09 17:13:27.611) #right_data: ,6.13,1.74,1.83,2.31,0,0.35,0,0
( 2023/02/09 17:13:27.675) #right_data: ,6.49,2.16,2.79,3.18,0,1.11,0,0
( 2023/02/09 17:13:27.744) #right_data: ,4.54,0.18,0.53,3.58,0,0.59,0,0
( 2023/02/09 17:13:27.804) #right_data: ,0.75,0,0,0.1,0,0,0,0
( 2023/02/09 17:13:27.862) #right_data: ,0.38,0,0,0,0,0,0,0
( 2023/02/09 17:13:27.977) #right_data: ,0.45,0,0,0,0,0,0,0
( 2023/02/09 17:13:28.038) #right_data: ,0.87,0,0,0,0,0,0,0
( 2023/02/09 17:13:28.102) #right_data: ,0.89,0,0,0,0,0,0,0
( 2023/02/09 17:13:28.160) #right_data: ,0.82,0,0,0,0,0,0,0
( 2023/02/09 17:13:28.221) #right_data: ,0.87,0,0,0.01,0,0,0,0
( 2023/02/09 17:13:28.283) #right_data: ,0.65,0,0,0.02,0,0,0,0
( 2023/02/09 17:13:28.350) #right_data: ,0.65,0,0,0.02,0,0,0,0
( 2023/02/09 17:13:28.419) #right_data: ,0.28,0,0,0,0,0.06,3.01,2.36
( 2023/02/09 17:13:28.479) #right_data: ,6.13,0.22,0.72,1.19,0,0.58,1.19,0.73
( 2023/02/09 17:13:28.539) #right_data: ,6.2,1.28,1.23,1.23,0,0,0.16,0.08
( 2023/02/09 17:13:28.596) #right_data: ,5.99,1.89,1.72,0.96,0,0.65,0,0
( 2023/02/09 17:13:28.661) #right_data: ,6.13,2.47,1.78,0.49,0,0.45,0,0
( 2023/02/09 17:13:28.728) #right_data: ,6.27,3.78,2.39,0.87,0,0.44,0,0
( 2023/02/09 17:13:28.796) #right_data: ,7.13,5.6,3.58,1.63,0,0.4,0,0
( 2023/02/09 17:13:28.858) #right_data: ,7.67,6.06,3.82,1.07,0,0.02,0,0
( 2023/02/09 17:13:28.918) #right_data: ,4.4,0,0.21,0.62,0,0.01,0,0
( 2023/02/09 17:13:28.982) #right_data: ,0.57,0,0,0,0,0,0,0
( 2023/02/09 17:13:29.048) #right_data: ,0.44,0,0,0,0,0,0,0
( 2023/02/09 17:13:29.117) #right_data: ,0.48,0,0,0,0,0,0,0
( 2023/02/09 17:13:29.178) #right_data: ,0.34,0,0,0,0,0,0,0
( 2023/02/09 17:13:29.237) #right_data: ,0.42,0,0,0,0,0,0,0
( 2023/02/09 17:13:29.300) #right_data: ,0.37,0,0,0,0,0,0,0
( 2023/02/09 17:13:29.368) #right_data: ,0.19,0,0,0,0,0,0,0
( 2023/02/09 17:13:29.434) #right_data: ,0.12,0,0.02,0.03,0,0,0,0
( 2023/02/09 17:13:29.493) #right_data: ,0.75,0,0,0.55,0,0.89,5.18,4.35
( 2023/02/09 17:13:29.550) #right_data: ,1.34,0.19,0.45,1.13,0,0.06,4.4,3.22
( 2023/02/09 17:13:29.613) #right_data: ,2.98,0.99,0.25,0.44,0,0.35,3.47,2.06
( 2023/02/09 17:13:29.679) #right_data: ,4.08,4.12,1.89,0.99,0,0.15,1.2,0.67
( 2023/02/09 17:13:29.747) #right_data: ,4.45,4.75,2.23,0.9,0,0.72,0.05,0
( 2023/02/09 17:13:29.806) #right_data: ,4.49,4.64,2.13,0.62,0,0.55,0.02,0
( 2023/02/09 17:13:29.864) #right_data: ,4.8,4.75,2.28,0.5,0,0.43,0,0
( 2023/02/09 17:13:29.921) #right_data: ,5.07,5.01,2.53,0.62,0,0.4,0,0
( 2023/02/09 17:13:29.984) #right_data: ,6.06,6.13,3.22,0.72,0,0.33,0,0
( 2023/02/09 17:13:30.052) #right_data: ,6.34,4.54,3.47,1.32,0,0.1,0,0
( 2023/02/09 17:13:30.116) #right_data: ,4.64,0.32,0.69,0.79,0,0,0,0
( 2023/02/09 17:13:30.176) #right_data: ,0.22,0,0,0.03,0,0,0,0
( 2023/02/09 17:13:30.236) #right_data: ,0.26,0,0,0,0,0,0,0
( 2023/02/09 17:13:30.300) #right_data: ,0.27,0,0,0,0,0,0,0
( 2023/02/09 17:13:30.367) #right_data: ,0.29,0,0,0,0,0,0,0
( 2023/02/09 17:13:30.437) #right_data: ,0.24,0,0,0.03,0,0,0,0
( 2023/02/09 17:13:30.503) #right_data: ,0.19,0,0,0.06,0,0,0,0
( 2023/02/09 17:13:30.562) #right_data: ,0.15,0,0.01,0.08,0,0,0,0
( 2023/02/09 17:13:30.626) #right_data: ,0.04,0,0,0.08,0,0.09,3.18,3.29
( 2023/02/09 17:13:30.691) #right_data: ,0.79,0,0,0.58,0,0.86,4.8,3.95
( 2023/02/09 17:13:30.756) #right_data: ,0.79,0,0,0.58,0,0.86,4.8,3.95
( 2023/02/09 17:13:30.813) #right_data: ,2.95,3.22,2.42,1.92,0,0.87,0.07,0.89
( 2023/02/09 17:13:30.873) #right_data: ,2.98,3.82,2.67,1.99,0,0.57,0.53,0.45
( 2023/02/09 17:13:30.931) #right_data: ,2.89,4.21,2.92,1.92,0,1.16,0.09,0.04
( 2023/02/09 17:13:30.994) #right_data: ,2.7,4.26,2.95,1.94,0,1.06,0.04,0.01
( 2023/02/09 17:13:31.063) #right_data: ,2.7,4.26,3.15,2.03,0,0.94,0.02,0
( 2023/02/09 17:13:31.128) #right_data: ,3.66,4.96,3.55,2.42,0,1.17,0.03,0
( 2023/02/09 17:13:31.194) #right_data: ,3.66,4.96,3.55,2.42,0,1.17,0.03,0
( 2023/02/09 17:13:31.253) #right_data: ,3.78,0.88,2.03,2.58,0,0.04,0,0
( 2023/02/09 17:13:31.316) #right_data: ,1.2,0,0.04,0.47,0,0,0,0
( 2023/02/09 17:13:31.383) #right_data: ,0.16,0,0,0.13,0,0,0,0
( 2023/02/09 17:13:31.450) #right_data: ,0.16,0,0,0,0,0,0,0
( 2023/02/09 17:13:31.509) #right_data: ,0.33,0,0,0,0,0,0,0
( 2023/02/09 17:13:31.565) #right_data: ,0.49,0,0,0,0,0,0,0
( 2023/02/09 17:13:31.625) #right_data: ,0.51,0,0,0,0,0,0,0
( 2023/02/09 17:13:31.683) #right_data: ,0.49,0,0,0.04,0,0,0,0
( 2023/02/09 17:13:31.743) #right_data: ,0.15,0,0,0.04,0,0,0.07,0.18
( 2023/02/09 17:13:31.800) #right_data: ,0.57,0,0,0.26,0,0.79,4.75,3.91
( 2023/02/09 17:13:31.858) #right_data: ,0.5,0,0.02,0.77,0,0.42,4.49,2.67
( 2023/02/09 17:13:31.916) #right_data: ,3.11,1.08,0.96,1.55,0.03,1.99,1.53,1.27
( 2023/02/09 17:13:31.983) #right_data: ,3.36,1.07,1.74,1.99,0.03,2.01,1.16,0.81
( 2023/02/09 17:13:32.051) #right_data: ,2.98,2.73,2.56,2.31,0,1.45,0.12,0.09
