( 2023/02/09 19:19:36.475) #right_data: ,R_FSR1,R_FSR2,R_FSR3,R_FSR4,R_FSR5,R_FSR6,R_FSR7,R_FSR8
( 2023/02/09 19:19:54.889) #right_data: ,2.64,1.0,0.2,0.69,0.0,1.26,4.08,2.47
( 2023/02/09 19:19:54.959) #right_data: ,2.31,1.0,0.11,0.61,0.0,1.25,3.91,2.36
( 2023/02/09 19:19:55.020) #right_data: ,1.8,0.9,0.13,0.66,0.0,1.26,2.56,1.36
( 2023/02/09 19:19:55.080) #right_data: ,1.37,0.88,0.15,0.73,0.0,1.39,2.53,1.34
( 2023/02/09 19:19:55.144) #right_data: ,1.11,0.87,0.27,1.07,0.0,1.53,1.96,0.81
( 2023/02/09 19:19:55.215) #right_data: ,0.87,0.89,0.35,1.12,0.0,1.57,3.32,2.03
( 2023/02/09 19:19:55.284) #right_data: ,1.51,1.14,0.55,1.16,0.0,1.51,3.58,2.18
( 2023/02/09 19:19:55.347) #right_data: ,5.07,4.12,2.53,1.63,0.0,1.02,0.03,0.0
( 2023/02/09 19:19:55.408) #right_data: ,5.12,2.76,1.67,1.24,0.0,0.17,0.0,0.0
( 2023/02/09 19:19:55.471) #right_data: ,4.35,0.71,0.71,0.38,0.0,0.0,0.0,0.0
( 2023/02/09 19:19:55.542) #right_data: ,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:19:55.613) #right_data: ,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:19:55.678) #right_data: ,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:19:55.739) #right_data: ,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:19:55.797) #right_data: ,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:19:55.863) #right_data: ,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:19:55.948) #right_data: ,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:19:56.012) #right_data: ,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:19:56.073) #right_data: ,1.26,0.0,0.15,0.98,0.0,1.24,0.77,0.63
( 2023/02/09 19:19:56.134) #right_data: ,0.85,0.12,0.94,0.99,0.0,1.41,0.91,1.22
( 2023/02/09 19:19:56.201) #right_data: ,0.65,0.18,0.03,1.72,0.0,2.18,2.36,0.91
( 2023/02/09 19:19:56.275) #right_data: ,0.06,0.09,0.44,2.58,0.0,2.92,2.67,1.37
( 2023/02/09 19:19:56.346) #right_data: ,1.05,0.0,1.17,2.73,0.0,3.22,2.64,1.53
( 2023/02/09 19:19:56.410) #right_data: ,0.94,0.0,0.93,2.61,0.0,3.18,2.36,1.45
( 2023/02/09 19:19:56.468) #right_data: ,0.68,0.0,0.17,1.94,0.0,2.98,1.49,1.12
( 2023/02/09 19:19:56.533) #right_data: ,0.61,0.0,0.1,1.76,0.0,2.95,1.39,1.19
( 2023/02/09 19:19:56.608) #right_data: ,0.61,0.0,0.06,1.76,0.0,2.98,0.75,1.14
( 2023/02/09 19:19:56.680) #right_data: ,0.59,0.0,0.07,1.94,0.0,3.22,1.57,1.8
( 2023/02/09 19:19:56.743) #right_data: ,0.58,0.0,0.22,2.26,0.0,3.15,1.99,2.06
( 2023/02/09 19:19:56.804) #right_data: ,0.87,0.0,0.53,2.39,0.0,2.95,2.53,2.18
( 2023/02/09 19:19:56.870) #right_data: ,3.18,0.58,1.26,3.11,0.0,3.18,0.3,1.19
( 2023/02/09 19:19:56.937) #right_data: ,3.18,0.58,1.26,3.11,0.0,3.18,0.3,1.19
( 2023/02/09 19:19:57.010) #right_data: ,5.36,0.12,0.92,0.07,0.0,0.46,0.0,0.0
( 2023/02/09 19:19:57.072) #right_data: ,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:19:57.131) #right_data: ,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:19:57.196) #right_data: ,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:19:57.268) #right_data: ,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:19:57.342) #right_data: ,0.71,0.0,0.0,0.0,0.0,0.0,0.01,0.01
( 2023/02/09 19:19:57.405) #right_data: ,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:19:57.466) #right_data: ,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:19:57.530) #right_data: ,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:19:57.603) #right_data: ,0.68,0.0,0.0,0.5,0.0,0.82,0.91,0.38
( 2023/02/09 19:19:57.674) #right_data: ,1.11,0.0,0.08,0.95,0.0,0.1,4.03,2.73
( 2023/02/09 19:19:57.736) #right_data: ,1.06,0.0,0.3,1.25,0.0,0.94,5.99,4.21
( 2023/02/09 19:19:57.796) #right_data: ,1.0,0.02,0.58,0.76,0.0,1.57,5.24,4.12
( 2023/02/09 19:19:57.857) #right_data: ,0.88,0.0,0.52,0.9,0.0,1.72,4.75,3.91
( 2023/02/09 19:19:57.926) #right_data: ,0.76,0.0,0.46,0.99,0.0,1.76,4.03,3.32
( 2023/02/09 19:19:57.998) #right_data: ,0.66,0.01,0.51,1.11,0.0,1.74,2.89,2.34
( 2023/02/09 19:19:58.060) #right_data: ,0.68,0.02,0.6,1.34,0.0,1.76,2.26,1.92
( 2023/02/09 19:19:58.119) #right_data: ,0.94,0.23,1.2,2.08,0.0,2.01,2.67,2.23
( 2023/02/09 19:19:58.184) #right_data: ,1.13,0.29,0.19,2.42,0.0,2.13,2.44,2.01
( 2023/02/09 19:19:58.255) #right_data: ,1.13,0.29,0.19,2.42,0.0,2.13,2.44,2.01
( 2023/02/09 19:19:58.324) #right_data: ,4.64,2.89,2.61,2.53,0.0,1.07,0.07,0.05
( 2023/02/09 19:19:58.386) #right_data: ,5.24,2.92,2.31,1.25,0.0,0.54,0.0,0.0
( 2023/02/09 19:19:58.445) #right_data: ,3.32,0.0,0.08,0.17,0.0,0.0,0.0,0.0
( 2023/02/09 19:19:58.509) #right_data: ,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:19:58.576) #right_data: ,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:19:58.645) #right_data: ,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:19:58.706) #right_data: ,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:19:58.768) #right_data: ,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:19:58.827) #right_data: ,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:19:58.893) #right_data: ,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:19:58.964) #right_data: ,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:19:59.032) #right_data: ,0.29,0.0,0.0,0.0,0.0,0.0,0.11,0.16
( 2023/02/09 19:19:59.095) #right_data: ,0.59,0.0,0.04,0.54,0.0,0.91,1.99,1.55
( 2023/02/09 19:19:59.154) #right_data: ,1.09,0.32,0.72,1.17,0.0,0.54,4.96,3.7
( 2023/02/09 19:19:59.219) #right_data: ,1.13,0.51,1.0,0.35,0.0,0.98,4.96,3.82
( 2023/02/09 19:19:59.291) #right_data: ,1.16,0.67,1.22,0.81,0.0,1.32,4.8,3.7
( 2023/02/09 19:19:59.361) #right_data: ,1.11,0.74,0.26,1.34,0.0,1.63,3.55,2.73
( 2023/02/09 19:19:59.425) #right_data: ,1.1,0.78,0.39,1.49,0.0,1.74,3.05,2.44
( 2023/02/09 19:19:59.487) #right_data: ,1.0,0.96,1.07,2.06,0.0,1.85,0.2,0.0
( 2023/02/09 19:19:59.552) #right_data: ,1.05,1.07,1.45,2.36,0.0,1.94,1.02,1.0
( 2023/02/09 19:19:59.626) #right_data: ,1.17,0.03,2.08,2.79,0.0,2.06,0.78,0.84
( 2023/02/09 19:19:59.700) #right_data: ,2.03,2.64,3.4,3.55,0.0,1.99,0.29,0.26
( 2023/02/09 19:19:59.761) #right_data: ,3.7,4.17,3.78,3.47,0.0,1.49,0.06,0.03
( 2023/02/09 19:19:59.819) #right_data: ,5.73,4.9,4.21,2.39,0.0,0.62,0.0,0.0
( 2023/02/09 19:19:59.884) #right_data: ,5.12,0.78,1.12,0.66,0.0,0.0,0.0,0.0
( 2023/02/09 19:19:59.953) #right_data: ,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:20:00.028) #right_data: ,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:20:00.089) #right_data: ,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:20:00.148) #right_data: ,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:20:00.212) #right_data: ,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:20:00.284) #right_data: ,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:20:00.355) #right_data: ,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:20:00.418) #right_data: ,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
