( 2023/02/09 15:59:18.371) #left_data: ,L_FSR1,L_FSR2,L_FSR3,L_FSR4,L_FSR5,L_FSR6,L_FSR7,L_FSR8
( 2023/02/09 16:02:58.086) #left_data: ,0.14,0.17,0.34,0.31,0,0.29,0.05,1.06
( 2023/02/09 16:02:58.149) #left_data: ,0.15,0.18,0.36,0.34,0,0.32,0.3,1.16
( 2023/02/09 16:02:58.213) #left_data: ,0.14,0.21,0.41,0.4,0,0.35,0.68,0.06
( 2023/02/09 16:02:58.269) #left_data: ,0.16,0.25,0.47,0.45,0,0.4,1.16,0.46
( 2023/02/09 16:02:58.328) #left_data: ,0.16,0.29,0.5,0.51,0,0.44,1.61,0.9
( 2023/02/09 16:02:58.388) #left_data: ,0.16,0.29,0.5,0.51,0,0.44,1.61,0.9
( 2023/02/09 16:02:58.453) #left_data: ,0.2,0.41,0.54,0.56,0,0.47,1.89,1.32
( 2023/02/09 16:02:58.518) #left_data: ,0.2,0.41,0.54,0.56,0,0.47,1.89,1.32
( 2023/02/09 16:02:58.584) #left_data: ,0.2,0.41,0.55,0.56,0,0.47,1.87,1.32
( 2023/02/09 16:02:58.640) #left_data: ,0.2,0.41,0.54,0.55,0,0.46,1.74,1.12
( 2023/02/09 16:02:58.703) #left_data: ,0.2,0.41,0.54,0.55,0,0.46,1.74,1.12
( 2023/02/09 16:02:58.768) #left_data: ,0.2,0.43,0.55,0.56,0,0.45,1.67,1.02
( 2023/02/09 16:02:58.832) #left_data: ,0.2,0.42,0.54,0.54,0,0.44,1.61,0.91
( 2023/02/09 16:02:58.894) #left_data: ,0.2,0.4,0.52,0.51,0,0.41,1.49,0.79
( 2023/02/09 16:02:58.952) #left_data: ,0.18,0.38,0.5,0.48,0,0.38,1.34,0.65
( 2023/02/09 16:02:59.011) #left_data: ,0.17,0.31,0.48,0.44,0,0.36,1.28,0.57
( 2023/02/09 16:02:59.091) #left_data: ,0.16,0.27,0.45,0.42,0,0.34,1.25,0.51
( 2023/02/09 16:02:59.156) #left_data: ,0.16,0.27,0.45,0.42,0,0.34,1.25,0.51
( 2023/02/09 16:02:59.218) #left_data: ,0.16,0.27,0.44,0.4,0,0.32,1.06,0.36
( 2023/02/09 16:02:59.277) #left_data: ,0.16,0.26,0.42,0.38,0,0.3,1.06,0.29
( 2023/02/09 16:02:59.339) #left_data: ,0.16,0.25,0.4,0.34,0,0.29,0.99,0.25
( 2023/02/09 16:02:59.403) #left_data: ,0.13,0.24,0.39,0.34,0,0.28,0.98,0.27
( 2023/02/09 16:02:59.468) #left_data: ,0.13,0.24,0.39,0.34,0,0.28,0.98,0.27
( 2023/02/09 16:02:59.533) #left_data: ,0.14,0.21,0.36,0.31,0,0.27,1.01,0.27
( 2023/02/09 16:02:59.589) #left_data: ,0.13,0.2,0.34,0.26,0,0.26,0.99,0.26
( 2023/02/09 16:02:59.647) #left_data: ,0.13,0.2,0.34,0.26,0,0.26,0.99,0.26
( 2023/02/09 16:02:59.710) #left_data: ,0.12,0.18,0.31,0.25,0,0.25,1.01,0.26
( 2023/02/09 16:02:59.777) #left_data: ,0.13,0.17,0.3,0.24,0,0.24,1.01,0.26
( 2023/02/09 16:02:59.840) #left_data: ,0.13,0.18,0.31,0.25,0,0.25,1.01,0.27
( 2023/02/09 16:02:59.900) #left_data: ,0.14,0.19,0.32,0.25,0,0.25,0.96,0.22
( 2023/02/09 16:02:59.958) #left_data: ,0.15,0.2,0.33,0.27,0,0.25,0.91,0.19
( 2023/02/09 16:03:00.021) #left_data: ,0.15,0.22,0.35,0.29,0,0.26,0.82,0.15
( 2023/02/09 16:03:00.080) #left_data: ,0.15,0.23,0.37,0.3,0,0.26,0.76,0.11
( 2023/02/09 16:03:00.140) #left_data: ,0.15,0.25,0.37,0.32,0,0.27,0.75,0.11
( 2023/02/09 16:03:00.202) #left_data: ,0.16,0.26,0.41,0.34,0,0.28,0.68,0.06
( 2023/02/09 16:03:00.260) #left_data: ,0.16,0.27,0.42,0.36,0,0.28,0.66,0.04
( 2023/02/09 16:03:00.321) #left_data: ,0.17,0.29,0.44,0.38,0,0.29,0.65,0.02
( 2023/02/09 16:03:00.387) #left_data: ,0.17,0.29,0.44,0.38,0,0.29,0.65,0.02
( 2023/02/09 16:03:00.451) #left_data: ,0.18,0.34,0.49,0.42,0,0.3,0.59,1.25
( 2023/02/09 16:03:00.507) #left_data: ,0.18,0.34,0.49,0.42,0,0.3,0.59,1.25
( 2023/02/09 16:03:00.564) #left_data: ,0.19,0.37,0.51,0.44,0,0.32,0.61,1.26
( 2023/02/09 16:03:00.620) #left_data: ,0.2,0.37,0.51,0.44,0,0.32,0.62,1.26
( 2023/02/09 16:03:00.680) #left_data: ,0.2,0.37,0.51,0.44,0,0.32,0.62,1.26
( 2023/02/09 16:03:00.745) #left_data: ,0.19,0.35,0.5,0.43,0,0.32,0.63,0
( 2023/02/09 16:03:00.809) #left_data: ,0.19,0.33,0.49,0.42,0,0.31,0.66,0.01
( 2023/02/09 16:03:00.875) #left_data: ,0.19,0.33,0.49,0.4,0,0.31,0.66,0
( 2023/02/09 16:03:00.933) #left_data: ,0.19,0.32,0.48,0.4,0,0.3,0.62,1.26
( 2023/02/09 16:03:00.990) #left_data: ,0.19,0.32,0.47,0.39,0,0.29,0.61,1.26
( 2023/02/09 16:03:01.054) #left_data: ,0.19,0.31,0.46,0.39,0,0.29,0.61,1.26
( 2023/02/09 16:03:01.118) #left_data: ,0.19,0.31,0.46,0.39,0,0.29,0.61,1.26
( 2023/02/09 16:03:01.181) #left_data: ,0.19,0.32,0.46,0.39,0,0.29,0.61,1.26
( 2023/02/09 16:03:01.239) #left_data: ,0.19,0.32,0.46,0.39,0,0.29,0.61,1.26
( 2023/02/09 16:03:01.297) #left_data: ,0.19,0.31,0.46,0.39,0,0.29,0.61,1.26
( 2023/02/09 16:03:01.356) #left_data: ,0.19,0.32,0.46,0.39,0,0.3,0.63,1.25
( 2023/02/09 16:03:01.421) #left_data: ,0.2,0.33,0.47,0.4,0,0.3,0.61,1.26
( 2023/02/09 16:03:01.484) #left_data: ,0.2,0.33,0.48,0.4,0,0.3,0.58,1.24
( 2023/02/09 16:03:01.541) #left_data: ,0.2,0.34,0.49,0.41,0,0.3,0.5,1.22
( 2023/02/09 16:03:01.598) #left_data: ,0.2,0.36,0.5,0.42,0,0.31,0.46,1.2
( 2023/02/09 16:03:01.657) #left_data: ,0.2,0.36,0.5,0.42,0,0.31,0.46,1.2
( 2023/02/09 16:03:01.721) #left_data: ,0.21,0.39,0.51,0.44,0,0.31,0.4,1.18
( 2023/02/09 16:03:01.785) #left_data: ,0.21,0.39,0.51,0.44,0,0.31,0.4,1.18
( 2023/02/09 16:03:01.847) #left_data: ,0.2,0.4,0.52,0.45,0,0.32,0.39,1.18
( 2023/02/09 16:03:01.906) #left_data: ,0.21,0.4,0.52,0.45,0,0.33,0.41,1.18
( 2023/02/09 16:03:01.964) #left_data: ,0.21,0.4,0.52,0.45,0,0.33,0.41,1.18
( 2023/02/09 16:03:02.028) #left_data: ,0.21,0.4,0.52,0.45,0,0.33,0.42,1.19
( 2023/02/09 16:03:02.092) #left_data: ,0.21,0.4,0.52,0.45,0,0.33,0.45,1.2
( 2023/02/09 16:03:02.153) #left_data: ,0.21,0.4,0.52,0.46,0,0.33,0.44,1.2
( 2023/02/09 16:03:02.211) #left_data: ,0.21,0.4,0.52,0.46,0,0.33,0.44,1.2
( 2023/02/09 16:03:02.270) #left_data: ,0.21,0.41,0.53,0.47,0,0.34,0.44,1.2
( 2023/02/09 16:03:02.330) #left_data: ,0.21,0.41,0.53,0.47,0,0.34,0.44,1.2
( 2023/02/09 16:03:02.395) #left_data: ,0.21,0.41,0.53,0.47,0,0.34,0.44,1.2
( 2023/02/09 16:03:02.459) #left_data: ,0.21,0.42,0.53,0.49,0,0.35,0.42,1.19
( 2023/02/09 16:03:02.519) #left_data: ,0.21,0.42,0.53,0.49,0,0.35,0.42,1.19
( 2023/02/09 16:03:02.577) #left_data: ,0.22,0.42,0.53,0.49,0,0.35,0.42,1.19
( 2023/02/09 16:03:02.641) #left_data: ,0.22,0.42,0.54,0.49,0,0.35,0.39,1.18
( 2023/02/09 16:03:02.705) #left_data: ,0.22,0.42,0.54,0.49,0,0.35,0.38,1.18
( 2023/02/09 16:03:02.768) #left_data: ,0.21,0.44,0.54,0.49,0,0.35,0.34,1.16
( 2023/02/09 16:03:02.829) #left_data: ,0.22,0.45,0.54,0.49,0,0.35,0.35,1.15
( 2023/02/09 16:03:02.887) #left_data: ,0.22,0.45,0.56,0.49,0,0.35,0.32,1.13
( 2023/02/09 16:03:02.943) #left_data: ,0.21,0.46,0.56,0.5,0,0.36,0.32,1.13
( 2023/02/09 16:03:03.008) #left_data: ,0.22,0.46,0.56,0.5,0,0.36,0.29,1.13
( 2023/02/09 16:03:03.071) #left_data: ,0.22,0.46,0.56,0.51,0,0.36,0.3,1.14
( 2023/02/09 16:03:03.135) #left_data: ,0.22,0.46,0.56,0.51,0,0.36,0.29,1.14
( 2023/02/09 16:03:03.193) #left_data: ,0.23,0.46,0.56,0.5,0,0.36,0.35,1.15
( 2023/02/09 16:03:03.253) #left_data: ,0.23,0.46,0.56,0.5,0,0.36,0.35,1.15
( 2023/02/09 16:03:03.317) #left_data: ,0.23,0.46,0.56,0.5,0,0.36,0.35,1.15
( 2023/02/09 16:03:03.384) #left_data: ,0.21,0.44,0.54,0.49,0,0.36,0.36,1.17
( 2023/02/09 16:03:03.450) #left_data: ,0.21,0.44,0.54,0.49,0,0.36,0.36,1.17
( 2023/02/09 16:03:03.512) #left_data: ,0.22,0.44,0.54,0.49,0,0.36,0.38,1.17
( 2023/02/09 16:03:03.571) #left_data: ,0.23,0.46,0.56,0.51,0,0.36,0.36,1.16
( 2023/02/09 16:03:03.630) #left_data: ,0.23,0.46,0.56,0.51,0,0.36,0.36,1.16
( 2023/02/09 16:03:03.693) #left_data: ,0.23,0.46,0.56,0.51,0,0.36,0.36,1.16
( 2023/02/09 16:03:03.757) #left_data: ,0.23,0.47,0.57,0.52,0,0.36,0.35,1.16
( 2023/02/09 16:03:03.830) #left_data: ,0.22,0.47,0.57,0.53,0,0.36,0.32,1.15
( 2023/02/09 16:03:03.888) #left_data: ,0.21,0.47,0.58,0.53,0,0.37,0.3,1.14
( 2023/02/09 16:03:03.946) #left_data: ,0.21,0.48,0.58,0.53,0,0.36,0.27,1.11
( 2023/02/09 16:03:04.011) #left_data: ,0.22,0.49,0.58,0.52,0,0.36,0.27,1.1
( 2023/02/09 16:03:04.078) #left_data: ,0.22,0.47,0.58,0.52,0,0.36,0.23,1.1
( 2023/02/09 16:03:04.138) #left_data: ,0.22,0.47,0.58,0.52,0,0.36,0.26,1.1
( 2023/02/09 16:03:04.196) #left_data: ,0.22,0.47,0.58,0.52,0,0.36,0.26,1.1
( 2023/02/09 16:03:04.254) #left_data: ,0.21,0.49,0.58,0.53,0,0.36,0.22,1.09
( 2023/02/09 16:03:04.313) #left_data: ,0.21,0.49,0.59,0.53,0,0.37,0.2,1.07
( 2023/02/09 16:03:04.380) #left_data: ,0.21,0.49,0.59,0.53,0,0.37,0.2,1.07
( 2023/02/09 16:03:04.443) #left_data: ,0.21,0.49,0.6,0.54,0,0.37,0.2,1.06
( 2023/02/09 16:03:04.501) #left_data: ,0.21,0.49,0.6,0.54,0,0.37,0.2,1.06
( 2023/02/09 16:03:04.559) #left_data: ,0.22,0.51,0.61,0.55,0,0.38,0.15,1.04
( 2023/02/09 16:03:04.619) #left_data: ,0.22,0.51,0.61,0.55,0,0.38,0.15,1.04
( 2023/02/09 16:03:04.683) #left_data: ,0.23,0.52,0.63,0.55,0,0.38,0.07,1.01
( 2023/02/09 16:03:04.749) #left_data: ,0.22,0.53,0.63,0.57,0,0.38,0.09,1.01
( 2023/02/09 16:03:04.810) #left_data: ,0.22,0.55,0.65,0.59,0,0.39,0.08,1.01
( 2023/02/09 16:03:04.868) #left_data: ,0.22,0.56,0.66,0.59,0,0.4,0.07,1.01
( 2023/02/09 16:03:04.930) #left_data: ,0.22,0.56,0.66,0.59,0,0.4,0.07,1.01
( 2023/02/09 16:03:04.994) #left_data: ,0.24,0.57,0.67,0.6,0,0.4,0.09,1.01
( 2023/02/09 16:03:05.059) #left_data: ,0.24,0.57,0.67,0.6,0,0.4,0.09,1.01
( 2023/02/09 16:03:05.120) #left_data: ,0.24,0.57,0.67,0.6,0,0.4,0.09,1.01
( 2023/02/09 16:03:05.178) #left_data: ,0.25,0.63,0.71,0.61,0,0.41,0.06,1.01
( 2023/02/09 16:03:05.237) #left_data: ,0.25,0.66,0.75,0.63,0,0.42,0.01,0.98
( 2023/02/09 16:03:05.301) #left_data: ,0.25,0.66,0.75,0.63,0,0.42,0.01,0.98
( 2023/02/09 16:03:05.365) #left_data: ,0.25,0.68,0.76,0.64,0,0.43,1.25,0.98
( 2023/02/09 16:03:05.429) #left_data: ,0.25,0.68,0.76,0.64,0,0.43,1.25,0.98
( 2023/02/09 16:03:05.490) #left_data: ,0.26,0.68,0.77,0.65,0,0.44,0,1
( 2023/02/09 16:03:05.591) #left_data: ,0.25,0.66,0.75,0.64,0,0.43,0.06,1.03
( 2023/02/09 16:03:05.649) #left_data: ,0.25,0.66,0.75,0.64,0,0.43,0.06,1.03
( 2023/02/09 16:03:05.707) #left_data: ,0.25,0.63,0.72,0.64,0,0.42,0.1,1.03
( 2023/02/09 16:03:05.769) #left_data: ,0.24,0.58,0.68,0.62,0,0.41,0.13,1.05
( 2023/02/09 16:03:05.825) #left_data: ,0.24,0.58,0.68,0.62,0,0.41,0.13,1.05
( 2023/02/09 16:03:05.883) #left_data: ,0.22,0.55,0.64,0.59,0,0.4,0.18,1.08
( 2023/02/09 16:03:05.942) #left_data: ,0.21,0.48,0.62,0.56,0,0.39,0.27,1.13
( 2023/02/09 16:03:06.005) #left_data: ,0.2,0.44,0.57,0.52,0,0.38,0.28,1.14
( 2023/02/09 16:03:06.070) #left_data: ,0.19,0.41,0.56,0.51,0,0.37,0.33,1.15
( 2023/02/09 16:03:06.134) #left_data: ,0.19,0.41,0.56,0.51,0,0.37,0.33,1.15
( 2023/02/09 16:03:06.192) #left_data: ,0.2,0.42,0.56,0.51,0,0.37,0.32,1.15
( 2023/02/09 16:03:06.254) #left_data: ,0.21,0.43,0.56,0.51,0,0.37,0.29,1.14
( 2023/02/09 16:03:06.317) #left_data: ,0.21,0.44,0.56,0.51,0,0.37,0.26,1.13
( 2023/02/09 16:03:06.380) #left_data: ,0.21,0.44,0.56,0.51,0,0.37,0.26,1.13
( 2023/02/09 16:03:06.444) #left_data: ,0.22,0.48,0.59,0.53,0,0.38,0.22,1.1
( 2023/02/09 16:03:06.500) #left_data: ,0.23,0.5,0.6,0.54,0,0.38,0.18,1.07
( 2023/02/09 16:03:06.557) #left_data: ,0.23,0.5,0.6,0.54,0,0.38,0.18,1.07
( 2023/02/09 16:03:06.619) #left_data: ,0.24,0.53,0.62,0.56,0,0.38,0.11,1.04
( 2023/02/09 16:03:06.683) #left_data: ,0.24,0.54,0.63,0.57,0,0.38,0.03,1
( 2023/02/09 16:03:06.744) #left_data: ,0.25,0.56,0.64,0.58,0,0.38,0,1
( 2023/02/09 16:03:06.802) #left_data: ,0.25,0.56,0.65,0.58,0,0.38,0,1
( 2023/02/09 16:03:06.862) #left_data: ,0.26,0.56,0.64,0.58,0,0.39,0.01,1
( 2023/02/09 16:03:06.922) #left_data: ,0.26,0.56,0.64,0.58,0,0.39,0.01,1
( 2023/02/09 16:03:06.989) #left_data: ,0.26,0.56,0.64,0.58,0,0.38,0.03,1
( 2023/02/09 16:03:07.059) #left_data: ,0.26,0.55,0.64,0.58,0,0.38,0.05,1.02
( 2023/02/09 16:03:07.121) #left_data: ,0.26,0.55,0.64,0.58,0,0.38,0.05,1.02
( 2023/02/09 16:03:07.179) #left_data: ,0.26,0.54,0.63,0.56,0,0.38,0.1,1.04
( 2023/02/09 16:03:07.238) #left_data: ,0.26,0.54,0.63,0.56,0,0.38,0.09,1.03
( 2023/02/09 16:03:07.302) #left_data: ,0.26,0.54,0.63,0.56,0,0.38,0.09,1.03
( 2023/02/09 16:03:07.367) #left_data: ,0.26,0.55,0.63,0.56,0,0.38,0.08,1.02
( 2023/02/09 16:03:07.430) #left_data: ,0.26,0.56,0.64,0.57,0,0.38,0.04,1.01
( 2023/02/09 16:03:07.487) #left_data: ,0.26,0.56,0.64,0.57,0,0.38,0.04,1.01
( 2023/02/09 16:03:07.546) #left_data: ,0.26,0.56,0.64,0.57,0,0.38,0.04,1.01
( 2023/02/09 16:03:07.614) #left_data: ,0.26,0.56,0.64,0.58,0,0.38,0.02,1
( 2023/02/09 16:03:07.677) #left_data: ,0.26,0.56,0.64,0.58,0,0.38,0.02,1
( 2023/02/09 16:03:07.739) #left_data: ,0.27,0.57,0.65,0.58,0,0.38,0.01,0.99
( 2023/02/09 16:03:07.799) #left_data: ,0.26,0.57,0.65,0.58,0,0.38,1.27,0.99
( 2023/02/09 16:03:07.856) #left_data: ,0.26,0.58,0.66,0.59,0,0.38,1.26,0.98
( 2023/02/09 16:03:07.916) #left_data: ,0.26,0.59,0.66,0.59,0,0.39,1.26,0.97
( 2023/02/09 16:03:07.981) #left_data: ,0.25,0.59,0.66,0.59,0,0.39,1.26,0.97
( 2023/02/09 16:03:08.045) #left_data: ,0.25,0.59,0.66,0.59,0,0.39,1.26,0.97
( 2023/02/09 16:03:08.107) #left_data: ,0.25,0.61,0.68,0.61,0,0.39,1.23,0.95
( 2023/02/09 16:03:08.164) #left_data: ,0.26,0.61,0.69,0.61,0,0.39,1.24,0.95
( 2023/02/09 16:03:08.224) #left_data: ,0.26,0.61,0.69,0.61,0,0.39,1.24,0.95
( 2023/02/09 16:03:08.287) #left_data: ,0.26,0.61,0.69,0.61,0,0.39,1.24,0.95
( 2023/02/09 16:03:08.352) #left_data: ,0.26,0.62,0.69,0.61,0,0.39,1.23,0.94
( 2023/02/09 16:03:08.414) #left_data: ,0.26,0.63,0.7,0.61,0,0.39,1.23,0.94
( 2023/02/09 16:03:08.471) #left_data: ,0.26,0.63,0.7,0.61,0,0.39,1.22,0.94
( 2023/02/09 16:03:08.528) #left_data: ,0.27,0.63,0.7,0.61,0,0.39,1.23,0.94
( 2023/02/09 16:03:08.591) #left_data: ,0.27,0.63,0.7,0.61,0,0.39,1.22,0.94
( 2023/02/09 16:03:08.653) #left_data: ,0.27,0.63,0.7,0.61,0,0.4,1.22,0.94
( 2023/02/09 16:03:08.716) #left_data: ,0.27,0.63,0.7,0.62,0,0.4,1.22,0.94
( 2023/02/09 16:03:08.776) #left_data: ,0.27,0.63,0.7,0.62,0,0.4,1.22,0.94
( 2023/02/09 16:03:08.834) #left_data: ,0.27,0.62,0.7,0.61,0,0.4,1.24,0.95
( 2023/02/09 16:03:08.893) #left_data: ,0.27,0.62,0.7,0.61,0,0.4,1.24,0.95
( 2023/02/09 16:03:08.956) #left_data: ,0.27,0.63,0.7,0.62,0,0.4,1.24,0.95
( 2023/02/09 16:03:09.020) #left_data: ,0.28,0.62,0.7,0.62,0,0.4,1.24,0.95
( 2023/02/09 16:03:09.083) #left_data: ,0.28,0.62,0.7,0.62,0,0.4,1.24,0.95
( 2023/02/09 16:03:09.139) #left_data: ,0.28,0.62,0.7,0.62,0,0.4,1.24,0.95
( 2023/02/09 16:03:09.197) #left_data: ,0.28,0.62,0.7,0.62,0,0.4,1.24,0.95
( 2023/02/09 16:03:09.257) #left_data: ,0.28,0.61,0.69,0.62,0,0.4,1.25,0.97
( 2023/02/09 16:03:09.322) #left_data: ,0.28,0.61,0.69,0.62,0,0.4,1.25,0.97
( 2023/02/09 16:03:09.384) #left_data: ,0.27,0.61,0.69,0.61,0,0.4,1.25,0.96
( 2023/02/09 16:03:09.442) #left_data: ,0.27,0.61,0.69,0.61,0,0.4,1.25,0.97
( 2023/02/09 16:03:09.501) #left_data: ,0.27,0.61,0.69,0.61,0,0.4,1.25,0.97
( 2023/02/09 16:03:09.567) #left_data: ,0.27,0.61,0.69,0.62,0,0.4,1.26,0.97
( 2023/02/09 16:03:09.632) #left_data: ,0.28,0.62,0.7,0.62,0,0.41,1.25,0.96
( 2023/02/09 16:03:09.697) #left_data: ,0.28,0.63,0.7,0.63,0,0.41,1.24,0.95
( 2023/02/09 16:03:09.758) #left_data: ,0.28,0.62,0.69,0.62,0,0.4,1.24,0.96
( 2023/02/09 16:03:09.819) #left_data: ,0.28,0.62,0.69,0.62,0,0.4,1.24,0.96
( 2023/02/09 16:03:09.878) #left_data: ,0.28,0.62,0.69,0.61,0,0.4,1.25,0.96
( 2023/02/09 16:03:09.941) #left_data: ,0.27,0.61,0.68,0.61,0,0.4,1.25,0.96
( 2023/02/09 16:03:10.007) #left_data: ,0.27,0.6,0.67,0.6,0,0.39,1.26,0.97
( 2023/02/09 16:03:10.070) #left_data: ,0.26,0.58,0.65,0.58,0,0.39,0.02,1
( 2023/02/09 16:03:10.127) #left_data: ,0.23,0.53,0.62,0.55,0,0.38,0.11,1.04
( 2023/02/09 16:03:10.188) #left_data: ,0.23,0.53,0.62,0.55,0,0.38,0.11,1.04
( 2023/02/09 16:03:10.251) #left_data: ,0.22,0.48,0.58,0.52,0,0.36,0.18,1.06
( 2023/02/09 16:03:10.315) #left_data: ,0.23,0.48,0.58,0.52,0,0.36,0.18,1.06
( 2023/02/09 16:03:10.377) #left_data: ,0.23,0.48,0.58,0.52,0,0.36,0.18,1.06
( 2023/02/09 16:03:10.439) #left_data: ,0.22,0.47,0.57,0.5,0,0.35,0.16,1.05
( 2023/02/09 16:03:10.497) #left_data: ,0.2,0.43,0.53,0.46,0,0.33,0.19,1.07
( 2023/02/09 16:03:10.557) #left_data: ,0.2,0.43,0.53,0.46,0,0.33,0.19,1.07
( 2023/02/09 16:03:10.621) #left_data: ,0.19,0.41,0.52,0.44,0,0.33,0.19,1.07
( 2023/02/09 16:03:10.687) #left_data: ,0.21,0.44,0.54,0.46,0,0.33,0.18,1.06
( 2023/02/09 16:03:10.793) #left_data: ,0.21,0.44,0.54,0.46,0,0.33,0.17,1.05
( 2023/02/09 16:03:10.853) #left_data: ,0.21,0.45,0.54,0.46,0,0.33,0.16,1.05
( 2023/02/09 16:03:10.917) #left_data: ,0.21,0.45,0.54,0.46,0,0.33,0.16,1.05
( 2023/02/09 16:03:10.984) #left_data: ,0.22,0.45,0.54,0.47,0,0.33,0.11,1.04
( 2023/02/09 16:03:11.045) #left_data: ,0.22,0.45,0.54,0.48,0,0.33,0.11,1.04
( 2023/02/09 16:03:11.102) #left_data: ,0.22,0.45,0.54,0.48,0,0.33,0.11,1.04
( 2023/02/09 16:03:11.160) #left_data: ,0.22,0.45,0.54,0.48,0,0.33,0.11,1.04
( 2023/02/09 16:03:11.222) #left_data: ,0.22,0.45,0.54,0.48,0,0.33,0.11,1.04
( 2023/02/09 16:03:11.287) #left_data: ,0.22,0.45,0.54,0.48,0,0.33,0.11,1.04
( 2023/02/09 16:03:11.353) #left_data: ,0.22,0.45,0.54,0.48,0,0.33,0.11,1.04
( 2023/02/09 16:03:11.416) #left_data: ,0.22,0.46,0.54,0.46,0,0.33,0.16,1.05
( 2023/02/09 16:03:11.474) #left_data: ,0.22,0.46,0.54,0.46,0,0.33,0.16,1.05
( 2023/02/09 16:03:11.533) #left_data: ,0.22,0.44,0.54,0.46,0,0.33,0.17,1.07
( 2023/02/09 16:03:11.596) #left_data: ,0.22,0.43,0.54,0.46,0,0.33,0.19,1.07
( 2023/02/09 16:03:11.660) #left_data: ,0.22,0.43,0.54,0.46,0,0.33,0.19,1.07
( 2023/02/09 16:03:11.722) #left_data: ,0.21,0.42,0.53,0.44,0,0.33,0.21,1.09
( 2023/02/09 16:03:11.779) #left_data: ,0.17,0.37,0.51,0.41,0,0.33,0.26,1.11
( 2023/02/09 16:03:11.837) #left_data: ,0.17,0.37,0.51,0.41,0,0.33,0.26,1.11
( 2023/02/09 16:03:11.902) #left_data: ,0.17,0.37,0.51,0.42,0,0.32,0.25,1.12
( 2023/02/09 16:03:11.969) #left_data: ,0.17,0.36,0.5,0.4,0,0.32,0.26,1.12
( 2023/02/09 16:03:12.031) #left_data: ,0.17,0.36,0.5,0.4,0,0.32,0.26,1.12
( 2023/02/09 16:03:12.088) #left_data: ,0.17,0.35,0.5,0.39,0,0.31,0.26,1.12
( 2023/02/09 16:03:12.144) #left_data: ,0.16,0.35,0.5,0.38,0,0.3,0.28,1.13
( 2023/02/09 16:03:12.204) #left_data: ,0.16,0.35,0.5,0.38,0,0.3,0.28,1.13
( 2023/02/09 16:03:12.271) #left_data: ,0.17,0.36,0.5,0.39,0,0.3,0.27,1.12
( 2023/02/09 16:03:12.335) #left_data: ,0.17,0.38,0.51,0.39,0,0.3,0.22,1.1
( 2023/02/09 16:03:12.397) #left_data: ,0.18,0.39,0.51,0.41,0,0.3,0.2,1.08
( 2023/02/09 16:03:12.454) #left_data: ,0.19,0.41,0.52,0.43,0,0.31,0.17,1.07
( 2023/02/09 16:03:12.514) #left_data: ,0.2,0.41,0.52,0.43,0,0.31,0.17,1.07
( 2023/02/09 16:03:12.576) #left_data: ,0.2,0.41,0.52,0.43,0,0.31,0.17,1.07
( 2023/02/09 16:03:12.643) #left_data: ,0.2,0.41,0.52,0.41,0,0.3,0.18,1.07
( 2023/02/09 16:03:12.703) #left_data: ,0.2,0.4,0.51,0.41,0,0.3,0.2,1.07
( 2023/02/09 16:03:12.761) #left_data: ,0.2,0.4,0.51,0.41,0,0.3,0.2,1.07
( 2023/02/09 16:03:12.820) #left_data: ,0.2,0.4,0.51,0.41,0,0.3,0.21,1.08
( 2023/02/09 16:03:12.887) #left_data: ,0.2,0.4,0.51,0.41,0,0.3,0.21,1.08
( 2023/02/09 16:03:12.953) #left_data: ,0.2,0.4,0.51,0.41,0,0.3,0.21,1.08
( 2023/02/09 16:03:13.014) #left_data: ,0.19,0.39,0.51,0.4,0,0.3,0.23,1.09
( 2023/02/09 16:03:13.071) #left_data: ,0.19,0.39,0.51,0.39,0,0.29,0.22,1.1
( 2023/02/09 16:03:13.129) #left_data: ,0.19,0.41,0.51,0.39,0,0.29,0.23,1.1
( 2023/02/09 16:03:13.188) #left_data: ,0.2,0.44,0.51,0.4,0,0.29,0.22,1.09
( 2023/02/09 16:03:13.251) #left_data: ,0.2,0.44,0.51,0.4,0,0.29,0.22,1.09
( 2023/02/09 16:03:13.317) #left_data: ,0.21,0.44,0.52,0.4,0,0.29,0.26,1.1
( 2023/02/09 16:03:13.378) #left_data: ,0.21,0.44,0.51,0.4,0,0.28,0.26,1.1
( 2023/02/09 16:03:13.436) #left_data: ,0.21,0.44,0.51,0.39,0,0.27,0.27,1.1
( 2023/02/09 16:03:13.494) #left_data: ,0.21,0.44,0.51,0.39,0,0.27,0.27,1.1
( 2023/02/09 16:03:13.558) #left_data: ,0.2,0.4,0.49,0.35,0,0.27,0.26,1.1
( 2023/02/09 16:03:13.628) #left_data: ,0.15,0.31,0.43,0.32,0,0.25,0.35,1.14
( 2023/02/09 16:03:13.688) #left_data: ,0.14,0.26,0.38,0.27,0,0.24,0.41,1.16
( 2023/02/09 16:03:13.745) #left_data: ,0.14,0.24,0.36,0.25,0,0.23,0.45,1.16
( 2023/02/09 16:03:13.804) #left_data: ,0.14,0.22,0.34,0.23,0,0.22,0.44,1.16
( 2023/02/09 16:03:13.867) #left_data: ,0.14,0.24,0.35,0.24,0,0.23,0.33,1.13
( 2023/02/09 16:03:13.930) #left_data: ,0.15,0.25,0.36,0.25,0,0.22,0.27,1.09
( 2023/02/09 16:03:13.993) #left_data: ,0.15,0.24,0.35,0.24,0,0.22,0.23,1.07
