( 2023/02/09 19:29:05.637) #left_data: ,L_FSR1,L_FSR2,L_FSR3,L_FSR4,L_FSR5,L_FSR6,L_FSR7,L_FSR8
( 2023/02/09 19:30:00.883) #left_data: ,0.38,0.0,0.04,0.01,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:00.941) #left_data: ,0.23,0.0,0.04,0.01,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:01.005) #left_data: ,0.19,0.0,0.05,0.04,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:01.070) #left_data: ,0.19,0.0,0.07,0.01,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:01.136) #left_data: ,0.19,0.0,0.07,0.01,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:01.195) #left_data: ,0.15,0.07,0.17,0.05,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:01.251) #left_data: ,0.14,0.05,0.09,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:01.312) #left_data: ,0.14,0.05,0.09,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:01.377) #left_data: ,0.38,0.07,0.15,0.01,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:01.441) #left_data: ,3.32,1.57,1.76,0.35,0.0,0.65,0.0,0.0
( 2023/02/09 19:30:01.507) #left_data: ,5.73,3.99,3.08,1.96,0.12,1.49,0.03,0.21
( 2023/02/09 19:30:01.566) #left_data: ,6.72,4.96,3.47,1.23,0.01,0.98,0.6,0.0
( 2023/02/09 19:30:01.627) #left_data: ,6.42,4.64,2.47,0.46,0.02,0.78,1.17,0.08
( 2023/02/09 19:30:01.692) #left_data: ,6.57,4.96,2.56,0.13,0.0,0.5,0.71,0.0
( 2023/02/09 19:30:01.760) #left_data: ,6.27,5.01,1.92,1.09,0.0,0.31,0.87,0.01
( 2023/02/09 19:30:01.823) #left_data: ,5.99,4.96,1.25,0.94,0.0,0.21,0.93,0.01
( 2023/02/09 19:30:01.881) #left_data: ,6.49,5.24,1.72,1.04,0.0,0.21,0.64,0.0
( 2023/02/09 19:30:01.940) #left_data: ,6.65,4.96,2.36,0.16,0.0,0.26,0.14,0.0
( 2023/02/09 19:30:02.005) #left_data: ,5.24,2.73,1.16,0.08,0.0,0.1,0.0,0.0
( 2023/02/09 19:30:02.072) #left_data: ,3.32,1.16,0.42,0.19,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:02.134) #left_data: ,0.27,0.0,0.06,0.09,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:02.192) #left_data: ,0.21,0.0,0.06,0.06,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:02.252) #left_data: ,0.21,0.0,0.06,0.04,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:02.315) #left_data: ,0.24,0.0,0.04,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:02.383) #left_data: ,0.28,0.0,0.02,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:02.445) #left_data: ,0.28,0.0,0.07,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:02.503) #left_data: ,0.29,0.02,0.08,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:02.562) #left_data: ,0.24,0.05,0.08,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:02.622) #left_data: ,0.4,0.0,0.02,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:02.688) #left_data: ,4.21,2.36,3.08,0.61,0.0,0.35,0.0,0.0
( 2023/02/09 19:30:02.753) #left_data: ,5.36,5.36,4.9,2.73,0.18,2.7,0.62,0.2
( 2023/02/09 19:30:02.816) #left_data: ,5.24,5.3,4.8,2.5,0.09,2.13,0.31,0.03
( 2023/02/09 19:30:02.874) #left_data: ,4.69,4.3,4.69,2.67,0.04,2.03,0.01,0.0
( 2023/02/09 19:30:02.934) #left_data: ,4.69,4.3,4.69,2.67,0.04,2.03,0.01,0.0
( 2023/02/09 19:30:02.999) #left_data: ,4.03,3.29,4.49,2.73,0.0,1.39,0.0,0.0
( 2023/02/09 19:30:03.064) #left_data: ,3.58,3.01,4.45,2.95,0.05,2.58,0.0,0.01
( 2023/02/09 19:30:03.126) #left_data: ,3.58,3.01,4.45,2.95,0.05,2.58,0.0,0.01
( 2023/02/09 19:30:03.185) #left_data: ,3.95,3.18,4.45,3.08,0.09,3.05,0.13,0.05
( 2023/02/09 19:30:03.243) #left_data: ,5.6,4.26,4.49,2.01,0.0,0.95,0.0,0.0
( 2023/02/09 19:30:03.303) #left_data: ,5.6,4.26,4.49,2.01,0.0,0.95,0.0,0.0
( 2023/02/09 19:30:03.370) #left_data: ,5.66,3.22,4.08,1.63,0.0,0.66,0.0,0.0
( 2023/02/09 19:30:03.432) #left_data: ,4.54,0.82,1.07,0.29,0.0,0.16,0.0,0.0
( 2023/02/09 19:30:03.491) #left_data: ,0.36,0.0,0.0,0.31,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:03.551) #left_data: ,0.36,0.0,0.0,0.31,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:03.615) #left_data: ,0.17,0.0,0.0,0.09,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:03.684) #left_data: ,0.15,0.0,0.01,0.04,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:03.752) #left_data: ,0.19,0.0,0.02,0.05,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:03.813) #left_data: ,0.27,0.0,0.02,0.05,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:03.873) #left_data: ,0.26,0.0,0.03,0.05,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:03.935) #left_data: ,0.19,0.0,0.04,0.01,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:03.999) #left_data: ,0.19,0.0,0.04,0.01,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:04.069) #left_data: ,0.02,0.0,0.03,0.03,0.0,0.0,0.17,0.25
( 2023/02/09 19:30:04.133) #left_data: ,0.35,0.23,0.53,0.97,0.0,0.7,4.12,3.66
( 2023/02/09 19:30:04.196) #left_data: ,0.35,0.23,0.53,0.97,0.0,0.7,4.12,3.66
( 2023/02/09 19:30:04.256) #left_data: ,0.74,1.0,0.92,1.03,0.01,0.87,4.9,4.26
( 2023/02/09 19:30:04.318) #left_data: ,0.85,0.26,0.97,1.0,0.03,0.9,5.48,5.01
( 2023/02/09 19:30:04.382) #left_data: ,1.08,1.26,0.12,1.18,0.04,1.21,4.59,3.78
( 2023/02/09 19:30:04.446) #left_data: ,0.35,1.99,0.54,1.25,0.05,1.25,4.4,2.98
( 2023/02/09 19:30:04.503) #left_data: ,1.3,2.76,1.06,0.05,0.07,1.16,4.3,2.34
( 2023/02/09 19:30:04.562) #left_data: ,1.3,2.76,1.06,0.05,0.07,1.16,4.3,2.34
( 2023/02/09 19:30:04.627) #left_data: ,2.03,3.4,1.55,0.01,0.06,0.9,4.75,2.18
( 2023/02/09 19:30:04.690) #left_data: ,2.03,3.4,1.55,0.01,0.06,0.9,4.75,2.18
( 2023/02/09 19:30:04.748) #left_data: ,2.03,3.4,1.55,0.01,0.06,0.9,4.75,2.18
( 2023/02/09 19:30:04.810) #left_data: ,3.36,3.7,2.08,0.2,0.06,0.88,2.36,1.2
( 2023/02/09 19:30:04.870) #left_data: ,4.26,2.61,2.08,0.4,0.03,1.02,1.05,0.3
( 2023/02/09 19:30:04.930) #left_data: ,4.26,2.61,2.08,0.4,0.03,1.02,1.05,0.3
( 2023/02/09 19:30:04.995) #left_data: ,4.12,1.19,1.87,0.18,0.0,0.71,0.0,0.0
( 2023/02/09 19:30:05.063) #left_data: ,0.05,0.0,0.06,0.12,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:05.126) #left_data: ,0.05,0.0,0.06,0.12,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:05.186) #left_data: ,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:05.280) #left_data: ,0.16,0.0,0.03,0.09,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:05.339) #left_data: ,0.21,0.0,0.05,0.11,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:05.396) #left_data: ,0.2,0.0,0.05,0.05,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:05.453) #left_data: ,0.14,0.0,0.04,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:05.511) #left_data: ,0.13,0.02,0.07,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:05.573) #left_data: ,0.15,0.05,0.11,0.04,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:05.639) #left_data: ,0.15,0.05,0.11,0.04,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:05.708) #left_data: ,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:05.773) #left_data: ,0.55,0.0,0.12,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:05.832) #left_data: ,3.55,3.55,4.59,2.89,0.0,1.78,0.0,0.0
( 2023/02/09 19:30:05.892) #left_data: ,3.55,3.55,4.59,2.89,0.0,1.78,0.0,0.0
( 2023/02/09 19:30:05.956) #left_data: ,4.26,4.35,4.69,3.08,0.16,2.98,1.15,0.27
( 2023/02/09 19:30:06.024) #left_data: ,4.26,4.35,4.69,3.08,0.16,2.98,1.15,0.27
( 2023/02/09 19:30:06.088) #left_data: ,1.65,1.57,3.55,2.95,0.05,2.89,0.2,0.04
( 2023/02/09 19:30:06.148) #left_data: ,1.65,1.57,3.55,2.95,0.05,2.89,0.2,0.04
( 2023/02/09 19:30:06.206) #left_data: ,1.02,0.75,3.36,3.05,0.05,3.08,0.25,0.09
( 2023/02/09 19:30:06.267) #left_data: ,1.51,1.25,3.7,3.43,0.07,3.22,0.3,0.06
( 2023/02/09 19:30:06.332) #left_data: ,1.92,1.47,3.86,3.66,0.1,3.36,1.01,0.34
( 2023/02/09 19:30:06.395) #left_data: ,1.83,1.19,3.86,3.82,0.08,3.4,0.46,0.03
( 2023/02/09 19:30:06.458) #left_data: ,1.59,0.34,3.66,3.86,0.08,3.51,0.91,0.13
( 2023/02/09 19:30:06.519) #left_data: ,2.16,0.23,3.55,3.99,0.07,3.4,0.63,0.01
( 2023/02/09 19:30:06.581) #left_data: ,3.32,1.09,3.66,3.91,0.05,3.05,0.3,0.0
( 2023/02/09 19:30:06.647) #left_data: ,3.62,1.28,3.62,3.78,0.0,1.18,0.0,0.0
( 2023/02/09 19:30:06.714) #left_data: ,3.99,0.2,1.28,1.49,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:06.782) #left_data: ,0.2,0.17,0.41,0.37,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:06.841) #left_data: ,0.13,0.0,0.04,0.18,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:06.902) #left_data: ,0.07,0.0,0.05,0.13,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:06.969) #left_data: ,0.1,0.0,0.05,0.08,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:07.037) #left_data: ,0.17,0.0,0.05,0.05,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:07.105) #left_data: ,0.14,0.03,0.09,0.01,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:07.165) #left_data: ,0.14,0.03,0.09,0.01,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:07.225) #left_data: ,0.13,0.06,0.12,0.04,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:07.290) #left_data: ,0.12,0.06,0.1,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:07.360) #left_data: ,1.14,0.7,0.53,0.8,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:07.424) #left_data: ,3.32,4.54,5.07,3.4,0.03,2.39,0.0,0.0
( 2023/02/09 19:30:07.485) #left_data: ,3.7,3.99,4.9,3.86,0.17,3.25,0.21,0.44
( 2023/02/09 19:30:07.543) #left_data: ,2.95,2.76,3.82,3.47,0.12,2.89,1.99,0.85
( 2023/02/09 19:30:07.602) #left_data: ,1.28,1.67,3.11,3.08,0.06,2.44,1.37,0.7
( 2023/02/09 19:30:07.665) #left_data: ,0.18,1.2,1.51,2.64,0.03,2.18,2.31,1.21
( 2023/02/09 19:30:07.727) #left_data: ,0.18,1.2,1.51,2.64,0.03,2.18,2.31,1.21
( 2023/02/09 19:30:07.787) #left_data: ,0.65,0.29,1.83,2.92,0.03,2.28,2.23,1.09
( 2023/02/09 19:30:07.847) #left_data: ,1.23,0.87,2.18,3.18,0.05,2.42,2.5,0.98
( 2023/02/09 19:30:07.909) #left_data: ,1.23,0.87,2.18,3.18,0.05,2.42,2.5,0.98
( 2023/02/09 19:30:07.976) #left_data: ,2.11,1.16,2.36,3.36,0.06,2.47,1.8,0.58
( 2023/02/09 19:30:08.047) #left_data: ,3.55,1.53,2.42,2.5,0.0,0.81,0.0,0.0
( 2023/02/09 19:30:08.110) #left_data: ,3.55,1.53,2.42,2.5,0.0,0.81,0.0,0.0
( 2023/02/09 19:30:08.168) #left_data: ,1.02,0.08,0.25,0.23,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:08.229) #left_data: ,0.23,0.0,0.04,0.07,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:08.295) #left_data: ,0.23,0.0,0.04,0.07,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:08.362) #left_data: ,0.17,0.0,0.05,0.09,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:08.428) #left_data: ,0.26,0.0,0.07,0.05,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:08.487) #left_data: ,0.17,0.0,0.09,0.02,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:08.548) #left_data: ,0.17,0.0,0.09,0.02,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:08.620) #left_data: ,0.14,0.08,0.14,0.04,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:08.687) #left_data: ,0.13,0.02,0.06,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:08.753) #left_data: ,2.7,1.76,2.92,1.06,0.0,0.46,0.0,0.0
( 2023/02/09 19:30:08.813) #left_data: ,5.01,5.01,5.18,4.08,0.14,2.73,0.22,0.06
( 2023/02/09 19:30:08.871) #left_data: ,4.8,4.54,5.12,3.86,0.03,1.94,0.05,0.0
( 2023/02/09 19:30:08.930) #left_data: ,4.8,4.54,5.12,3.86,0.03,1.94,0.05,0.0
( 2023/02/09 19:30:08.996) #left_data: ,4.21,4.03,4.35,3.58,0.07,2.01,0.9,0.18
( 2023/02/09 19:30:09.060) #left_data: ,1.99,2.11,2.98,2.82,0.05,1.55,0.78,0.67
( 2023/02/09 19:30:09.122) #left_data: ,1.99,2.11,2.98,2.82,0.05,1.55,0.78,0.67
( 2023/02/09 19:30:09.180) #left_data: ,2.18,2.18,2.82,2.73,0.05,1.47,1.19,0.78
( 2023/02/09 19:30:09.240) #left_data: ,2.58,2.36,2.89,2.64,0.05,1.26,1.09,0.72
( 2023/02/09 19:30:09.305) #left_data: ,3.32,2.82,3.08,2.82,0.04,1.28,1.22,0.13
( 2023/02/09 19:30:09.371) #left_data: ,3.91,3.11,3.32,3.22,0.03,1.3,0.98,0.0
( 2023/02/09 19:30:09.437) #left_data: ,4.12,3.15,3.22,2.95,0.0,0.4,0.6,0.0
( 2023/02/09 19:30:09.495) #left_data: ,3.95,2.7,2.85,2.34,0.0,0.56,0.0,0.0
( 2023/02/09 19:30:09.555) #left_data: ,2.98,0.84,1.09,0.72,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:09.621) #left_data: ,0.43,0.0,0.18,0.23,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:09.688) #left_data: ,0.16,0.0,0.08,0.17,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:09.752) #left_data: ,0.2,0.0,0.08,0.13,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:09.811) #left_data: ,0.24,0.0,0.06,0.07,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:09.868) #left_data: ,0.24,0.0,0.05,0.02,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:09.928) #left_data: ,0.22,0.0,0.06,0.01,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:09.996) #left_data: ,0.26,0.0,0.06,0.02,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:10.059) #left_data: ,0.18,0.03,0.1,0.02,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:10.120) #left_data: ,0.15,0.06,0.11,0.01,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:10.179) #left_data: ,0.23,0.0,0.09,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:10.239) #left_data: ,2.36,2.56,3.51,0.72,0.0,0.12,0.0,0.0
( 2023/02/09 19:30:10.303) #left_data: ,3.74,4.75,4.8,2.79,0.09,1.76,0.52,0.14
( 2023/02/09 19:30:10.370) #left_data: ,4.12,5.12,4.64,2.53,0.12,1.47,1.2,0.19
( 2023/02/09 19:30:10.438) #left_data: ,3.95,4.69,3.95,1.76,0.06,0.75,0.16,0.23
( 2023/02/09 19:30:10.497) #left_data: ,3.95,4.69,3.95,1.76,0.06,0.75,0.16,0.23
( 2023/02/09 19:30:10.557) #left_data: ,4.03,4.69,3.91,1.45,0.01,1.13,0.6,0.0
( 2023/02/09 19:30:10.623) #left_data: ,4.21,3.74,3.86,2.18,0.02,0.57,0.59,0.0
( 2023/02/09 19:30:10.689) #left_data: ,4.21,3.74,3.86,2.18,0.02,0.57,0.59,0.0
( 2023/02/09 19:30:10.751) #left_data: ,3.99,2.89,3.7,2.79,0.03,1.3,0.7,0.0
( 2023/02/09 19:30:10.809) #left_data: ,3.78,1.45,3.05,3.08,0.0,0.59,0.0,0.0
( 2023/02/09 19:30:10.868) #left_data: ,3.78,1.45,3.05,3.08,0.0,0.59,0.0,0.0
( 2023/02/09 19:30:10.928) #left_data: ,3.78,1.45,3.05,3.08,0.0,0.59,0.0,0.0
( 2023/02/09 19:30:10.993) #left_data: ,1.14,0.07,0.54,0.61,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:11.059) #left_data: ,0.2,0.0,0.06,0.1,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:11.121) #left_data: ,0.2,0.0,0.06,0.1,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:11.179) #left_data: ,0.3,0.0,0.06,0.13,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:11.237) #left_data: ,0.3,0.0,0.03,0.04,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:11.304) #left_data: ,0.21,0.01,0.05,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:11.371) #left_data: ,0.21,0.01,0.05,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:11.436) #left_data: ,0.11,0.0,0.01,0.0,0.0,0.0,0.52,0.37
( 2023/02/09 19:30:11.495) #left_data: ,0.0,0.0,0.02,0.13,0.0,0.14,1.34,2.03
( 2023/02/09 19:30:11.556) #left_data: ,0.0,0.0,0.02,0.13,0.0,0.14,1.34,2.03
( 2023/02/09 19:30:11.620) #left_data: ,0.07,0.0,0.1,0.69,0.0,0.65,4.75,4.69
( 2023/02/09 19:30:11.688) #left_data: ,0.4,0.67,0.99,1.22,0.01,2.01,4.9,4.49
( 2023/02/09 19:30:11.752) #left_data: ,0.4,0.67,0.99,1.22,0.01,2.01,4.9,4.49
( 2023/02/09 19:30:11.809) #left_data: ,0.44,0.87,1.2,0.41,0.02,2.44,4.75,4.35
( 2023/02/09 19:30:11.866) #left_data: ,0.52,1.07,0.28,0.61,0.04,2.53,4.3,3.99
( 2023/02/09 19:30:11.926) #left_data: ,0.8,0.29,0.79,0.94,0.05,2.61,4.03,3.58
( 2023/02/09 19:30:11.993) #left_data: ,0.98,0.54,1.74,1.45,0.06,2.92,3.22,2.56
( 2023/02/09 19:30:12.059) #left_data: ,1.13,0.85,2.16,1.76,0.05,2.92,2.34,1.28
( 2023/02/09 19:30:12.120) #left_data: ,1.26,0.99,2.36,2.03,0.05,2.95,1.83,0.58
( 2023/02/09 19:30:12.180) #left_data: ,0.72,1.43,2.67,2.28,0.03,2.89,0.84,0.88
( 2023/02/09 19:30:12.242) #left_data: ,0.72,1.43,2.67,2.28,0.03,2.89,0.84,0.88
( 2023/02/09 19:30:12.306) #left_data: ,2.67,2.53,3.4,2.58,0.04,2.61,0.72,0.25
( 2023/02/09 19:30:12.375) #left_data: ,4.9,2.82,4.03,2.08,0.0,0.79,0.0,0.0
( 2023/02/09 19:30:12.440) #left_data: ,4.9,2.82,4.03,2.08,0.0,0.79,0.0,0.0
( 2023/02/09 19:30:12.499) #left_data: ,3.66,0.4,0.2,0.26,0.0,0.07,0.0,0.0
( 2023/02/09 19:30:12.558) #left_data: ,1.01,0.0,0.06,0.37,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:12.624) #left_data: ,0.15,0.0,0.0,0.01,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:12.691) #left_data: ,0.15,0.0,0.0,0.01,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:12.754) #left_data: ,0.18,0.0,0.01,0.06,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:12.812) #left_data: ,0.14,0.0,0.02,0.01,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:12.870) #left_data: ,0.16,0.0,0.03,0.02,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:12.931) #left_data: ,0.16,0.0,0.03,0.02,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:12.996) #left_data: ,0.07,0.0,0.05,0.04,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:13.060) #left_data: ,0.19,0.32,0.33,0.43,0.0,0.35,2.08,1.26
( 2023/02/09 19:30:13.122) #left_data: ,0.19,0.32,0.33,0.43,0.0,0.35,2.08,1.26
( 2023/02/09 19:30:13.182) #left_data: ,0.38,0.77,0.71,0.7,0.0,0.77,3.55,2.67
( 2023/02/09 19:30:13.241) #left_data: ,0.76,1.14,0.09,1.09,0.0,0.07,4.75,4.03
( 2023/02/09 19:30:13.309) #left_data: ,1.14,2.67,0.82,1.2,0.03,0.36,4.8,3.86
( 2023/02/09 19:30:13.378) #left_data: ,0.07,3.51,1.11,1.2,0.03,0.15,4.4,3.05
( 2023/02/09 19:30:13.444) #left_data: ,0.42,4.26,1.57,1.25,0.03,0.1,3.91,2.13
( 2023/02/09 19:30:13.502) #left_data: ,0.7,4.59,1.89,0.05,0.03,0.01,3.32,0.93
( 2023/02/09 19:30:13.561) #left_data: ,1.14,4.59,2.28,0.3,0.03,1.22,2.01,0.88
( 2023/02/09 19:30:13.625) #left_data: ,1.76,4.59,2.98,0.98,0.03,0.19,0.2,0.27
( 2023/02/09 19:30:13.692) #left_data: ,2.26,4.54,3.43,1.53,0.03,0.45,1.04,0.11
( 2023/02/09 19:30:13.756) #left_data: ,2.44,4.54,3.55,1.83,0.02,0.41,1.01,0.05
( 2023/02/09 19:30:13.814) #left_data: ,2.44,4.54,3.55,1.83,0.02,0.41,1.01,0.05
( 2023/02/09 19:30:13.871) #left_data: ,2.23,3.01,2.85,1.37,0.0,0.54,0.0,0.0
( 2023/02/09 19:30:13.934) #left_data: ,0.8,0.95,0.83,0.62,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:14.001) #left_data: ,0.8,0.95,0.83,0.62,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:14.064) #left_data: ,0.12,0.0,0.05,0.15,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:14.124) #left_data: ,0.17,0.0,0.08,0.19,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:14.182) #left_data: ,0.2,0.0,0.1,0.18,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:14.243) #left_data: ,0.2,0.0,0.1,0.18,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:14.315) #left_data: ,0.16,0.0,0.08,0.09,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:14.382) #left_data: ,0.1,0.06,0.08,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:14.445) #left_data: ,0.08,0.14,0.11,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:14.504) #left_data: ,0.08,0.14,0.11,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:14.563) #left_data: ,0.07,0.07,0.05,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:14.627) #left_data: ,0.7,0.84,0.12,0.8,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:14.691) #left_data: ,3.95,4.12,5.01,3.22,0.0,1.65,0.0,0.0
( 2023/02/09 19:30:14.752) #left_data: ,3.95,4.35,4.64,2.92,0.12,3.01,0.17,0.52
( 2023/02/09 19:30:14.808) #left_data: ,4.12,4.03,4.35,2.58,0.09,2.47,0.63,0.54
( 2023/02/09 19:30:14.868) #left_data: ,4.12,4.03,4.35,2.58,0.09,2.47,0.63,0.54
( 2023/02/09 19:30:14.931) #left_data: ,4.03,3.74,3.99,2.31,0.03,1.53,0.59,0.07
( 2023/02/09 19:30:14.996) #left_data: ,3.7,3.22,3.82,2.31,0.01,1.36,0.2,0.01
( 2023/02/09 19:30:15.060) #left_data: ,4.03,2.79,3.7,2.28,0.0,0.79,0.0,0.0
( 2023/02/09 19:30:15.117) #left_data: ,4.49,2.64,3.99,2.7,0.0,0.81,0.0,0.0
( 2023/02/09 19:30:15.177) #left_data: ,5.01,2.67,4.35,3.29,0.0,0.01,0.0,0.0
( 2023/02/09 19:30:15.239) #left_data: ,5.54,2.73,4.45,3.4,0.0,0.92,0.0,0.0
( 2023/02/09 19:30:15.304) #left_data: ,4.75,1.63,3.86,3.08,0.0,0.68,0.0,0.0
( 2023/02/09 19:30:15.432) #left_data: ,0.99,0.14,0.49,0.46,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:15.491) #left_data: ,0.09,0.0,0.02,0.15,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:15.552) #left_data: ,0.13,0.0,0.04,0.08,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:15.617) #left_data: ,0.18,0.0,0.05,0.12,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:15.684) #left_data: ,0.22,0.0,0.06,0.09,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:15.747) #left_data: ,0.25,0.0,0.05,0.04,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:15.803) #left_data: ,0.24,0.0,0.07,0.03,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:15.862) #left_data: ,0.33,0.0,0.11,0.06,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:15.927) #left_data: ,0.3,0.03,0.13,0.05,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:15.993) #left_data: ,0.16,0.02,0.06,0.0,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:16.056) #left_data: ,0.93,0.25,0.53,0.33,0.0,0.0,0.0,0.0
( 2023/02/09 19:30:16.115) #left_data: ,3.4,3.58,4.4,2.61,0.0,1.37,0.0,0.0
( 2023/02/09 19:30:16.174) #left_data: ,3.91,4.3,4.59,3.32,0.15,3.47,1.18,0.45
( 2023/02/09 19:30:16.239) #left_data: ,3.25,3.55,3.91,2.95,0.08,2.92,0.7,0.52
( 2023/02/09 19:30:16.305) #left_data: ,3.25,3.4,3.82,2.76,0.04,2.06,0.7,0.07
( 2023/02/09 19:30:16.373) #left_data: ,2.7,2.89,3.4,2.56,0.04,1.69,0.23,0.46
( 2023/02/09 19:30:16.431) #left_data: ,2.26,2.5,3.25,2.56,0.03,1.61,0.75,0.61
